record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,system_channel,raw_json
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784805684512,1783596784.8056846,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.8053412,12739,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.8053412,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12739,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784817771519,1783596784.8177714,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.817424,12740,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.817424,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12740,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784827477918,1783596784.827478,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.8273237,12741,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.8273237,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12741,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784837900646,1783596784.8379006,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.837336,12742,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.837336,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12742,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784853123918,1783596784.853124,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.847548,12743,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.847548,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12743,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784857639817,1783596784.85764,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.857427,12744,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.857427,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12744,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784870227726,1783596784.8702278,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.8673155,12745,guardian,1783596784362508032,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.8673155,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12745,
    ""lidar_timestamp"": ""1783596784362508032"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324838"",
    ""parent_trace_ids"": [
      ""72069332183548141"",
      ""216184520259404004""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784877540238,1783596784.8775403,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.8773274,12746,guardian,1783596784463334991,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.8773274,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12746,
    ""lidar_timestamp"": ""1783596784463334991"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324839"",
    ""parent_trace_ids"": [
      ""72069332183548142"",
      ""216184520259404006""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784887483216,1783596784.8874831,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.8873293,12747,guardian,1783596784463334991,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.8873293,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12747,
    ""lidar_timestamp"": ""1783596784463334991"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324839"",
    ""parent_trace_ids"": [
      ""72069332183548142"",
      ""216184520259404006""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784897753366,1783596784.8977532,/apollo/guardian,apollo.guardian.GuardianCommand,1783596784.897323,12748,guardian,1783596784463334991,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783596784.897323,
    ""module_name"": ""guardian"",
    ""sequence_num"": 12748,
    ""lidar_timestamp"": ""1783596784463334991"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293834307248324839"",
    ""parent_trace_ids"": [
      ""72069332183548142"",
      ""216184520259404006""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
