planning_seq,reuse_count,first_control_seq,last_control_seq,max_planning_age_ms
379,8,14110,14117,76.37786865234375
380,6,14118,14123,54.329633712768555
381,8,14124,14131,72.30091094970703
382,8,14132,14139,80.41214942932129
383,7,14140,14146,70.48583030700684
384,9,14147,14155,85.78872680664062
385,10,14156,14165,100.10457038879395
386,12,14166,14177,114.75396156311035
387,8,14178,14185,75.2556324005127
388,8,14186,14193,71.3350772857666
389,12,14194,14205,114.25375938415527
390,8,14206,14213,81.12406730651855
391,10,14214,14223,92.14997291564941
392,11,14224,14234,103.85966300964355
393,10,14235,14244,101.37701034545898
394,9,14245,14253,91.66240692138672
395,12,14254,14265,111.15026473999023
396,10,14266,14275,98.13809394836426
397,10,14276,14285,97.49388694763184
398,9,14286,14294,91.766357421875
399,10,14295,14304,96.78936004638672
400,11,14305,14315,108.42061042785645
401,9,14316,14324,84.90896224975586
402,9,14325,14333,90.12246131896973
403,10,14334,14343,98.4196662902832
404,11,14344,14354,105.87596893310547
405,11,14355,14365,106.72616958618164
406,9,14366,14374,85.22915840148926
407,9,14375,14383,88.15526962280273
408,10,14384,14393,94.74706649780273
409,10,14394,14403,95.06535530090332
410,11,14404,14414,104.53152656555176
411,10,14415,14424,100.45671463012695
412,10,14425,14434,95.77775001525879
413,10,14435,14444,100.88753700256348
414,9,14445,14453,94.70725059509277
415,10,14454,14463,95.37887573242188
416,12,14464,14475,117.57755279541016
417,8,14476,14483,78.87721061706543
418,11,14484,14494,107.52010345458984
419,10,14495,14504,98.30093383789062
420,12,14505,14516,117.40517616271973
421,27,14517,14543,270.93982696533203
422,29,14544,14572,284.942626953125
423,27,14573,14599,268.4187889099121
424,28,14600,14627,273.8668918609619
425,29,14628,14656,289.31188583374023
426,29,14657,14685,288.5773181915283
427,28,14686,14713,277.64058113098145
428,27,14714,14740,270.0059413909912
429,27,14741,14767,271.2862491607666
430,29,14768,14796,287.30130195617676
431,27,14797,14823,271.58617973327637
432,27,14824,14850,265.1963233947754
433,28,14851,14878,274.2655277252197
434,29,14879,14907,286.1757278442383
435,28,14908,14935,277.5745391845703
436,29,14936,14964,280.3354263305664
437,27,14965,14991,267.44604110717773
438,27,14992,15018,268.67151260375977
439,8,15019,15026,73.18925857543945
440,9,15027,15035,86.59958839416504
441,9,15036,15044,84.06496047973633
442,8,15045,15052,79.01883125305176
443,7,15053,15059,66.41769409179688
444,8,15060,15067,74.94664192199707
445,8,15068,15075,72.3261833190918
446,7,15076,15082,70.04261016845703
447,8,15083,15090,71.868896484375
448,7,15091,15097,65.03725051879883
449,7,15098,15104,77.41880416870117
450,10,15105,15114,91.41993522644043
451,6,15115,15120,60.18877029418945
452,7,15121,15127,60.212135314941406
453,10,15128,15137,94.7866439819336
454,7,15138,15144,71.11501693725586
455,6,15145,15150,54.69250679016113
456,9,15151,15159,83.96005630493164
457,7,15160,15166,64.67151641845703
458,8,15167,15174,77.3007869720459
459,8,15175,15182,76.69758796691895
460,7,15183,15189,67.74663925170898
461,9,15190,15198,89.07246589660645
462,7,15199,15205,67.90733337402344
463,9,15206,15214,82.66997337341309
464,8,15215,15222,74.35321807861328
465,15,15223,15237,144.74916458129883
466,6,15238,15243,60.87779998779297
467,7,15244,15250,63.80414962768555
468,7,15251,15257,67.82412528991699
469,8,15258,15265,72.80445098876953
470,9,15266,15274,84.12957191467285
471,6,15275,15280,54.711103439331055
472,9,15281,15289,82.93366432189941
473,8,15290,15297,80.98459243774414
474,7,15298,15304,67.57092475891113
475,7,15305,15311,62.30640411376953
476,10,15312,15321,92.42081642150879
477,6,15322,15327,61.82050704956055
478,10,15328,15337,93.54972839355469
479,7,15338,15344,66.82920455932617
480,7,15345,15351,73.91047477722168
481,8,15352,15359,76.86567306518555
482,7,15360,15366,71.27499580383301
483,8,15367,15374,74.65434074401855
484,9,15375,15383,84.05733108520508
485,7,15384,15390,64.8043155670166
486,8,15391,15398,77.25286483764648
487,7,15399,15405,68.42708587646484
488,8,15406,15413,73.27914237976074
489,9,15414,15422,90.06261825561523
490,7,15423,15429,64.2092227935791
491,7,15430,15436,70.28055191040039
492,7,15437,15443,67.90852546691895
493,7,15444,15450,63.19618225097656
494,8,15451,15458,72.86453247070312
495,7,15459,15465,67.42501258850098
496,8,15466,15473,75.98066329956055
497,8,15474,15481,75.0880241394043
498,7,15482,15488,69.47541236877441
499,8,15489,15496,77.20780372619629
500,8,15497,15504,74.88012313842773
501,8,15505,15512,79.54049110412598
502,8,15513,15520,77.0721435546875
503,6,15521,15526,52.93989181518555
504,9,15527,15535,82.56077766418457
505,9,15536,15544,85.26897430419922
506,6,15545,15550,57.486534118652344
507,7,15551,15557,69.47016716003418
508,9,15558,15566,83.07600021362305
509,7,15567,15573,71.13838195800781
510,8,15574,15581,72.08728790283203
511,7,15582,15588,70.23382186889648
512,8,15589,15596,73.55976104736328
513,8,15597,15604,77.71492004394531
514,9,15605,15613,82.34763145446777
515,8,15614,15621,78.6292552947998
516,7,15622,15628,63.224077224731445
517,10,15629,15638,100.5704402923584
518,6,15639,15644,61.24281883239746
519,8,15645,15652,81.13527297973633
520,7,15653,15659,68.73059272766113
521,8,15660,15667,72.78871536254883
522,8,15668,15675,73.43745231628418
523,9,15676,15684,84.13338661193848
524,7,15685,15691,63.15732002258301
525,8,15692,15699,78.71627807617188
526,8,15700,15707,79.57720756530762
527,7,15708,15714,64.12529945373535
528,9,15715,15723,86.23147010803223
529,8,15724,15731,78.1557559967041
530,7,15732,15738,69.30780410766602
531,8,15739,15746,75.99329948425293
532,9,15747,15755,83.25552940368652
533,8,15756,15763,72.57843017578125
534,8,15764,15771,79.22625541687012
535,7,15772,15778,71.2587833404541
536,8,15779,15786,74.26953315734863
537,8,15787,15794,75.6378173828125
538,9,15795,15803,88.42873573303223
539,6,15804,15809,57.87253379821777
