source_line,wall_time,tid,msg_time,queue_wait_ms,inject_sleep_ms,proc_ms,total_ms,down_sample_ms,fuse_ms,shuffle_ms,cloud_to_array_ms,inference_ms,postprocess_ms,nms_ms,proc_over_bridge_step_ms
10609,19:23:02.826363,389559,1783941782.447833,180.7,0.0,197.9,378.5,0.192579,7.96834,0.000128,1.1499,184.831,0.067553,3.27547,97.9
10696,19:23:03.019165,389559,1783941782.547593,278.9,0.0,192.6,471.6,0.077889,3.66412,0.000224,1.14677,184.29,0.066913,3.04552,92.6
10770,19:23:03.110865,389559,1783941782.647151,372.2,0.0,91.5,463.7,nan,nan,nan,nan,nan,nan,nan,-8.5
10850,19:23:03.199807,389559,1783941782.747163,364.0,0.0,88.6,452.6,nan,nan,nan,nan,nan,nan,nan,-11.400000000000006
10930,19:23:03.290568,389559,1783941782.84788,352.1,0.0,90.6,442.7,nan,nan,nan,nan,nan,nan,nan,-9.400000000000006
11018,19:23:03.377521,389559,1783941782.947848,342.9,0.0,86.8,429.7,0.15869,3.73916,0.00032,0.497479,78.9465,0.068993,3.06836,-13.200000000000003
11097,19:23:03.464813,389559,1783941783.047144,330.5,0.0,87.1,417.7,nan,nan,nan,nan,nan,nan,nan,-12.900000000000006
11185,19:23:03.551357,389559,1783941783.14758,317.4,0.0,86.4,403.8,nan,nan,nan,nan,nan,nan,nan,-13.599999999999994
11270,19:23:03.746666,389559,1783941783.247327,304.2,0.0,195.2,499.3,0.082306,4.10572,0.000256,0.556201,186.818,0.062369,3.17563,95.19999999999999
11364,19:23:03.977560,389559,1783941783.347659,399.1,0.0,230.8,629.9,0.079233,3.66159,0.000256,0.483784,222.923,0.068097,3.16971,130.8
11469,19:23:04.237071,389559,1783941783.448224,529.5,0.0,259.3,788.8,nan,nan,nan,nan,nan,nan,nan,159.3
11567,19:23:04.519325,389559,1783941783.547898,689.4,0.0,282.1,971.4,nan,nan,nan,nan,nan,nan,nan,182.10000000000002
11659,19:23:04.808401,389559,1783941783.647231,872.3,0.0,288.9,1161.2,nan,nan,nan,nan,nan,nan,nan,188.89999999999998
11720,19:23:04.922545,389559,1783941783.748379,1060.2,0.0,114.0,1174.2,0.079297,3.70009,0.000256,0.528072,106.776,0.077025,2.52164,14.0
11785,19:23:05.033208,389559,1783941783.847638,1075.1,0.0,110.4,1185.6,nan,nan,nan,nan,nan,nan,nan,10.400000000000006
11851,19:23:05.144681,389559,1783941783.947359,1086.0,0.0,111.3,1197.3,nan,nan,nan,nan,nan,nan,nan,11.299999999999997
11914,19:23:05.257155,389559,1783941784.047766,1097.1,0.0,112.3,1209.4,0.554313,3.63881,0.000256,0.497735,104.549,0.086722,2.76327,12.299999999999997
11997,19:23:05.542325,389559,1783941784.147294,1110.0,0.0,285.0,1395.0,nan,nan,nan,nan,nan,nan,nan,185.0
12076,19:23:05.830576,389559,1783941784.247519,1295.0,0.0,288.0,1583.1,nan,nan,nan,nan,nan,nan,nan,188.0
12157,19:23:06.125029,389559,1783941784.347598,1483.2,0.0,294.3,1777.4,nan,nan,nan,nan,nan,nan,nan,194.3
12240,19:23:06.419727,389559,1783941784.44793,1677.3,0.0,294.5,1971.8,0.109665,3.54812,0.000224,0.515528,288.483,0.106465,1.60614,194.5
12321,19:23:06.718925,389559,1783941784.547286,1872.6,0.0,299.0,2171.6,0.132354,3.65708,0.00032,0.498119,293.046,0.132418,1.40245,199.0
12395,19:23:07.020058,389559,1783941784.647238,2071.8,0.0,301.0,2372.8,0.12701,3.6542,0.00048,0.498728,295.085,0.060801,1.33794,201.0
12473,19:23:07.324111,389559,1783941784.747563,2272.7,0.0,303.9,2576.5,0.13069,3.65433,0.000256,0.498983,298.038,0.106465,1.31083,203.89999999999998
12551,19:23:07.625913,389559,1783941784.847251,2477.0,0.0,301.6,2778.7,0.109441,3.68655,0.0,0.497928,295.814,0.102914,1.28053,201.60000000000002
12632,19:23:07.929740,389559,1783941784.947174,2678.9,0.0,303.7,2982.6,0.124802,3.68639,0.000256,0.887629,297.379,0.110721,1.25554,203.7
12689,19:23:08.048847,389559,1783941785.048325,2881.6,0.0,119.0,3000.5,0.118658,3.66165,0.000288,0.876813,112.442,0.148386,1.53762,19.0
12744,19:23:08.168721,389559,1783941785.148597,2900.4,0.0,119.7,3020.1,nan,nan,nan,nan,nan,nan,nan,19.700000000000003
12796,19:23:08.287781,389559,1783941785.247927,2921.0,0.0,118.9,3039.9,0.080673,3.71663,0.000448,0.882509,112.123,0.131554,1.76207,18.900000000000006
12850,19:23:08.410367,389559,1783941785.347291,2940.7,0.0,122.4,3063.1,0.176258,4.35072,0.000288,0.655881,115.202,0.104193,1.71609,22.400000000000006
12911,19:23:08.530880,389559,1783941785.447842,2962.7,0.0,120.3,3083.0,0.083329,4.77008,0.000256,0.580233,112.498,0.088225,2.05318,20.299999999999997
12972,19:23:08.654201,389559,1783941785.547183,2983.9,0.0,123.1,3107.0,0.156034,5.26961,0.000288,0.97387,114.159,0.090497,2.26618,23.099999999999994
13028,19:23:08.776326,389559,1783941785.647266,3007.1,0.0,121.9,3129.1,nan,nan,nan,nan,nan,nan,nan,21.900000000000006
13089,19:23:08.898243,389559,1783941785.747731,3028.8,0.0,121.7,3150.5,0.086113,6.42947,0.00032,0.769452,112.531,0.12061,1.5582,21.700000000000003
13146,19:23:09.026527,389559,1783941785.847064,3051.4,0.0,128.1,3179.5,nan,nan,nan,nan,nan,nan,nan,28.099999999999994
13201,19:23:09.147296,389559,1783941785.947068,3079.6,0.0,120.6,3200.2,0.083841,4.37693,0.000288,0.580393,113.252,0.077985,1.98896,20.599999999999994
13280,19:23:09.452363,389559,1783941786.047207,3100.3,0.0,304.9,3405.2,0.081345,4.83479,0.000288,0.68017,297.257,0.062913,1.70658,204.89999999999998
13336,19:23:09.571699,389559,1783941786.147418,3305.1,0.0,119.2,3424.3,nan,nan,nan,nan,nan,nan,nan,19.200000000000003
13391,19:23:09.692525,389559,1783941786.247403,3324.5,0.0,120.6,3445.1,0.132514,5.09899,0.000288,0.714539,112.117,0.122466,2.11821,20.599999999999994
13446,19:23:09.816190,389559,1783941786.347665,3345.1,0.0,123.5,3468.5,0.139458,5.57141,0.00032,0.732427,114.112,0.092865,2.55018,23.5
13509,19:23:09.952364,389559,1783941786.447129,3369.3,0.0,136.0,3505.2,nan,nan,nan,nan,nan,nan,nan,36.0
13590,19:23:10.264297,389559,1783941786.547212,3405.4,0.0,311.7,3717.1,nan,nan,nan,nan,nan,nan,nan,211.7
13679,19:23:10.570811,389559,1783941786.64741,3617.0,0.0,306.4,3923.4,nan,nan,nan,nan,nan,nan,nan,206.39999999999998
13763,19:23:10.875814,389559,1783941786.747347,3823.6,0.0,304.8,4128.5,0.114754,3.58623,0.000256,0.467975,298.545,0.116834,1.62671,204.8
13846,19:23:11.183364,389559,1783941786.84729,4028.7,0.0,307.4,4336.1,0.084481,3.62322,0.000256,0.476615,301.178,0.119745,1.62975,207.39999999999998
13929,19:23:11.487454,389559,1783941786.947908,4235.7,0.0,303.9,4539.5,0.114786,3.46296,0.000256,0.499816,297.57,0.106818,1.86086,203.89999999999998
13994,19:23:11.608428,389559,1783941787.047145,4440.5,0.0,120.8,4561.3,nan,nan,nan,nan,nan,nan,nan,20.799999999999997
14057,19:23:11.729907,389559,1783941787.147403,4461.2,0.0,121.3,4582.5,nan,nan,nan,nan,nan,nan,nan,21.299999999999997
14124,19:23:11.854333,389559,1783941787.247506,4482.6,0.0,124.2,4606.8,0.151202,4.76065,0.000288,1.06734,115.271,0.14125,2.47828,24.200000000000003
14182,19:23:11.977909,389559,1783941787.347142,4507.4,0.0,123.4,4630.8,nan,nan,nan,nan,nan,nan,nan,23.400000000000006
14243,19:23:12.096818,389559,1783941787.448344,4529.7,0.0,118.7,4648.5,0.128738,4.02998,0.000256,0.560936,112.038,0.09581,1.69478,18.700000000000003
14302,19:23:12.224436,389559,1783941787.547811,4549.2,0.0,127.4,4676.6,0.090274,5.44088,0.000288,0.735083,119.18,0.062368,1.64726,27.400000000000006
14365,19:23:12.345867,389559,1783941787.648238,4576.4,0.0,121.2,4697.6,nan,nan,nan,nan,nan,nan,nan,21.200000000000003
14421,19:23:12.465732,389559,1783941787.747411,4598.7,0.0,119.6,4718.3,nan,nan,nan,nan,nan,nan,nan,19.599999999999994
14477,19:23:12.587677,389559,1783941787.847888,4618.0,0.0,121.8,4739.8,0.085634,4.72048,0.000224,0.614185,113.292,0.106786,2.62826,21.799999999999997
14537,19:23:12.713580,389559,1783941787.947819,4640.1,0.0,125.7,4765.8,0.185347,7.23179,0.000352,0.930446,115.963,0.104353,1.03601,25.700000000000003
14598,19:23:12.834596,389559,1783941788.047812,4665.9,0.0,120.9,4786.8,nan,nan,nan,nan,nan,nan,nan,20.900000000000006
14662,19:23:12.956820,389559,1783941788.148374,4686.4,0.0,122.0,4808.4,nan,nan,nan,nan,nan,nan,nan,22.0
14719,19:23:13.079061,389559,1783941788.247324,4709.7,0.0,122.0,4831.7,nan,nan,nan,nan,nan,nan,nan,22.0
14777,19:23:13.200170,389559,1783941788.347702,4731.6,0.0,120.9,4852.5,0.102049,5.68351,0.00032,0.71201,113.109,0.059009,1.0012,20.900000000000006
14837,19:23:13.326401,389559,1783941788.447146,4753.3,0.0,126.0,4879.3,0.140322,5.78191,0.000288,0.736586,117.366,0.061985,1.58745,26.0
14901,19:23:13.448089,389559,1783941788.548049,4778.6,0.0,121.5,4900.0,nan,nan,nan,nan,nan,nan,nan,21.5
14961,19:23:13.569162,389559,1783941788.647238,4801.0,0.0,120.9,4921.9,nan,nan,nan,nan,nan,nan,nan,20.900000000000006
15017,19:23:13.690770,389559,1783941788.748139,4821.2,0.0,121.4,4942.6,0.153602,4.89806,0.000288,0.641257,112.643,0.103522,2.71108,21.400000000000006
15071,19:23:13.814671,389559,1783941788.847689,4843.3,0.0,123.7,4967.0,0.104833,6.35037,0.00032,0.817196,114.152,0.073153,1.97126,23.700000000000003
15127,19:23:13.937330,389559,1783941788.94778,4867.1,0.0,122.5,4989.5,0.082881,4.92535,0.000288,0.697994,113.313,0.11005,3.05579,22.5
15186,19:23:14.060253,389559,1783941789.048296,4889.2,0.0,122.7,5012.0,nan,nan,nan,nan,nan,nan,nan,22.700000000000003
15241,19:23:14.181521,389559,1783941789.147764,4912.7,0.0,121.1,5033.8,nan,nan,nan,nan,nan,nan,nan,21.099999999999994
15298,19:23:14.307348,389559,1783941789.247469,4934.3,0.0,125.6,5059.9,nan,nan,nan,nan,nan,nan,nan,25.599999999999994
15362,19:23:14.431558,389559,1783941789.347101,4960.8,0.0,123.7,5084.5,nan,nan,nan,nan,nan,nan,nan,23.700000000000003
15412,19:23:14.549644,389559,1783941789.448271,4983.4,0.0,117.9,5101.4,0.114402,3.52562,0.000256,0.501063,112.251,0.090786,1.26789,17.900000000000006
15469,19:23:14.669968,389559,1783941789.547699,5002.1,0.0,120.2,5122.3,nan,nan,nan,nan,nan,nan,nan,20.200000000000003
15523,19:23:14.791937,389559,1783941789.648299,5021.9,0.0,121.7,5143.6,0.098818,7.0953,0.00032,0.868845,112.421,0.059393,0.975534,21.700000000000003
15584,19:23:14.915248,389559,1783941789.748266,5043.8,0.0,123.1,5167.0,nan,nan,nan,nan,nan,nan,nan,23.099999999999994
15651,19:23:15.039440,389559,1783941789.847243,5068.2,0.0,124.0,5192.2,nan,nan,nan,nan,nan,nan,nan,24.0
16205,19:23:16.126371,389566,1783941795.847628,161.7,0.0,117.0,278.7,0.099361,6.44745,0.00032,0.912014,108.198,0.061665,0.986894,17.0
16261,19:23:16.236763,389566,1783941795.947621,178.9,0.0,110.2,289.1,0.083521,3.92175,0.000288,0.535432,104.206,0.079041,1.12648,10.200000000000003
16322,19:23:16.348948,389566,1783941796.047564,189.4,0.0,112.0,301.4,nan,nan,nan,nan,nan,nan,nan,12.0
16386,19:23:16.457680,389566,1783941796.147127,202.0,0.0,108.6,310.6,nan,nan,nan,nan,nan,nan,nan,8.599999999999994
16447,19:23:16.566226,389566,1783941796.247274,210.6,0.0,108.3,318.9,nan,nan,nan,nan,nan,nan,nan,8.299999999999997
16511,19:23:16.677668,389566,1783941796.347247,219.2,0.0,111.3,330.4,0.075169,3.98803,0.00032,0.532583,104.136,0.107362,2.18931,11.299999999999997
16573,19:23:16.790762,389566,1783941796.447426,230.4,0.0,112.9,343.3,0.078945,4.40192,0.000416,0.579592,105.94,0.062369,1.62735,12.900000000000006
16635,19:23:16.901347,389566,1783941796.547168,243.8,0.0,110.4,354.2,0.076482,4.47827,0.00032,0.630441,103.358,0.056897,1.55413,10.400000000000006
16696,19:23:17.011358,389566,1783941796.647511,254.0,0.0,109.8,363.8,0.077602,3.64293,0.000288,0.496007,103.413,0.070337,1.93472,9.799999999999997
16756,19:23:17.121476,389566,1783941796.747207,264.4,0.0,109.9,374.3,0.079937,4.13427,0.000288,0.600873,103.534,0.063489,1.32978,9.900000000000006
16812,19:23:17.232640,389566,1783941796.847512,274.1,0.0,111.0,385.1,nan,nan,nan,nan,nan,nan,nan,11.0
16877,19:23:17.344897,389566,1783941796.94803,284.8,0.0,112.1,396.9,nan,nan,nan,nan,nan,nan,nan,12.099999999999994
16934,19:23:17.455005,389566,1783941797.048289,296.8,0.0,110.0,406.7,nan,nan,nan,nan,nan,nan,nan,10.0
16994,19:23:17.564083,389566,1783941797.147846,307.3,0.0,108.9,416.2,0.074305,3.62879,0.000288,0.493543,102.865,0.093314,1.55807,8.900000000000006
17053,19:23:17.672850,389566,1783941797.24783,316.4,0.0,108.6,425.0,nan,nan,nan,nan,nan,nan,nan,8.599999999999994
17108,19:23:17.782282,389566,1783941797.347387,325.7,0.0,109.2,434.9,nan,nan,nan,nan,nan,nan,nan,9.200000000000003
17163,19:23:17.888823,389566,1783941797.448339,334.1,0.0,106.4,440.5,nan,nan,nan,nan,nan,nan,nan,6.400000000000006
17214,19:23:17.993569,389566,1783941797.54813,340.9,0.0,104.6,445.4,0.074145,3.52012,0.000288,0.84206,98.1137,0.060449,1.75484,4.599999999999994
17270,19:23:18.102109,389566,1783941797.647635,346.1,0.0,108.3,454.5,nan,nan,nan,nan,nan,nan,nan,8.299999999999997
17328,19:23:18.214547,389566,1783941797.747867,354.4,0.0,112.2,466.7,0.079137,4.62739,0.000288,0.637962,103.233,0.070465,3.31179,12.200000000000003
17392,19:23:18.324958,389566,1783941797.847755,366.9,0.0,110.3,477.2,nan,nan,nan,nan,nan,nan,nan,10.299999999999997
17454,19:23:18.436437,389566,1783941797.947625,377.5,0.0,111.3,488.8,nan,nan,nan,nan,nan,nan,nan,11.299999999999997
17507,19:23:18.544533,389566,1783941798.048223,388.6,0.0,107.7,496.3,nan,nan,nan,nan,nan,nan,nan,7.700000000000003
17558,19:23:18.650720,389566,1783941798.147348,397.3,0.0,106.0,503.4,0.072257,3.50252,0.00048,0.507719,100.199,0.068673,1.44709,6.0
17611,19:23:18.756886,389566,1783941798.247708,403.2,0.0,106.0,509.2,0.077218,3.93839,0.000256,0.512488,99.4618,0.172675,1.44354,6.0
17662,19:23:18.863437,389566,1783941798.34742,409.7,0.0,106.3,516.0,nan,nan,nan,nan,nan,nan,nan,6.299999999999997
17721,19:23:18.966065,389566,1783941798.447455,416.1,0.0,102.5,518.6,0.076481,3.56738,0.000256,0.490344,96.633,0.068897,1.41676,2.5
17778,19:23:19.070456,389566,1783941798.548522,417.7,0.0,104.2,521.9,0.080385,4.03411,0.000256,0.530344,95.6941,0.073057,3.55,4.200000000000003
17837,19:23:19.173256,389566,1783941798.648163,422.5,0.0,102.6,525.1,0.091425,4.83127,0.000288,0.651177,93.6935,0.064737,3.05509,2.5999999999999943
17896,19:23:19.277349,389566,1783941798.748127,425.3,0.0,103.9,529.2,0.076161,3.75193,0.000224,0.499719,96.1141,0.059329,3.11726,3.9000000000000057
17958,19:23:19.384531,389566,1783941798.847533,430.0,0.0,107.0,537.0,0.072481,3.68722,0.000256,0.492519,99.3624,0.062625,3.0452,7.0
18024,19:23:19.492578,389566,1783941798.947267,437.4,0.0,107.9,545.3,0.074753,3.5606,0.000256,0.493095,100.952,0.061569,2.46298,7.900000000000006
18089,19:23:19.598942,389566,1783941799.04747,445.3,0.0,106.2,551.5,nan,nan,nan,nan,nan,nan,nan,6.200000000000003
18153,19:23:19.703962,389566,1783941799.147434,451.7,0.0,104.8,556.5,0.072961,3.58914,0.000288,0.493191,98.0411,0.068737,2.33875,4.799999999999997
18213,19:23:19.814098,389566,1783941799.248029,456.1,0.0,109.9,566.1,0.250307,9.00349,0.000256,0.498791,96.7428,0.076033,3.0955,9.900000000000006
18278,19:23:19.917338,389566,1783941799.347228,467.1,0.0,103.1,570.1,0.074018,3.95215,0.0,0.494535,93.9368,0.071777,4.26848,3.0999999999999943
18334,19:23:20.019593,389566,1783941799.447272,470.2,0.0,102.1,572.3,nan,nan,nan,nan,nan,nan,nan,2.0999999999999943
18394,19:23:20.126181,389566,1783941799.548166,471.6,0.0,106.4,578.0,0.082786,3.58882,0.000256,0.496199,97.7493,0.077666,4.07216,6.400000000000006
18455,19:23:20.236493,389566,1783941799.647909,478.5,0.0,110.1,588.6,0.083329,4.49575,0.000288,0.577256,100.385,0.095266,4.15849,10.099999999999994
18517,19:23:20.345393,389566,1783941799.748595,488.1,0.0,108.7,596.8,nan,nan,nan,nan,nan,nan,nan,8.700000000000003
18578,19:23:20.452828,389566,1783941799.848195,497.4,0.0,107.2,604.6,0.085442,5.47362,0.000288,0.725418,97.0852,0.073505,3.50389,7.200000000000003
18639,19:23:20.554678,389566,1783941799.947868,505.1,0.0,101.7,606.8,0.087745,4.51747,0.000288,0.601417,92.8078,0.059105,3.36968,1.7000000000000028
18694,19:23:20.653863,389566,1783941800.047632,507.2,0.0,99.0,606.2,nan,nan,nan,nan,nan,nan,nan,-1.0
18750,19:23:20.752285,389566,1783941800.147862,506.2,0.0,98.3,604.4,0.074945,3.68469,0.000256,0.493479,90.3637,0.073441,3.23285,-1.7000000000000028
18808,19:23:20.854650,389566,1783941800.247798,504.7,0.0,102.2,606.9,0.076322,4.23616,0.000288,0.591177,92.874,0.131234,3.84358,2.200000000000003
18866,19:23:20.959450,389566,1783941800.348112,506.7,0.0,104.6,611.3,0.08269,4.80273,0.000288,0.655977,95.3695,0.060609,3.34146,4.599999999999994
18930,19:23:21.060063,389566,1783941800.447618,512.0,0.0,100.4,612.4,0.073313,3.5061,0.000224,0.495079,92.8523,0.11789,3.04619,0.4000000000000057
18991,19:23:21.159107,389566,1783941800.547169,513.1,0.0,98.9,611.9,0.075553,3.59381,0.000288,0.496263,90.7435,0.108417,3.6076,-1.0999999999999943
19056,19:23:21.255860,389566,1783941800.647979,511.3,0.0,96.6,607.9,0.078657,3.82374,0.000256,0.532232,88.6004,0.058305,3.19685,-3.4000000000000057
19122,19:23:21.350987,389566,1783941800.748234,507.8,0.0,94.9,602.8,0.073761,3.59391,0.000288,0.493095,87.2869,0.062753,3.07172,-5.099999999999994
19193,19:23:21.447757,389566,1783941800.847496,503.7,0.0,96.6,600.3,nan,nan,nan,nan,nan,nan,nan,-3.4000000000000057
19266,19:23:21.546604,389566,1783941800.947684,500.2,0.0,98.7,598.9,nan,nan,nan,nan,nan,nan,nan,-1.2999999999999972
19345,19:23:21.646401,389566,1783941801.047338,499.4,0.0,99.7,599.1,0.070529,3.60981,0.00032,0.756139,91.7674,0.059873,3.1555,-0.29999999999999716
19412,19:23:21.747097,389566,1783941801.147093,499.5,0.0,100.6,600.0,nan,nan,nan,nan,nan,nan,nan,0.5999999999999943
19474,19:23:21.849030,389566,1783941801.247204,500.0,0.0,101.8,601.8,0.077185,3.60556,0.000288,0.495015,92.8617,0.163779,4.22937,1.7999999999999972
19542,19:23:21.946141,389566,1783941801.348616,500.6,0.0,96.9,597.5,0.086273,4.26899,0.000416,0.602793,88.8507,0.060513,2.81985,-3.0999999999999943
19610,19:23:22.043363,389566,1783941801.447865,498.5,0.0,97.0,595.5,0.074369,3.69833,0.000256,0.497319,89.1149,0.060577,3.30421,-3.0
19669,19:23:22.139917,389566,1783941801.547334,496.2,0.0,96.4,592.6,nan,nan,nan,nan,nan,nan,nan,-3.5999999999999943
19741,19:23:22.238406,389566,1783941801.647016,493.1,0.0,98.3,591.4,nan,nan,nan,nan,nan,nan,nan,-1.7000000000000028
19813,19:23:22.338274,389566,1783941801.747577,491.0,0.0,99.7,590.7,0.073057,3.61929,0.000256,0.493799,91.9609,0.077953,3.16869,-0.29999999999999716
19876,19:23:22.438970,389566,1783941801.847743,490.7,0.0,100.6,591.2,0.076129,3.56402,0.000256,0.489671,92.891,0.057185,3.1844,0.5999999999999943
19948,19:23:22.541049,389566,1783941801.947885,491.3,0.0,101.9,593.2,0.075073,3.63384,0.000288,0.493959,94.3402,0.109794,2.96635,1.9000000000000057
20010,19:23:22.639441,389566,1783941802.047565,493.6,0.0,98.2,591.9,0.081281,3.66601,0.000256,0.492007,90.8205,0.097793,2.8386,-1.7999999999999972
20078,19:23:22.736814,389566,1783941802.154343,485.2,0.0,97.2,582.5,0.071809,3.51432,0.000256,0.494568,88.8498,0.068417,3.95599,-2.799999999999997
20145,19:23:22.832674,389566,1783941802.247499,489.5,0.0,95.7,585.2,nan,nan,nan,nan,nan,nan,nan,-4.299999999999997
20209,19:23:22.928892,389566,1783941802.347742,485.1,0.0,96.1,581.1,nan,nan,nan,nan,nan,nan,nan,-3.9000000000000057
20282,19:23:23.036479,389562,1783941802.447179,482.0,0.0,107.2,589.3,0.106689,7.81253,0.000288,0.95131,91.345,0.097058,6.34768,7.200000000000003
20348,19:23:23.142652,389562,1783941802.547532,489.1,0.0,106.0,595.1,0.108865,6.51507,0.000288,0.906061,93.4138,0.076257,4.47507,6.0
20416,19:23:23.246541,389562,1783941802.648073,494.8,0.0,103.7,598.5,0.077633,4.91665,0.000256,0.68865,93.4251,0.079201,4.18934,3.700000000000003
20483,19:23:23.345760,389562,1783941802.74762,499.1,0.0,99.0,598.1,nan,nan,nan,nan,nan,nan,nan,-1.0
20549,19:23:23.443835,389562,1783941802.847758,498.2,0.0,97.9,596.1,nan,nan,nan,nan,nan,nan,nan,-2.0999999999999943
20612,19:23:23.541538,389562,1783941802.947697,496.3,0.0,97.5,593.8,nan,nan,nan,nan,nan,nan,nan,-2.5
20691,19:23:23.637059,389562,1783941803.047313,494.4,0.0,95.3,589.7,nan,nan,nan,nan,nan,nan,nan,-4.700000000000003
20759,19:23:23.733906,389562,1783941803.147352,489.9,0.0,96.7,586.6,0.076513,4.03558,0.000288,0.512903,88.7458,0.060833,2.97671,-3.299999999999997
20836,19:23:23.834728,389562,1783941803.247377,486.7,0.0,100.6,587.3,0.073761,3.68969,0.00032,0.526248,92.7415,0.060481,3.14133,0.5999999999999943
20910,19:23:23.935050,389562,1783941803.347479,487.4,0.0,100.1,587.6,nan,nan,nan,nan,nan,nan,nan,0.09999999999999432
20972,19:23:24.032711,389562,1783941803.447441,487.8,0.0,97.5,585.3,0.075809,3.64613,0.000288,0.491336,90.0322,0.086881,2.96455,-2.5
21033,19:23:24.129230,389562,1783941803.547421,485.4,0.0,96.4,581.8,0.085729,3.69004,0.000256,0.550824,87.8974,0.079393,3.75503,-3.5999999999999943
21104,19:23:24.224417,389562,1783941803.64708,482.3,0.0,95.0,577.3,0.073281,4.43536,0.000288,0.655594,86.4977,0.062433,3.03614,-5.0
21168,19:23:24.319366,389562,1783941803.747872,476.7,0.0,94.8,571.5,nan,nan,nan,nan,nan,nan,nan,-5.200000000000003
21240,19:23:24.419394,389562,1783941803.847915,471.6,0.0,99.9,571.5,0.071201,3.69465,0.000256,0.493831,91.8249,0.062145,3.39688,-0.09999999999999432
21305,19:23:24.519812,389562,1783941803.947784,471.8,0.0,100.2,572.0,0.075233,4.21184,0.000288,0.50756,92.122,0.081249,2.98382,0.20000000000000284
21372,19:23:24.622500,389562,1783941804.047609,472.3,0.0,102.5,574.9,0.071937,3.62002,0.000288,0.515176,94.8032,0.059264,3.16917,2.5
21444,19:23:24.729447,389562,1783941804.147653,475.0,0.0,106.8,581.8,nan,nan,nan,nan,nan,nan,nan,6.799999999999997
21506,19:23:24.830484,389562,1783941804.247602,482.0,0.0,100.9,582.9,0.074049,3.83625,0.00032,0.509352,93.1079,0.066113,2.99249,0.9000000000000057
21565,19:23:24.930747,389562,1783941804.347856,482.8,0.0,100.1,582.9,nan,nan,nan,nan,nan,nan,nan,0.09999999999999432
21623,19:23:25.030138,389562,1783941804.447629,483.3,0.0,99.2,582.5,0.078465,4.7914,0.000288,0.689642,90.5129,0.101633,2.85643,-0.7999999999999972
21679,19:23:25.128607,389562,1783941804.547697,482.6,0.0,98.3,580.9,0.074657,3.65772,0.00048,0.491495,89.8696,0.070145,3.85538,-1.7000000000000028
21738,19:23:25.231396,389562,1783941804.647722,481.1,0.0,102.6,583.7,0.10429,4.53459,0.000288,0.578952,93.0146,0.074657,3.96396,2.5999999999999943
21798,19:23:25.336572,389562,1783941804.74753,484.0,0.0,105.0,589.0,nan,nan,nan,nan,nan,nan,nan,5.0
21862,19:23:25.440996,389562,1783941804.847465,489.3,0.0,104.3,593.5,0.077857,3.58984,0.000256,0.509479,96.8659,0.061537,2.91454,4.299999999999997
21930,19:23:25.546748,389562,1783941804.947366,493.8,0.0,105.6,599.4,0.076609,3.6276,0.000256,0.549064,98.2081,0.063104,2.7721,5.599999999999994
21987,19:23:25.651870,389562,1783941805.048537,498.4,0.0,104.9,603.3,nan,nan,nan,nan,nan,nan,nan,4.900000000000006
22045,19:23:25.756623,389562,1783941805.148402,503.7,0.0,104.5,608.2,nan,nan,nan,nan,nan,nan,nan,4.5
22097,19:23:25.862084,389562,1783941805.24846,508.3,0.0,105.3,613.6,0.091329,3.47906,0.000256,0.5402,99.1936,0.099393,1.71593,5.299999999999997
22154,19:23:25.971185,389562,1783941805.348195,514.1,0.0,108.9,623.0,0.082849,4.74615,0.000288,0.604841,101.312,0.073633,1.90576,8.900000000000006
22204,19:23:26.081278,389562,1783941805.447405,524.0,0.0,109.9,633.9,nan,nan,nan,nan,nan,nan,nan,9.900000000000006
22257,19:23:26.192101,389562,1783941805.548097,533.4,0.0,110.6,644.0,0.099393,6.38947,0.000544,0.886925,101.488,0.066401,1.45317,10.599999999999994
22309,19:23:26.301031,389562,1783941805.647672,544.6,0.0,108.7,653.4,0.085985,4.84954,0.000288,0.620809,101.473,0.065761,1.44921,8.700000000000003
22363,19:23:26.411525,389562,1783941805.747295,553.9,0.0,110.3,664.2,0.071873,4.47206,0.000256,0.567561,103.938,0.062913,1.0691,10.299999999999997
22415,19:23:26.525518,389562,1783941805.847691,564.2,0.0,113.7,677.8,nan,nan,nan,nan,nan,nan,nan,13.700000000000003
22473,19:23:26.639837,389562,1783941805.9474,578.3,0.0,114.2,692.4,0.075233,5.3788,0.000288,0.723018,106.032,0.09645,1.65852,14.200000000000003
22524,19:23:26.753963,389562,1783941806.047963,592.0,0.0,114.0,706.0,0.078561,3.8734,0.000288,0.8027,107.543,0.056033,1.44927,14.0
22577,19:23:26.867257,389562,1783941806.147919,606.2,0.0,113.2,719.3,0.072225,4.05014,0.000288,0.548648,106.859,0.055105,1.38444,13.200000000000003
22630,19:23:26.980468,389562,1783941806.247653,619.8,0.0,113.1,732.8,0.072321,3.66905,0.000256,0.501031,107.216,0.055136,1.33727,13.099999999999994
22685,19:23:27.093763,389562,1783941806.348217,632.4,0.0,113.1,745.5,0.072353,3.59589,0.000256,0.494279,106.244,0.085153,2.37719,13.099999999999994
22749,19:23:27.209164,389562,1783941806.447547,646.4,0.0,115.2,761.6,nan,nan,nan,nan,nan,nan,nan,15.200000000000003
22811,19:23:27.324390,389562,1783941806.548356,661.0,0.0,115.0,776.0,nan,nan,nan,nan,nan,nan,nan,15.0
