case,sensor_time,fusion_trace_id,lidar_trace_id,module,phase,event_trace_id,elapsed_from_sensor_ms,estimated_wall_time
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.lidar_detection_filter,proc_enter,72322662239573118,4672.93778,2026-07-13T19:29:04.620330
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.lidar_detection_filter,output_pub,72322662239573118,4677.279732,2026-07-13T19:29:04.624672
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.lidar_tracking,proc_enter,72322662239573118,4677.362676,2026-07-13T19:29:04.624755
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.lidar_tracking,output_pub,72322662239573118,4678.7533,2026-07-13T19:29:04.626146
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.multi_sensor_fusion,proc_enter,72322662239573118,4678.78834,2026-07-13T19:29:04.626181
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,perception.multi_sensor_fusion,output_pub,17294087637304349554,4683.566132,2026-07-13T19:29:04.630959
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,proc_enter,17294087637304349554,4683.584052,2026-07-13T19:29:04.630976
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,container_enter,17294087637304349554,4683.642996,2026-07-13T19:29:04.631036
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,container_exit,17294087637304349554,4684.417396,2026-07-13T19:29:04.631810
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,perception_enter,17294087637304349554,4684.471668,2026-07-13T19:29:04.631864
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,evaluator_enter,17294087637304349554,4686.227796,2026-07-13T19:29:04.633620
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,evaluator_exit,17294087637304349554,4689.187828,2026-07-13T19:29:04.636580
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,predictor_enter,17294087637304349554,4689.216852,2026-07-13T19:29:04.636609
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,predictor_exit,17294087637304349554,4689.436276,2026-07-13T19:29:04.636829
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,perception_exit,17294087637304349554,4689.498068,2026-07-13T19:29:04.636891
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,writer_enter,17294087637304349554,4689.741716,2026-07-13T19:29:04.637134
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,writer_done,17294087637304349554,4689.932116,2026-07-13T19:29:04.637325
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,prediction,output_pub,17294087637304349554,4689.945012,2026-07-13T19:29:04.637337
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,proc_enter,17294087637304349554,4690.223668,2026-07-13T19:29:04.637616
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,runonce_enter,17294087637304349554,4690.503092,2026-07-13T19:29:04.637896
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,frame_init_enter,17294087637304349554,4690.526708,2026-07-13T19:29:04.637919
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,frame_init_exit,17294087637304349554,4690.561428,2026-07-13T19:29:04.637954
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,reference_line_enter,17294087637304349554,4690.573556,2026-07-13T19:29:04.637966
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,reference_line_exit,17294087637304349554,4690.71346,2026-07-13T19:29:04.638106
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,stitching_enter,17294087637304349554,4690.727092,2026-07-13T19:29:04.638119
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,stitching_exit,17294087637304349554,4697.2165,2026-07-13T19:29:04.644609
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,traffic_decider_enter,17294087637304349554,4697.240852,2026-07-13T19:29:04.644633
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,traffic_decider_exit,17294087637304349554,4697.73266,2026-07-13T19:29:04.645125
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,planner_enter,17294087637304349554,4697.751732,2026-07-13T19:29:04.645144
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,planner_exit,17294087637304349554,4716.656404,2026-07-13T19:29:04.664049
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,trajectory_finalize_enter,17294087637304349554,4716.891348,2026-07-13T19:29:04.664284
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,trajectory_finalize_exit,17294087637304349554,4718.201428,2026-07-13T19:29:04.665594
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,runonce_exit,17294087637304349554,4718.219732,2026-07-13T19:29:04.665612
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,writer_enter,17294087637304349554,4718.27426,2026-07-13T19:29:04.665667
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,writer_done,17294087637304349554,4719.06466,2026-07-13T19:29:04.666457
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,planning,output_pub,17294087637304349554,4719.73346,2026-07-13T19:29:04.667126
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,proc_ready,17294087637304349554,4722.277172,2026-07-13T19:29:04.669670
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,check_input_enter,17294087637304349554,4722.298708,2026-07-13T19:29:04.669691
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,check_input_exit,17294087637304349554,4722.314132,2026-07-13T19:29:04.669707
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,solve_enter,17294087637304349554,4722.32978,2026-07-13T19:29:04.669722
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,solve_exit,17294087637304349554,4723.271188,2026-07-13T19:29:04.670664
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,cmd_write_enter,17294087637304349554,4723.298484,2026-07-13T19:29:04.670691
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,cmd_write_done,17294087637304349554,4723.485972,2026-07-13T19:29:04.670878
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,interactive_pub_enter,17294087637304349554,4723.515796,2026-07-13T19:29:04.670908
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,interactive_pub_done,17294087637304349554,4723.58882,2026-07-13T19:29:04.670981
E4_较大目标关联帧,2026-07-13T19:28:59.947392,17294087637304349554,72322662239573118,control,output_pub,17294087637304349554,4723.597588,2026-07-13T19:29:04.670990
