window,complete_call_count,worker_tid_count,overlapping_adjacent_call_count,output_to_next_enter_gap_min_ms,output_to_next_enter_gap_p50_ms,output_to_next_enter_gap_mean_ms,output_to_next_enter_gap_max_ms,start_interval_p50_ms,start_interval_mean_ms
post_overflow_reset_to_critical_frame,325,7,0,0.058688,0.09592,0.10521916049382717,0.264896,113.079392,113.48836375308642
