sensor_time,sensor_epoch_s,fusion_trace_id,lidar_trace_id,fused_object_count,ingress_ms,sensor_to_fusion_ms,prediction_compute_ms,fusion_to_prediction_out_ms,prediction_to_planning_in_ms,planning_compute_ms,planning_to_first_control_ms,sensor_to_first_control_ms,fusion_publish_time,control_publish_time
2026-07-13T19:22:56.248364,1783941776.2483642,17294087637304346175,72322662239569481,18,63.7772,189.59336,11.348384,11.3168,0.289088,0.364416,8.033696,209.59736,2026-07-13T19:22:56.437958,2026-07-13T19:22:56.457962
2026-07-13T19:22:56.346886,1783941776.346886,17294087637304346176,72322662239569482,19,68.5644,200.803568,10.856288,10.961056,0.258144,0.391808,10.80976,223.224336,2026-07-13T19:22:56.547689,2026-07-13T19:22:56.570110
2026-07-13T19:22:56.447398,1783941776.4473982,17294087637304346177,72322662239569483,19,66.2227,200.075148,15.366784,14.503712,0.388608,0.426944,5.08,220.474412,2026-07-13T19:22:56.647473,2026-07-13T19:22:56.667873
2026-07-13T19:22:56.547224,1783941776.5472238,17294087637304346178,72322662239569484,16,64.6837,207.900692,14.765568,14.559584,0.288992,0.371744,5.778848,228.89986,2026-07-13T19:22:56.755125,2026-07-13T19:22:56.776124
2026-07-13T19:22:56.647472,1783941776.6474717,17294087637304346179,72322662239569485,14,67.3258,204.214376,7.000672,6.960704,0.348416,0.332448,6.493824,218.349768,2026-07-13T19:22:56.851686,2026-07-13T19:22:56.865821
2026-07-13T19:22:56.747335,1783941776.7473352,17294087637304346180,72322662239569486,20,64.7149,192.044244,9.375744,9.37472,0.260064,0.25344,8.48048,210.412948,2026-07-13T19:22:56.939379,2026-07-13T19:22:56.957748
2026-07-13T19:22:56.847349,1783941776.8473487,17294087637304346181,72322662239569487,17,70.2128,185.862208,10.209952,9.99168,0.248128,0.321408,6.521184,202.944608,2026-07-13T19:22:57.033211,2026-07-13T19:22:57.050293
2026-07-13T19:22:56.947233,1783941776.9472334,17294087637304346182,72322662239569488,16,66.982,192.208144,8.71936,8.584576,0.381024,0.384448,7.385728,208.94392,2026-07-13T19:22:57.139441,2026-07-13T19:22:57.156177
2026-07-13T19:22:57.047838,1783941777.047838,17294087637304346183,72322662239569489,19,65.6862,182.6806,15.922784,15.762112,0.376896,0.390272,9.484448,208.694328,2026-07-13T19:22:57.230519,2026-07-13T19:22:57.256532
2026-07-13T19:22:57.147395,1783941777.1473947,17294087637304346184,72322662239569490,16,64.8746,197.5714,9.697376,9.76768,0.232544,0.273408,0.902272,208.747304,2026-07-13T19:22:57.344966,2026-07-13T19:22:57.356142
2026-07-13T19:22:57.248162,1783941777.2481623,17294087637304346185,72322662239569491,17,64.9633,187.73002,10.168896,9.342016,0.22032,0.281664,2.30368,199.8777,2026-07-13T19:22:57.435892,2026-07-13T19:22:57.448040
2026-07-13T19:22:57.347254,1783941777.3472538,17294087637304346186,72322662239569492,16,65.3775,201.08278,9.046688,8.99504,0.301472,0.360576,8.12064,218.860508,2026-07-13T19:22:57.548337,2026-07-13T19:22:57.566114
2026-07-13T19:22:57.448448,1783941777.4484484,17294087637304346187,72322662239569493,18,66.1855,196.998172,9.62304,9.214976,0.351328,0.358944,0.799648,207.723068,2026-07-13T19:22:57.645447,2026-07-13T19:22:57.656172
2026-07-13T19:22:57.547195,1783941777.5471954,17294087637304346188,72322662239569494,19,66.4992,194.702496,9.8,8.926336,0.274656,0.379104,4.995808,209.2784,2026-07-13T19:22:57.741898,2026-07-13T19:22:57.756474
2026-07-13T19:22:57.647975,1783941777.6479754,17294087637304346189,72322662239569495,19,66.2739,198.024684,9.43632,9.478656,0.548672,0.295488,1.744352,210.091852,2026-07-13T19:22:57.846000,2026-07-13T19:22:57.858067
2026-07-13T19:22:57.747337,1783941777.747337,17294087637304346190,72322662239569496,17,67.7927,189.810588,6.008352,5.999872,0.25152,0.250144,4.379456,200.69158,2026-07-13T19:22:57.937148,2026-07-13T19:22:57.948029
2026-07-13T19:22:57.848600,1783941777.8486001,17294087637304346191,72322662239569497,20,65.8519,177.033084,6.49088,6.316192,0.296704,0.254432,3.481536,187.381948,2026-07-13T19:22:58.025633,2026-07-13T19:22:58.035982
2026-07-13T19:22:57.947240,1783941777.9472404,17294087637304346192,72322662239569498,13,64.4183,193.320412,9.039776,8.804,0.248864,0.280672,8.521952,211.1759,2026-07-13T19:22:58.140561,2026-07-13T19:22:58.158416
2026-07-13T19:22:58.047767,1783941778.0477667,17294087637304346193,72322662239569499,12,78.3589,202.643732,12.54064,12.60128,0.370976,0.266176,2.52416,218.406324,2026-07-13T19:22:58.250410,2026-07-13T19:22:58.266173
2026-07-13T19:22:58.148301,1783941778.148301,17294087637304346194,72322662239569500,20,66.6969,201.065668,6.873472,6.516672,0.401184,0.372672,9.727232,218.083428,2026-07-13T19:22:58.349367,2026-07-13T19:22:58.366384
2026-07-13T19:22:58.247679,1783941778.2476788,17294087637304346195,72322662239569501,23,68.7306,193.732136,11.58768,11.16256,0.302592,0.355488,3.0512,208.603976,2026-07-13T19:22:58.441411,2026-07-13T19:22:58.456283
2026-07-13T19:22:58.347861,1783941778.347861,17294087637304346196,72322662239569502,17,66.5579,202.082796,5.842336,5.532032,0.332032,0.363392,10.065216,218.375468,2026-07-13T19:22:58.549944,2026-07-13T19:22:58.566236
2026-07-13T19:22:58.448377,1783941778.4483771,17294087637304346197,72322662239569503,21,70.1487,208.605276,10.678592,10.171584,0.306496,0.307392,8.52128,227.912028,2026-07-13T19:22:58.656982,2026-07-13T19:22:58.676289
2026-07-13T19:22:58.548046,1783941778.5480456,17294087637304346198,72322662239569504,21,69.9635,209.32686,10.225984,10.287488,0.494336,0.275072,7.688512,228.072268,2026-07-13T19:22:58.757372,2026-07-13T19:22:58.776118
2026-07-13T19:22:58.647467,1783941778.6474674,17294087637304346199,72322662239569505,15,67.039,200.008216,8.982176,9.073856,0.363488,0.40944,8.881472,218.736472,2026-07-13T19:22:58.847476,2026-07-13T19:22:58.866204
2026-07-13T19:22:58.747268,1783941778.7472684,17294087637304346200,72322662239569506,22,64.6009,196.87482,6.530432,6.534944,0.24464,0.252032,4.845216,208.751652,2026-07-13T19:22:58.944143,2026-07-13T19:22:58.956020
2026-07-13T19:22:58.847767,1783941778.8477666,17294087637304346201,72322662239569507,21,76.3311,192.775964,5.699936,5.24448,0.387616,0.376448,1.446464,200.230972,2026-07-13T19:22:59.040543,2026-07-13T19:22:59.047998
2026-07-13T19:22:58.947045,1783941778.9470453,17294087637304346202,72322662239569508,21,64.7693,189.743476,6.616192,5.879776,0.309792,0.37904,4.807456,201.11954,2026-07-13T19:22:59.136789,2026-07-13T19:22:59.148165
2026-07-13T19:22:59.047224,1783941779.0472243,17294087637304346203,72322662239569509,19,65.5859,194.90718,9.628992,8.773856,0.263552,0.45248,4.435232,208.8323,2026-07-13T19:22:59.242131,2026-07-13T19:22:59.256057
2026-07-13T19:22:59.147714,1783941779.1477141,17294087637304346204,72322662239569510,22,68.1477,201.85186,7.937472,7.877664,0.330976,0.280672,9.201984,219.543156,2026-07-13T19:22:59.349566,2026-07-13T19:22:59.367257
2026-07-13T19:22:59.247329,1783941779.2473292,17294087637304346205,72322662239569511,18,65.3753,189.461796,10.5128,10.469216,0.360832,0.3024,9.392576,209.98682,2026-07-13T19:22:59.436791,2026-07-13T19:22:59.457316
2026-07-13T19:22:59.347765,1783941779.347765,17294087637304346206,72322662239569512,21,65.0699,191.159532,7.72128,7.058752,0.395904,0.405632,15.001952,214.021772,2026-07-13T19:22:59.538924,2026-07-13T19:22:59.561787
2026-07-13T19:22:59.447406,1783941779.4474056,17294087637304346207,72322662239569513,19,69.4792,213.336768,13.273056,12.6848,0.418368,0.414816,3.694624,230.549376,2026-07-13T19:22:59.660742,2026-07-13T19:22:59.677955
2026-07-13T19:22:59.547789,1783941779.547789,17294087637304346208,72322662239569514,18,67.3704,202.940032,7.824704,7.729536,0.3456,0.270976,8.627072,219.913216,2026-07-13T19:22:59.750729,2026-07-13T19:22:59.767702
2026-07-13T19:22:59.647280,1783941779.6472802,17294087637304346209,72322662239569515,15,68.8627,208.485964,8.029696,8.005632,0.355936,0.366944,3.430176,220.644652,2026-07-13T19:22:59.855766,2026-07-13T19:22:59.867925
2026-07-13T19:22:59.747109,1783941779.7471087,17294087637304346210,72322662239569516,16,65.8913,193.858628,9.06896,9.126688,0.195008,0.236192,7.134496,210.551012,2026-07-13T19:22:59.940967,2026-07-13T19:22:59.957660
2026-07-13T19:22:59.847029,1783941779.8470294,17294087637304346211,72322662239569517,18,66.6878,180.454392,5.64688,5.671936,0.347904,0.457952,3.6968,190.628984,2026-07-13T19:23:00.027484,2026-07-13T19:23:00.037658
2026-07-13T19:22:59.946990,1783941779.9469905,17294087637304346212,72322662239569518,18,65.3505,208.165444,7.363904,6.733216,0.345472,0.39456,5.439552,221.078244,2026-07-13T19:23:00.155156,2026-07-13T19:23:00.168069
2026-07-13T19:23:00.047485,1783941780.0474849,17294087637304346213,72322662239569519,19,65.9363,194.897772,9.95616,9.029248,0.411392,0.358176,5.600992,210.29758,2026-07-13T19:23:00.242383,2026-07-13T19:23:00.257782
2026-07-13T19:23:00.147449,1783941780.1474488,17294087637304346214,72322662239569520,13,64.9459,202.125516,5.146272,5.253984,0.277792,0.257184,2.293984,210.20846,2026-07-13T19:23:00.349574,2026-07-13T19:23:00.357657
2026-07-13T19:23:00.247880,1783941780.24788,17294087637304346215,72322662239569521,21,67.4744,191.638976,11.809984,11.21136,0.415456,0.35024,6.13344,209.749472,2026-07-13T19:23:00.439519,2026-07-13T19:23:00.457629
2026-07-13T19:23:00.348009,1783941780.3480089,17294087637304346216,72322662239569522,18,67.6904,207.30176,7.94016,7.40112,0.346016,0.388288,4.257536,219.69472,2026-07-13T19:23:00.555311,2026-07-13T19:23:00.567703
2026-07-13T19:23:00.448394,1783941780.4483943,17294087637304346217,72322662239569523,20,67.2071,191.888732,6.638144,6.186688,0.346496,0.337152,10.572096,209.331164,2026-07-13T19:23:00.640283,2026-07-13T19:23:00.657726
2026-07-13T19:23:00.547428,1783941780.547428,17294087637304346218,72322662239569524,15,68.2766,195.801976,14.98864,14.541664,0.360288,0.404224,9.1184,220.226552,2026-07-13T19:23:00.743230,2026-07-13T19:23:00.767654
2026-07-13T19:23:00.647706,1783941780.6477056,17294087637304346219,72322662239569525,17,65.8493,207.97826,12.39584,12.279776,0.282592,0.374336,7.773312,228.688276,2026-07-13T19:23:00.855684,2026-07-13T19:23:00.876394
2026-07-13T19:23:00.747017,1783941780.7470174,17294087637304346220,72322662239569526,22,76.4344,205.105472,9.80672,9.678496,0.278464,0.407648,3.848032,219.318112,2026-07-13T19:23:00.952123,2026-07-13T19:23:00.966336
2026-07-13T19:23:00.847112,1783941780.847112,17294087637304346221,72322662239569527,19,69.7258,195.565256,7.119392,7.07744,1.24272,0.284256,5.138112,209.307784,2026-07-13T19:23:01.042677,2026-07-13T19:23:01.056420
2026-07-13T19:23:00.947138,1783941780.947138,17294087637304346222,72322662239569528,16,68.0504,192.594848,8.215648,7.903552,0.241216,0.373408,10.170784,211.283808,2026-07-13T19:23:01.139733,2026-07-13T19:23:01.158422
2026-07-13T19:23:01.047409,1783941781.047409,17294087637304346223,72322662239569529,18,66.2045,204.157076,8.573792,8.431712,0.352896,0.320704,6.024736,219.287124,2026-07-13T19:23:01.251566,2026-07-13T19:23:01.266696
2026-07-13T19:23:01.146948,1783941781.146948,17294087637304346224,72322662239569530,20,66.2355,193.78126,11.336864,11.297344,0.420032,0.292256,3.667712,209.458604,2026-07-13T19:23:01.340729,2026-07-13T19:23:01.356407
2026-07-13T19:23:01.247089,1783941781.247089,17294087637304346225,72322662239569531,21,65.9218,188.21492,10.366976,9.7304,0.318144,0.357024,2.382496,201.002984,2026-07-13T19:23:01.435304,2026-07-13T19:23:01.448092
2026-07-13T19:23:01.348008,1783941781.348008,17294087637304346226,72322662239569532,16,63.8509,206.126356,12.675488,12.317312,0.477216,0.923648,10.018592,229.863124,2026-07-13T19:23:01.554134,2026-07-13T19:23:01.577871
2026-07-13T19:23:01.447673,1783941781.4476728,17294087637304346227,72322662239569533,21,72.0143,219.04486,11.035968,10.503936,0.322592,0.409792,4.024,234.30518,2026-07-13T19:23:01.666718,2026-07-13T19:23:01.681978
2026-07-13T19:23:01.547448,1783941781.5474482,17294087637304346228,72322662239569534,16,70.9047,209.081916,8.868896,8.487264,0.366912,0.264224,4.443296,222.643612,2026-07-13T19:23:01.756530,2026-07-13T19:23:01.770092
2026-07-13T19:23:01.647631,1783941781.6476314,17294087637304346229,72322662239569535,24,65.5856,190.93488,14.134944,14.084032,0.320352,322.182624,1.301184,528.823072,2026-07-13T19:23:01.838566,2026-07-13T19:23:02.176455
2026-07-13T19:23:01.948164,1783941781.9481637,17294087637304346232,72322662239569538,20,67.2145,194.974852,7.068192,6.880128,25.21536,27.5312,7.311872,261.913412,2026-07-13T19:23:02.143139,2026-07-13T19:23:02.210077
2026-07-13T19:23:02.047480,1783941782.0474799,17294087637304346233,72322662239569539,17,67.205,187.08468,7.730592,7.580448,0.346528,34.89776,11.344352,241.253768,2026-07-13T19:23:02.234565,2026-07-13T19:23:02.288734
2026-07-13T19:23:02.147846,1783941782.147846,17294087637304346234,72322662239569540,18,67.317,184.787816,8.521152,8.5584,0.208096,30.125312,6.9976,230.677224,2026-07-13T19:23:02.332634,2026-07-13T19:23:02.378523
2026-07-13T19:23:02.247534,1783941782.247534,17294087637304346235,72322662239569541,17,75.9432,194.434528,7.7704,7.588192,0.27056,35.549952,3.056928,240.90016,2026-07-13T19:23:02.441969,2026-07-13T19:23:02.488434
2026-07-13T19:23:02.347871,1783941782.3478713,17294087637304346236,72322662239569542,19,65.5816,295.500128,10.678048,9.916288,0.373376,45.656192,7.971808,359.417792,2026-07-13T19:23:02.643371,2026-07-13T19:23:02.707289
