case,interpretation,sensor_time,ego_y_m,obstacle_y_m,d1_distance_m,speed_mps,speed_kmh,assumed_decel_mps2,safety_margin_m,braking_distance_m,d2_m,deadline_s,deadline_bridge_steps,sensor_to_fusion_ms,sensor_to_control_ms,observed_latency_steps,slack_s,slack_steps,fusion_publish_time,control_publish_time,published_before_collision
E2_成功_首个规划可用目标帧,id=2698首帧，融合延迟约1.33s,2026-07-13T19:23:30.047683,98.40374755859375,51.74313,46.66061755859375,9.356566165923963,33.68363819732627,4.0,6.0,10.943166302164132,16.94316630216413,3.176106568311219,31.761065683112186,1329.802648,1391.921272,13.919212719999999,1.7841852963112188,17.84185296311219,2026-07-13T19:23:31.377486,2026-07-13T19:23:31.439604,True
E3_成功_首个停车目标帧,id=3869首帧，随后输出4m/s²硬停轨迹,2026-07-13T19:24:38.547463,-2.67866325378418,-47.66152,44.98285674621582,14.589618529659134,52.52262670677288,4.0,6.0,26.607121105121646,32.60712110512165,0.8482562868889016,8.482562868889016,611.51936,659.14512,6.5914512,0.18911116688890162,1.8911116688890162,2026-07-13T19:24:39.158983,2026-07-13T19:24:39.206609,True
E4_碰撞_名义50m入区帧,名义雷达入区；规划在碰撞前没有目标停车决策,2026-07-13T19:28:59.647504,210.1338043212891,160.0,50.13380432128909,14.976067448460707,53.91384281445855,4.0,6.0,28.03532452760555,34.03532452760555,1.0749470679860083,10.749470679860082,4623.152228,4662.459268,46.62459267999999,-3.587512200013991,-35.87512200013991,2026-07-13T19:29:04.270657,2026-07-13T19:29:04.309964,False
E4_碰撞_首个较大目标关联帧,融合日志随后出现出生点附近车辆尺寸目标，但发布已在碰撞后,2026-07-13T19:28:59.947392,205.5789642333984,160.0,45.57896423339841,15.377783623392665,55.360021044213596,4.0,6.0,29.559528645985452,35.55952864598545,0.6515526445678039,6.515526445678039,4683.569012,4723.600468,47.23600467999999,-4.072047823432196,-40.72047823432195,2026-07-13T19:29:04.630961,2026-07-13T19:29:04.670993,False
