time,epoch_s,x_m,y_m,heading_rad,vx_mps,vy_mps,vz_mps,speed_mps,speed_kmh,longitudinal_speed_delta_mps,sample_accel_mps2
2026-07-13T19:22:51.347542,1783941771.347542,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.448203,1783941771.448203,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.547233,1783941771.547233,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.647796,1783941771.647796,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.747191,1783941771.747191,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.847582,1783941771.847582,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:51.947496,1783941771.947496,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.047408,1783941772.047408,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.147172,1783941772.147172,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.247733,1783941772.247733,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.347664,1783941772.347664,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.447065,1783941772.447065,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.547405,1783941772.547405,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.646975,1783941772.646975,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.747898,1783941772.747898,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.847735,1783941772.847735,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:52.947257,1783941772.947257,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.047485,1783941773.047485,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.147255,1783941773.147255,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.247664,1783941773.247664,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.347201,1783941773.347201,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.447084,1783941773.447084,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.546978,1783941773.546978,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.647051,1783941773.647051,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.747175,1783941773.747175,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.847964,1783941773.847964,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:53.947505,1783941773.947505,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.052299,1783941774.052299,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.147060,1783941774.14706,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.247967,1783941774.247967,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.347407,1783941774.347407,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.448263,1783941774.448263,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.547474,1783941774.547474,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.647666,1783941774.647666,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.747303,1783941774.747303,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.847680,1783941774.84768,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:54.947661,1783941774.947661,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.047518,1783941775.047518,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.147611,1783941775.147611,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.247081,1783941775.247081,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.347350,1783941775.34735,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.447585,1783941775.447585,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.547040,1783941775.54704,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.647413,1783941775.647413,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.747631,1783941775.747631,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.847790,1783941775.84779,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:55.947169,1783941775.947169,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.047635,1783941776.047635,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.148652,1783941776.148652,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.248364,1783941776.248364,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.346886,1783941776.346886,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.447398,1783941776.447398,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.547224,1783941776.547224,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.647472,1783941776.647472,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.747335,1783941776.747335,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.847349,1783941776.847349,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:56.947233,1783941776.947233,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.047838,1783941777.047838,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.147395,1783941777.147395,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.248162,1783941777.248162,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.347254,1783941777.347254,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.448448,1783941777.448448,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.547195,1783941777.547195,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.647975,1783941777.647975,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.747337,1783941777.747337,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.848600,1783941777.8486,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:57.947240,1783941777.94724,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.047767,1783941778.047767,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.148301,1783941778.148301,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.247679,1783941778.247679,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.347861,1783941778.347861,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.448377,1783941778.448377,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.548046,1783941778.548046,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.647467,1783941778.647467,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.747268,1783941778.747268,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.847767,1783941778.847767,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:58.947045,1783941778.947045,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.047224,1783941779.047224,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.147714,1783941779.147714,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.247329,1783941779.247329,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.347765,1783941779.347765,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.447406,1783941779.447406,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.547789,1783941779.547789,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.647280,1783941779.64728,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.747109,1783941779.747109,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.847029,1783941779.847029,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:22:59.946990,1783941779.94699,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.047485,1783941780.047485,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.147449,1783941780.147449,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.247880,1783941780.24788,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.348009,1783941780.348009,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.448394,1783941780.448394,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.547428,1783941780.547428,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.647706,1783941780.647706,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.747017,1783941780.747017,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.847112,1783941780.847112,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:00.947138,1783941780.947138,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.047409,1783941781.047409,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.146948,1783941781.146948,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.247089,1783941781.247089,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.348008,1783941781.348008,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.447673,1783941781.447673,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.547448,1783941781.547448,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.647631,1783941781.647631,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.747710,1783941781.74771,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.848073,1783941781.848073,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:01.948164,1783941781.948164,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:02.047480,1783941782.04748,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:02.147846,1783941782.147846,-6.399999618530273,160.0,-1.570796060478788,0.0,-0.0,0.0,0.0,0.0,0.0,0.0
2026-07-13T19:23:02.247534,1783941782.247534,-6.399999618530273,160.0,-1.570796060478788,2.02139304406046e-07,-4.814673992825647e-09,0.0007305335602723062,2.0219663565800822e-07,7.279078883688296e-07,2.0219663565800822e-07,2.028293554816361e-06
2026-07-13T19:23:02.347871,1783941782.347871,-6.399999618530273,160.0,-1.570796060478788,-9.920948684793984e-08,1.17163647672669e-08,0.001710872631520033,9.989892634053282e-08,3.596361348259182e-07,-1.022977093174754e-07,-1.0195409495706825e-06
2026-07-13T19:23:02.447833,1783941782.447833,-6.399999618530273,160.0,-1.570796060478788,8.746681601223827e-08,8.66338467631067e-09,0.001234340597875416,8.7894812915032e-08,3.164213264941152e-07,-1.2004113425500826e-08,-1.2008677193755784e-07
2026-07-13T19:23:02.547593,1783941782.547593,-6.399999618530273,160.0,-1.570796060478788,2.491234596391223e-08,-1.843873675966279e-08,0.0007070731953717768,3.099374121847496e-08,1.1157746838650987e-07,-5.6901071696557035e-08,-5.703793105107641e-07
2026-07-13T19:23:02.647151,1783941782.647151,-6.399999618530273,160.0,-1.570796060478788,-1.017069006792326e-08,-6.322626311394686e-10,0.0003121185291092843,1.0190323473398098e-08,3.6685164504233155e-08,-2.0803417745076864e-08,-2.0895802982414427e-07
2026-07-13T19:23:02.747163,1783941782.747163,-6.399999618530273,160.0,-1.570796060478788,-2.384980213321342e-08,1.394339754767771e-09,0.0002553176891524345,2.3890526263461783e-08,8.600589454846242e-08,1.3700202790063685e-08,1.3698550199693258e-07
2026-07-13T19:23:02.847880,1783941782.84788,-6.399999618530273,160.0,-1.570796060478788,-2.561861656147357e-08,1.385881298610059e-09,0.0001527214044472203,2.565607494332765e-08,9.236186979597955e-08,1.7655486798658688e-09,1.7529827856357595e-08
2026-07-13T19:23:02.947848,1783941782.947848,-6.399999618530273,160.0,-1.570796060478788,-8.376922266961628e-08,4.001803610709231e-10,7.947921403683722e-05,8.3770178530269e-08,3.015726427089684e-07,5.8114103586941346e-08,5.813259268039657e-07
2026-07-13T19:23:03.047144,1783941783.047144,-6.399999618530273,160.0,-1.570796060478788,-9.022257607682604e-09,1.316833753151059e-09,2.826690615620464e-05,9.117849717604724e-09,3.282425898337701e-08,-7.465232881266428e-08,-7.518171744136484e-07
2026-07-13T19:23:03.147580,1783941783.14758,-6.399999618530273,160.0,-1.570796060478788,1.183771232149411e-07,2.109697305741065e-09,2.562522786320187e-05,1.1839592105882363e-07,4.262253158117651e-07,1.0927807134121891e-07,1.0880371736598146e-06
2026-07-13T19:23:03.247327,1783941783.247327,-6.400001525878906,159.9960021972656,-1.570792198882827,2.072620372928213e-05,-0.2329212129116058,1.684188828221522e-05,0.2329212138337535,0.8385163698015126,0.23292109543783243,2.3351145691117488
2026-07-13T19:23:03.347659,1783941783.347659,-6.399983882904053,159.9353179931641,-1.570775152148773,0.0003904072800651193,-0.8582503795623779,5.702972430299269e-06,0.8582504683580487,3.0897016860889757,0.6253292545242952,6.232598963384296
2026-07-13T19:23:03.448224,1783941783.448224,-6.399929523468018,159.8373718261719,-1.570740927321844,0.0003145136579405516,-1.067570567131042,1.287460349885805e-06,1.0675706134599883,3.8432542084559578,0.20932014510193953,2.081442204555821
2026-07-13T19:23:03.547898,1783941783.547898,-6.399866104125977,159.7225799560547,-1.570770360974339,0.0004394946154206991,-1.219334602355957,3.681182761283708e-06,1.2193346815612507,4.389604853620503,0.15176406810126242,1.522604578480749
2026-07-13T19:23:03.647231,1783941783.647231,-6.399821758270264,159.5972595214844,-1.57074466104669,0.0006179646006785333,-1.284022688865662,1.287460349885805e-06,1.2840228375702873,4.622482215253035,0.06468815600903666,0.6512249185766046
2026-07-13T19:23:03.748379,1783941783.748379,-6.399761199951172,159.4675598144531,-1.570704313568477,0.0008946378366090357,-1.306385159492493,7.343292054429185e-07,1.3063854658251082,4.702987676970389,0.022362628254820827,0.22108843036384168
2026-07-13T19:23:03.847638,1783941783.847638,-6.399680137634277,159.3371276855469,-1.570661037419399,0.001127328141592443,-1.328417062759399,8.964538551481382e-07,1.3284175410988248,4.782303147955769,0.022032075273716645,0.22196574153864274
2026-07-13T19:23:03.947359,1783941783.947359,-6.399584770202637,159.2022705078125,-1.570602980623588,0.001325766090303659,-1.387016892433167,1.983642505365424e-06,1.387017526043087,4.993263093755114,0.05859998494426222,0.5876382241032724
2026-07-13T19:23:04.047766,1783941784.047766,-6.399468421936035,159.0601501464844,-1.570540662451013,0.001613317639566958,-1.468348145484924,2.145767211914062e-06,1.4683490317846168,5.2860565144246205,0.08133150574152981,0.8100192095629722
2026-07-13T19:23:04.147294,1783941784.147294,-6.399234294891357,158.9090728759766,-1.570450245482452,0.003234355477616191,-1.567615628242493,1.478195144954952e-06,1.5676189648525758,5.643428273469273,0.09926993306795895,0.9974063479226843
2026-07-13T19:23:04.247519,1783941784.247519,-6.398940086364746,158.7477416992188,-1.570287258927693,0.004146730061620474,-1.670960307121277,-8.48770127959142e-07,1.6709654524690318,6.015475628888515,0.10334648761645604,1.031145090789754
2026-07-13T19:23:04.347598,1783941784.347598,-6.39862060546875,158.5757446289062,-1.570155833611072,0.004012102261185646,-1.774820923805237,-3.52859501617786e-07,1.7748254586131644,6.389371651007392,0.1038600061441326,1.0377795970344146
2026-07-13T19:23:04.447930,1783941784.44793,-6.398263454437256,158.3936614990234,-1.56999630992511,0.00470659788697958,-1.874862670898438,-1.907348519125662e-07,1.8748685785387984,6.749526882739675,0.10004311992563397,0.9971205425477369
2026-07-13T19:23:04.547286,1783941784.547286,-6.397858619689941,158.2012329101562,-1.569821073898137,0.005245841108262539,-1.981097340583801,-2.01225270757277e-06,1.9811042859267005,7.131975429336122,0.10623570738790211,1.0692436870002024
2026-07-13T19:23:04.647238,1783941784.647238,-6.397422313690186,157.9977416992188,-1.569655026637653,0.005441321525722742,-2.093535661697388,-1.630783003747638e-06,2.0935427329717125,7.536753838698165,0.11243844704501194,1.1249246311554824
2026-07-13T19:23:04.747563,1783941784.747563,-6.396986961364746,157.78271484375,-1.569523068919085,0.00515581713989377,-2.211116313934326,7.629394360719743e-08,2.2111223250188807,7.960040370067971,0.11757959204716828,1.1719884913527698
2026-07-13T19:23:04.847251,1783941784.847251,-6.396519660949707,157.5554809570312,-1.569398965241817,0.005547964014112949,-2.335567474365234,-8.201598689083767e-07,2.3355740637405398,8.408066629465944,0.12445173872165904,1.2484117686397975
2026-07-13T19:23:04.947174,1783941784.947174,-6.396008014678955,157.3155517578125,-1.569276059765786,0.006002041045576334,-2.462943077087402,-2.574920472397935e-07,2.462950390379285,8.866621405365427,0.12737632663874532,1.2747431123390536
2026-07-13T19:23:05.048325,1783941785.048325,-6.395445823669434,157.0629577636719,-1.569153154380348,0.00650930916890502,-2.587655067443848,-3.623962356869015e-07,2.58766325459355,9.315587716536779,0.12471286421426475,1.2329376587485623
2026-07-13T19:23:05.148597,1783941785.148597,-6.394833087921143,156.7974853515625,-1.569031447623518,0.007025046274065971,-2.723832368850708,-6.294250169958104e-07,2.7238414279972343,9.805829140790044,0.13617817340368443,1.3580885449062519
2026-07-13T19:23:05.247927,1783941785.247927,-6.394086360931396,156.5178833007812,-1.568854875329502,0.009004909545183182,-2.862042665481567,-4.673003957123001e-07,2.862056831621753,10.303404593838312,0.1382154036245189,1.39147765417871
2026-07-13T19:23:05.347291,1783941785.347291,-6.393266677856445,156.2251892089844,-1.568680173542592,0.009417557157576084,-2.987975597381592,-3.623962356869015e-07,2.987990438560789,10.75676557881884,0.12593360693903577,1.2673961731699444
2026-07-13T19:23:05.447842,1783941785.447842,-6.392387390136719,155.920166015625,-1.568520385229543,0.009924809448421001,-3.108755111694336,-4.95910626341356e-07,3.108770954304651,11.191575435496745,0.12078051574386217,1.2011879336050895
2026-07-13T19:23:05.547183,1783941785.547183,-6.391418933868408,155.6034851074219,-1.568348876863572,0.01100825238972902,-3.21930718421936,9.53674295089968e-09,3.2193260052357324,11.589573618848638,0.11055505093108131,1.1128826913108982
2026-07-13T19:23:05.647266,1783941785.647266,-6.390333652496338,155.2765655517578,-1.568152201216479,0.01238754112273455,-3.315635681152344,-6.866454782539222e-07,3.315658821607802,11.936371757788086,0.09633281637206936,0.9625304733469501
2026-07-13T19:23:05.747731,1783941785.747731,-6.389163494110107,154.9404754638672,-1.567958324310877,0.01307806186378002,-3.40376615524292,-5.81741346650233e-07,3.4037912796291256,12.253648606664852,0.08813245802132386,0.8772448715264113
2026-07-13T19:23:05.847064,1783941785.847064,-6.387933254241943,154.5957336425781,-1.567785753033902,0.01350218243896961,-3.489150047302246,1.068115238922474e-06,3.489176172324906,12.561034220369661,0.08538489269578031,0.8595819269560552
2026-07-13T19:23:05.947068,1783941785.947068,-6.386595726013184,154.24267578125,-1.56759786605613,0.01484325714409351,-3.56860613822937,1.621246354943651e-07,3.5686370076110268,12.847093227399697,0.0794608352861208,0.7945769055063396
2026-07-13T19:23:06.047207,1783941786.047207,-6.385104179382324,153.8820648193359,-1.567365370329818,0.0167874563485384,-3.641455411911011,5.626678216685832e-07,3.641494107591916,13.109378787330899,0.0728570999808893,0.7275586668021635
