scenario,time,kind,object_id,tag_or_source,stop_x,stop_y,distance_s,reason_code,main_stop_reason,source_log
E2,2026-07-13T19:23:40.391736,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.514099,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.524430,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.619345,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.625131,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.743500,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.754874,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.842726,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.850255,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.974882,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:40.981719,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.076292,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.082144,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.180627,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.185163,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.297544,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.307420,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.412781,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.431036,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.534255,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.553346,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.636024,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.657666,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.762867,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.769968,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.853183,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.858587,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.983899,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:41.993541,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.088097,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.108476,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.191572,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.221318,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.301915,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.312619,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.417718,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.456077,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.525409,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.533766,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.644311,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.651916,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.756175,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.762612,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.875134,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.879387,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.978888,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:42.993744,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.100634,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.115855,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.181368,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.220031,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.314953,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.330173,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.410178,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.415562,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.535480,stop_st_boundary,2823,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.574083,stop_trajectory_output,,,,,,,stop by 2823,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.762305,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.800459,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.879066,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.917292,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:43.994964,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.072389,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.118462,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.127784,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.206139,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.212893,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.320071,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.327806,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.438503,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.444025,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.531163,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.537436,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.632090,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.637276,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.756682,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.763214,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.871366,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.950083,stop_trajectory_output,,,,,,,stop by 2884,planning.log.INFO.20260713-192000.389383
E2,2026-07-13T19:23:44.994628,stop_st_boundary,2884,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.278594,stop_decision,3869,PathDecider/blocking_obstacle,-5.37508,-41.585,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.278672,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.282419,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.392460,stop_decision,3869,PathDecider/blocking_obstacle,-5.37354,-41.8903,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.392535,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.395401,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.497745,stop_decision,3869,PathDecider/blocking_obstacle,-5.3751,-41.5805,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.497815,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.500584,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.716861,stop_decision,3869,PathDecider/blocking_obstacle,-5.37508,-41.5838,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.716975,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.719760,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.828526,stop_decision,3869,PathDecider/blocking_obstacle,-5.37509,-41.583,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.828657,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.833715,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.931483,stop_decision,3869,PathDecider/blocking_obstacle,-5.3751,-41.5812,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.931562,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:39.934525,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.044786,stop_decision,3869,PathDecider/blocking_obstacle,-5.3749,-41.6203,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.044857,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.047672,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.157414,stop_decision,3869,PathDecider/blocking_obstacle,-5.37511,-41.5782,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.157509,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.160718,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.268606,stop_decision,3869,PathDecider/blocking_obstacle,-5.37502,-41.596,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.268735,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.274616,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.384902,stop_decision,3869,PathDecider/blocking_obstacle,-5.37505,-41.5908,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.384999,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.388038,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.487367,stop_decision,3869,PathDecider/blocking_obstacle,-5.37502,-41.5972,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.487438,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.490111,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.601436,stop_decision,3869,PathDecider/blocking_obstacle,-5.37513,-41.5753,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.601538,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.605198,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.704298,stop_decision,3869,PathDecider/blocking_obstacle,-5.37512,-41.5757,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.704376,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.706926,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.814719,stop_decision,3869,PathDecider/blocking_obstacle,-5.37511,-41.5794,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.814924,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.818756,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.924799,stop_decision,3869,PathDecider/blocking_obstacle,-5.37513,-41.5748,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.924906,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:40.929073,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.035190,stop_decision,3869,PathDecider/blocking_obstacle,-5.37485,-41.6294,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.035291,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.039541,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.152231,stop_decision,3869,PathDecider/blocking_obstacle,-5.37482,-41.6355,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.152560,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.158679,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.259320,stop_decision,3869,PathDecider/blocking_obstacle,-5.37344,-41.9093,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.259580,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.265991,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.371935,stop_decision,3869,PathDecider/blocking_obstacle,-5.37513,-41.5744,-6,4,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.372203,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.378139,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.512359,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.533259,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.606518,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.614797,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.706332,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.712706,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.815133,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.821026,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.925136,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:41.931980,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.034076,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.040591,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.144606,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.149837,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.250594,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.255085,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.348512,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.353542,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.463733,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.468429,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.571794,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.576828,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.688993,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.694386,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.769299,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.774240,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.870445,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.875181,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.957010,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:42.961722,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.047694,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.052520,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.138898,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.143110,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.247407,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.252024,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.327540,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.332055,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.428766,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.433460,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.518994,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.523870,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.614101,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.618839,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.696168,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.700745,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.791292,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.795655,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.879470,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.883867,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.966497,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:43.971215,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.072490,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.076143,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.171975,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.177186,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.258966,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.263706,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.358747,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.363075,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.445870,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.450529,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.544549,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.548858,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.637897,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.642357,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.728498,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.734429,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.830395,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.835366,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.899994,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.904573,stop_trajectory_output,,,,,,,stop by 3869,planning.log.INFO.20260713-192000.389383
E3,2026-07-13T19:24:44.996407,stop_st_boundary,3869,MapStopDecision,,,,,,planning.log.INFO.20260713-192000.389383
