event_type,collision_seq,wall_time_unix_ns,wall_time_iso,carla_frame,carla_timestamp_sec,map_name,ego_actor_id,ego_type_id,ego_role_name,other_actor_id,other_type_id,other_role_name,other_semantic_tags,normal_impulse_x,normal_impulse_y,normal_impulse_z,normal_impulse_norm,ego_location_x,ego_location_y,ego_location_z,ego_rotation_roll,ego_rotation_pitch,ego_rotation_yaw,ego_velocity_x,ego_velocity_y,ego_velocity_z,ego_speed_mps,other_location_x,other_location_y,other_location_z,other_rotation_roll,other_rotation_pitch,other_rotation_yaw,other_velocity_x,other_velocity_y,other_velocity_z,other_speed_mps,collision_history_status,collision_history_path,collision_history_row_count,collision_history_buffer_bytes
CARLA_COLLISION,1,1785141851347756618,2026-07-27T16:44:11.347757+08:00,1878,188.22093395725824,Carla/Maps/Town04,147,vehicle.lincoln.mkz_2017,hero,155,vehicle.lincoln.mkz_2020,autopilot,[14],23766.83203125,-1826.5123291015625,3344.460205078125,24070.39397586509,-324.9971923828125,26.55367660522461,0.28880730271339417,-0.003631591796875,0.6283705234527588,-0.2664794623851776,11.726210594177246,-0.05367837846279144,0.16663041710853577,11.727517297502267,-319.6858825683594,26.518373489379883,0.3268815577030182,9.324615348305088e-06,0.8839903473854065,0.07703171670436859,0.0,0.0,0.0,0.0,WRITTEN,/apollo/data/log/carla_collision_actor_history_20260727164411.csv,179,43400
