role,actor_id,actor_type,role_name,carla_frame,carla_timestamp_sec,wall_time_unix_ns,wall_time_iso,location_x,location_y,location_z,rotation_yaw,velocity_x,velocity_y,velocity_z
ego,147,vehicle.lincoln.mkz_2017,hero,1723,172.72093372629024,1785141835847854714,2026-07-27T16:43:55.847854714+08:00,-478.9881896972656,54.79566192626953,0.033896006643772125,-54.134552001953125,3.725598096847534,-4.9409308433532715,1.325607286162267e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1724,172.82093372778036,1785141835961766409,2026-07-27T16:43:55.961766409+08:00,-478.6160888671875,54.299808502197266,0.03388700261712074,-53.60676193237305,3.7838685512542725,-4.923629283905029,-1.5068053471622989e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1725,172.92093372927047,1785141836047670772,2026-07-27T16:43:56.047670772+08:00,-478.2381286621094,53.80553436279297,0.03387834504246712,-53.07734680175781,3.844341278076172,-4.9078826904296875,-2.3555755888082786e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1726,173.0209337307606,1785141836147635987,2026-07-27T16:43:56.147635987+08:00,-477.8539733886719,53.312767028808594,0.03387174382805824,-52.54563903808594,3.905890464782715,-4.89240026473999,-1.9168853668816155e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1727,173.1209337322507,1785141836247712134,2026-07-27T16:43:56.247712134+08:00,-477.46405029296875,52.82115173339844,0.03386659547686577,-52.0335578918457,3.9596967697143555,-4.883950233459473,9.72747784544481e-07
ego,147,vehicle.lincoln.mkz_2017,hero,1728,173.22093373374082,1785141836347708746,2026-07-27T16:43:56.347708746+08:00,-477.0682678222656,52.33078384399414,0.03386373445391655,-51.53194046020508,4.018799781799316,-4.869860649108887,3.5095213206659537e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1729,173.32093373523094,1785141836447657749,2026-07-27T16:43:56.447657749+08:00,-476.6665954589844,51.84193420410156,0.03386327624320984,-51.02830123901367,4.0781354904174805,-4.8535003662109375,1.09672544112982e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1730,173.42093373672105,1785141836547725953,2026-07-27T16:43:56.547725953+08:00,-476.2588806152344,51.35469436645508,0.03386339172720909,-50.52177429199219,4.137481689453125,-4.8367486000061035,5.149840944795869e-07
ego,147,vehicle.lincoln.mkz_2017,hero,1731,173.52093373821117,1785141836647649443,2026-07-27T16:43:56.647649443+08:00,-475.8451843261719,50.86921691894531,0.03386365994811058,-50.00891876220703,4.197932243347168,-4.8173322677612305,-2.6226043701171875e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1732,173.6209337397013,1785141836747527207,2026-07-27T16:43:56.747527207+08:00,-475.4255065917969,50.38580322265625,0.033865947276353836,-49.48569107055664,4.258142471313477,-4.794020175933838,2.193450825416221e-07
ego,147,vehicle.lincoln.mkz_2017,hero,1733,173.7209337411914,1785141836847599295,2026-07-27T16:43:56.847599295+08:00,-474.9999084472656,49.90486145019531,0.03387067839503288,-48.94960403442383,4.317302227020264,-4.766153812408447,2.193450825416221e-07
ego,147,vehicle.lincoln.mkz_2017,hero,1734,173.82093374268152,1785141836947712814,2026-07-27T16:43:56.947712814+08:00,-474.56854248046875,49.4268684387207,0.03387739136815071,-48.40000534057617,4.374640464782715,-4.733439922332764,-1.7738342421580455e-06
ego,147,vehicle.lincoln.mkz_2017,hero,1735,173.92093374417163,1785141837047561504,2026-07-27T16:43:57.047561504+08:00,-474.1316223144531,48.95226287841797,0.03388544172048569,-47.83829116821289,4.429745197296143,-4.696695327758789,-2.117157009706716e-06
