channel,message_count,duration_sec,rate_hz,period_mean_ms,period_median_ms,period_std_ms,period_min_ms,period_max_ms,gap_gt_1_5x_median_count
/apollo/canbus/chassis,321,31.999776601791382,10.000069812427567,99.99930188059807,100.00491142272949,0.6286873400455482,97.33414649963379,102.64468193054199,0
/apollo/common/latency_records,11,30.041703701019287,0.3328706021310206,3004.1703701019287,3001.797080039978,3.9571321360930956,3000.3018379211426,3009.4873905181885,0
/apollo/common/latency_reports,2,15.491371870040894,0.06455206216654848,15491.371870040894,15491.371870040894,0,15491.371870040894,15491.371870040894,0
/apollo/control,3192,31.911559581756592,99.99511279994763,10.000488743891129,10.014057159423828,1.377969145211832,0.042438507080078125,30.522823333740234,21
/apollo/control/interactive,3192,31.911476612091064,99.99537278669673,10.000462742742421,10.014772415161133,1.4096524122143606,0.0438690185546875,30.538082122802734,22
/apollo/guardian,3142,31.41002106666565,99.99993293011296,10.000006706993203,9.998559951782227,1.0558668201949442,0.015020370483398438,21.540403366088867,17
/apollo/hmi/status,30,30.05359411239624,0.9649428248596176,1036.3308314619394,1002.1259784698486,452.27603193489585,201.30157470703125,1602.6291847229004,5
/apollo/localization/msf_status,318,31.693477869033813,10.002057877962507,99.97942545436534,99.99418258666992,1.6163391942053227,85.80350875854492,114.90225791931152,0
/apollo/localization/pose,318,31.693973064422607,10.001901603047727,99.98098758492937,99.97701644897461,1.0140187511985488,92.76151657104492,107.67960548400879,0
/apollo/monitor,63,30.999512672424316,2.0000314409830136,499.99213987781155,500.1251697540283,8.628341314690214,481.2588691711426,517.8513526916504,0
/apollo/monitor/system_status,24,29.997414588928223,0.7667327439775125,1304.2354169099228,1494.6701526641846,242.20935615789602,988.332986831665,1503.5502910614014,0
/apollo/perception/obstacles,309,31.861698389053345,9.666779097558054,103.44707269173163,81.7556381225586,64.44257371781895,62.87693977355957,406.327486038208,28
/apollo/perception/traffic_light,321,31.999837636947632,10.000050738711305,99.99949261546135,100.00312328338623,0.6295196730279172,97.33438491821289,102.65636444091797,0
/apollo/planning,310,31.945414781570435,9.672749661033187,103.38321935783313,88.3793830871582,65.04262252788823,53.910255432128906,412.83464431762695,26
/apollo/planning/command_status,310,31.945172548294067,9.672823007384293,103.38243543137239,88.03582191467285,65.01668136158987,55.145263671875,412.69922256469727,26
/apollo/planning_command_history,32,30.995742559432983,1.0001373556564697,999.8626632075155,1000.0016689300537,4.978290182983901,985.4893684387207,1008.6543560028076,0
/apollo/prediction,309,31.8622145652771,9.66662249320401,103.44874858856201,83.0078125,64.49373373611635,62.772274017333984,406.80432319641113,27
/apollo/sensor/gnss/best_pose,321,32.00009298324585,9.999970942820104,100.00029057264328,99.95782375335693,0.9097462781513742,92.78416633605957,107.61308670043945,0
/apollo/sensor/gnss/corrected_imu,321,32.00010371208191,9.999967590079445,100.00032410025597,99.96485710144043,0.8873123290211355,92.8502082824707,107.53774642944336,0
/apollo/sensor/gnss/heading,321,32.000117778778076,9.999963194267318,100.00036805868149,99.9678373336792,0.9132872535590978,92.80014038085938,107.61809349060059,0
/apollo/sensor/gnss/ins_stat,321,32.00012135505676,9.99996207668858,100.00037923455238,99.96724128723145,0.9983334758310164,92.80729293823242,107.6056957244873,0
/apollo/sensor/gnss/odometry,321,32.00009322166443,9.999970868314731,100.00029131770134,99.9685525894165,0.9062438950402358,92.84090995788574,107.58805274963379,0
/apollo/sensor/radar/front,320,31.90182852745056,9.999426826757285,100.00573206097354,99.99871253967285,8.040713173302937,67.25454330444336,132.51709938049316,0
/apollo/sensor/velodyne64/compensator/PointCloud2,320,31.901896953582764,9.99940537906397,100.00594656295537,100.01063346862793,7.964201392312876,67.27719306945801,132.53021240234375,0
/clock,321,32.000595569610596,9.999813887960523,100.00186115503311,99.99251365661621,0.5292752910860613,95.95179557800293,104.0799617767334,0
/tf,318,31.693549156188965,10.002035380695057,99.97965033498096,99.98345375061035,1.058981882615192,92.73600578308105,107.45787620544434,0
/tf_static,1,0,,,,,,,0
