record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,point_count,measurement_time
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396511450706,1783598396.5114505,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.4830308,0,,1783598396483030737,0,0,6079,1783598396.4830308
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396612345053,1783598396.612345,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.5830665,0,,1783598396583066288,0,0,6058,1783598396.5830665
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396711708692,1783598396.7117088,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.683093,0,,1783598396683093080,0,0,5960,1783598396.683093
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396811574930,1783598396.811575,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.7831302,0,,1783598396783130228,0,0,6014,1783598396.7831302
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598396922177248,1783598396.9221773,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.8831332,0,,1783598396883133201,0,0,6023,1783598396.8831332
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397011337294,1783598397.0113373,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598396.9839292,0,,1783598396983929106,0,0,6035,1783598396.9839292
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397111103082,1783598397.111103,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598397.0830302,0,,1783598397083030229,0,0,6046,1783598397.0830302
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397211006184,1783598397.2110062,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598397.183239,0,,1783598397183238877,0,0,6067,1783598397.183239
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397311019656,1783598397.3110197,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598397.2832465,0,,1783598397283246524,0,0,6014,1783598397.2832465
/apollo_workspace/records/202607092000_MkzExample_CarlaTown01.00000.20260709195956.record,1783598397412427834,1783598397.4124277,/apollo/sensor/velodyne64/compensator/PointCloud2,apollo.drivers.PointCloud,1783598397.3831363,0,,1783598397383136152,0,0,6061,1783598397.3831363
