run_id,display_name,group_name,window_start,window_duration_s,speed_definition,acceleration_definition,v_t1_data_observed_mps,v_t1_plus_2s_data_observed_mps,delta_v_first_2s_data_observed_mps,mean_acceleration_first_2s_data_observed_mps2,maximum_absolute_adjacent_sample_acceleration_first_2s_data_observed_mps2,signed_acceleration_at_maximum_absolute_first_2s_data_observed_mps2,maximum_absolute_acceleration_time_after_t1_data_observed_s,t2_after_t1_data_observed_s
202607271031,202607271031,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,15.623173104457399,7.177035416633129,-8.446137687824269,-4.223068843912134,10.923433786411522,-10.923433786411522,1.9997944831848145,0.2996549606323242
202607271048,202607271048,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.290539174968313,10.157024240094048,-7.133514934874265,-3.5667574674371325,9.405988376251013,-9.405988376251013,1.9499006271362305,0.3003580570220947
202607271054,202607271054,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.774502340040492,10.91705455595056,-6.857447784089931,-3.4287238920449656,6.835508392919039,-6.835508392919039,1.2506070137023926,0.29997682571411133
202607271059,202607271059,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.212188241491454,11.039470556814472,-6.172717684676982,-3.086358842338491,7.8907416494358875,-7.8907416494358875,1.9998488426208496,0.3997499942779541
202607271104,202607271104,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.062364098393616,10.051412835297924,-7.010951263095691,-3.5054756315478457,9.773922980756833,-9.773922980756833,1.9502196311950684,0.3996460437774658
202607271108,202607271108,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.431302629246872,10.24317597190674,-7.188126657340131,-3.5940633286700656,8.72137344724866,-8.72137344724866,1.9501471519470215,0.3006410598754883
202607271113,202607271113,baseline,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,17.215204788564396,10.042208543840305,-7.172996244724091,-3.5864981223620456,10.377721667558554,-10.377721667558554,1.9500699043273926,0.29979610443115234
202607271131,碰撞_1131,delay_300ms,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,16.080189309222355,12.492157638740286,-3.588031670482069,-1.7940158352410345,6.325046939700461,-6.325046939700461,1.649916410446167,0.7996358871459961
202607271643,碰撞_1643,delay_300ms,t1,2.0,sqrt(vx^2+vy^2+vz^2),adjacent_sample_delta_v/delta_t_wall,16.06976442378477,13.607043886016454,-2.4627205377683143,-1.2313602688841572,6.170913504255664,-6.170913504255664,1.9435715675354004,0.8938701152801514
