run_id,time_s,relative_to_t1_s,x_m,y_m,speed_mps,source_file,source_line
202607181844,1784371482.08052,-36.78681397438049,-5.314807415008545,-24.4521484375,10.865910131998678,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,1
202607181844,1784371482.199664,-36.66766977310181,-5.287818908691406,-25.54770851135254,11.035200925471006,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,2
202607181844,1784371482.309613,-36.55772089958191,-5.262033462524414,-26.66036605834961,11.207472436792825,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,3
202607181844,1784371482.419857,-36.447476863861084,-5.23743724822998,-27.79067802429199,11.387862615587242,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,4
202607181844,1784371482.529558,-36.33777594566345,-5.214061737060547,-28.93962097167969,11.577818948966785,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,5
202607181844,1784371482.662713,-36.20462083816528,-5.192106246948242,-30.09773445129395,11.579097316422027,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,6
202607181844,1784371482.773994,-36.093339920043945,-5.171256065368652,-31.28351974487305,12.152753249834525,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,7
202607181844,1784371482.886508,-35.980825901031494,-5.151209831237793,-32.52468109130859,12.588169613114596,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,8
202607181844,1784371482.999719,-35.86761498451233,-5.132433414459229,-33.79893493652344,12.853075815358983,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,9
202607181844,1784371483.11023,-35.75710391998291,-5.11508321762085,-35.09416961669922,13.028487541845585,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,10
202607181844,1784371483.221398,-35.64593577384949,-5.09912109375,-36.40421676635742,13.158282886934028,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,11
202607181844,1784371483.328206,-35.539127826690674,-5.08448314666748,-37.7264289855957,13.278866019545717,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,12
202607181844,1784371483.436577,-35.43075680732727,-5.071096420288086,-39.06118392944336,13.406462952320386,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,13
202607181844,1784371483.545843,-35.3214910030365,-5.058876037597656,-40.40892791748047,13.536997154557078,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,14
202607181844,1784371483.652444,-35.214890003204346,-5.047788619995117,-41.76997375488281,13.672888533256563,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,15
202607181844,1784371483.761094,-35.106239795684814,-5.037792682647705,-43.14495849609375,13.813715101609906,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,16
202607181844,1784371483.87327,-34.99406385421753,-5.02884578704834,-44.53451538085938,13.965718082787152,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,17
202607181844,1784371483.982662,-34.88467192649841,-5.020922660827637,-45.93999862670898,14.128577643289548,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,18
202607181844,1784371484.090435,-34.7768988609314,-5.013982772827148,-47.36204528808594,14.296632636275445,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,19
202607181844,1784371484.199,-34.668334007263184,-5.007997035980225,-48.80105209350586,14.466247675045565,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,20
202607181844,1784371484.307732,-34.55960178375244,-5.002917766571045,-50.25700759887695,14.63604633302669,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,21
202607181844,1784371484.418705,-34.4486289024353,-4.998685359954834,-51.73017120361328,14.811053345229608,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,22
202607181844,1784371484.527503,-34.33983087539673,-4.99524974822998,-53.22120666503906,14.992259727820944,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,23
202607181844,1784371484.659652,-34.20768189430237,-4.992550373077393,-54.73052597045898,15.175818239662085,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,24
202607181844,1784371484.76814,-34.099193811416626,-4.990526676177979,-56.25201416015625,15.19469445826654,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,25
202607181844,1784371484.878741,-33.988592863082886,-4.989157199859619,-57.75857162475586,14.938842543261565,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,26
202607181844,1784371484.988234,-33.87909984588623,-4.988351821899414,-59.23718643188477,14.686567880386729,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,27
202607181844,1784371485.11634,-33.750993967056274,-4.988027095794678,-60.69961929321289,14.598203659136495,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,28
202607181844,1784371485.224934,-33.64239978790283,-4.988108158111572,-62.16142272949219,14.652737097426042,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,29
202607181844,1784371485.33308,-33.5342538356781,-4.988527297973633,-63.63584518432617,14.83581021012254,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,30
202607181844,1784371485.440345,-33.42698884010315,-4.989241600036621,-65.13495635986328,15.078699073661666,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,31
202607181844,1784371485.549148,-33.318185806274414,-4.990206718444824,-66.64356994628906,15.074068587867817,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,32
202607181844,1784371485.660745,-33.20658898353577,-4.991402626037598,-68.18282318115234,15.615707608929402,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,33
202607181844,1784371485.76847,-33.09886384010315,-4.992813110351562,-69.77019500732422,16.077525921221227,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,34
202607181844,1784371485.877585,-32.98974895477295,-4.994405746459961,-71.401611328125,16.49643819205302,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,35
202607181844,1784371485.984732,-32.88260197639465,-4.996137142181396,-73.0710220336914,16.843254202982372,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,36
202607181844,1784371486.098833,-32.76850080490112,-4.997960567474365,-74.77066040039062,17.1115652010988,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,37
202607181844,1784371486.206646,-32.6606879234314,-4.999822616577148,-76.49319458007812,17.310203987991702,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,38
202607181844,1784371486.314784,-32.552549839019775,-5.001670837402344,-78.2326431274414,17.45988825959034,D:\data\100ms\202607181844\log\localization.log.INFO.20260718-184336.6078,39
