event_type,collision_seq,wall_time_unix_ns,wall_time_iso,carla_frame,carla_timestamp_sec,map_name,ego_actor_id,ego_type_id,ego_role_name,other_actor_id,other_type_id,other_role_name,other_semantic_tags,normal_impulse_x,normal_impulse_y,normal_impulse_z,normal_impulse_norm,ego_location_x,ego_location_y,ego_location_z,ego_rotation_roll,ego_rotation_pitch,ego_rotation_yaw,ego_velocity_x,ego_velocity_y,ego_velocity_z,ego_speed_mps,other_location_x,other_location_y,other_location_z,other_rotation_roll,other_rotation_pitch,other_rotation_yaw,other_velocity_x,other_velocity_y,other_velocity_z,other_speed_mps,collision_history_status,collision_history_path,collision_history_row_count,collision_history_buffer_bytes
CARLA_COLLISION,1,1783846686421517230,2026-07-12T16:58:06.421517+08:00,10378,1038.459369778051,Carla/Maps/Town01,197,vehicle.lincoln.mkz_2017,hero,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,[14],1120.950439453125,-80.35623168945312,144.6184539794922,1133.0937776340056,291.3521423339844,1.9811910390853882,0.03372316434979439,9.275906450056937e-06,0.003968339879065752,0.028272652998566628,2.106645107269287,0.0008967598550952971,-5.912780807193485e-07,2.106645298136403,296.2717590332031,1.9735711812973022,-0.004965228959918022,-0.00079345703125,0.022478152066469193,0.013920153491199017,0.2202504724264145,0.00159129174426198,0.0006470298394560814,0.22025717119105856,WRITTEN,/apollo/data/log/carla_collision_actor_history_20260712165806.csv,294,43400
