role,actor_id,actor_type,role_name,carla_frame,carla_timestamp_sec,wall_time_unix_ns,location_x,location_y,location_z,rotation_yaw,velocity_x,velocity_y,velocity_z
ego,197,vehicle.lincoln.mkz_2017,hero,10223,1022.959369547083,1783846670350615620,224.46923828125,1.9380630254745483,0.03380460664629936,-0.1091003343462944,10.689754486083984,-0.01896500587463379,-1.7929077102962765e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10224,1023.0593695485732,1783846670468908294,225.5413055419922,1.936171531677246,0.033811625093221664,-0.10003662109375,10.729395866394043,-0.01741650700569153,2.670288097306184e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10225,1023.1593695500633,1783846670569401933,226.6171875,1.9344359636306763,0.03381921723484993,-0.0913696214556694,10.765585899353027,-0.015911435708403587,2.7847288492921507e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10226,1023.2593695515534,1783846670673847455,227.69642639160156,1.932857632637024,0.033828869462013245,-0.08282470703125,10.795994758605957,-0.01432899758219719,-1.1062621751989354e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10227,1023.3593695530435,1783846670776209452,228.77842712402344,1.9314314126968384,0.03383844345808029,-0.0744933933019638,10.823884010314941,-0.012875068932771683,2.8514862151496345e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10228,1023.4593695545336,1783846670878990378,229.86325073242188,1.9301502704620361,0.03384443372488022,-0.0665893480181694,10.8512544631958,-0.011491108685731888,-1.2779235021298518e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10229,1023.5593695560237,1783846670988768777,230.95065307617188,1.929007887840271,0.03385011479258537,-0.0591125413775444,10.87562370300293,-0.010168416425585747,-6.961822123230377e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10230,1023.6593695575139,1783846671090346552,232.04031372070312,1.927998661994934,0.03385709598660469,-0.052001941949129105,10.89595890045166,-0.008896075189113617,-1.802444444365392e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10231,1023.759369559004,1783846671189675229,233.1317138671875,1.9271165132522583,0.03386510908603668,-0.045257568359375,10.912293434143066,-0.007679672446101904,2.6988982426701114e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10232,1023.8593695604941,1783846671289282665,234.22457885742188,1.926360845565796,0.033873386681079865,-0.0386657677590847,10.92526626586914,-0.0064187380485236645,-5.245208853921213e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10233,1023.9593695619842,1783846671392898326,235.31858825683594,1.925726294517517,0.03388086333870888,-0.03228759765625,10.935774803161621,-0.005270469468086958,-3.337860050578456e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10234,1024.0593695634743,1783846671493901887,236.4135284423828,1.9252064228057861,0.03388715535402298,-0.0262451171875,10.944464683532715,-0.00417746789753437,-4.95910626341356e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10235,1024.1593695649644,1783846671592845339,237.5092315673828,1.9247928857803345,0.03389257192611694,-0.02066039852797985,10.95121955871582,-0.003208060283213854,-6.484985419774603e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10236,1024.2593695664546,1783846671693393956,238.60546875,1.9244790077209473,0.03389856219291687,-0.015472412109375,10.954513549804688,-0.0022558611817657948,-1.4877318790240679e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10237,1024.3593695679447,1783846671795576369,239.70193481445312,1.9242603778839111,0.03390352055430412,-0.01055908203125,10.957908630371094,-0.0013522848021239042,-1.8787383169183158e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10238,1024.4593695694348,1783846671895807141,240.798828125,1.924131989479065,0.033905163407325745,-0.005920409690588713,10.961736679077148,-0.0004911986761726439,-8.392333938900265e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10239,1024.559369570925,1783846671995723681,241.8959503173828,1.9240926504135132,0.033908672630786896,-0.0013427733210846782,10.962129592895508,0.00039515679236501455,-9.059905892172537e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10240,1024.659369572415,1783846672094831322,242.99288940429688,1.924137830734253,0.03391382098197937,0.0030599345918744802,10.9595308303833,0.0011963288998231292,-5.81741346650233e-07
ego,197,vehicle.lincoln.mkz_2017,hero,10241,1024.7593695739051,1783846672195611568,244.0892791748047,1.9242624044418335,0.033922214061021805,0.0072213648818433285,10.94985580444336,0.0019453727873042226,-6.294250169958104e-07
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10241,1024.7593695739051,1783846672195611568,293.3331604003906,1.9725899696350098,-0.00484811794012785,0.02290966361761093,7.760026454925537,0.0031186759006232023,4.635810910258442e-05
ego,197,vehicle.lincoln.mkz_2017,hero,10242,1024.8593695753952,1783846672295087087,245.18408203125,1.9244616031646729,0.033937741070985794,0.011120344512164593,10.928505897521973,0.002644201507791877,-4.482269275740691e-07
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10242,1024.8593695753952,1783846672295087087,294.0865478515625,1.9728924036026,-0.004214496351778507,0.022658182308077812,7.342826843261719,0.002936034696176648,8.182525562006049e-06
ego,197,vehicle.lincoln.mkz_2017,hero,10243,1024.9593695768854,1783846672399346298,246.2760467529297,1.924731969833374,0.03395913913846016,0.014836221933364868,10.894648551940918,0.003330651670694351,3.337860050578456e-07
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10243,1024.9593695768854,1783846672399346298,294.7983703613281,1.9731762409210205,-0.003734378842636943,0.022363809868693352,6.94372034072876,0.0027494081296026707,-3.208160342182964e-05
ego,197,vehicle.lincoln.mkz_2017,hero,10244,1025.0593695783755,1783846672502718811,247.36390686035156,1.9250681400299072,0.03398481383919716,0.01834704726934433,10.84730339050293,0.0039429375901818275,1.2683867680607364e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10244,1025.0593695783755,1783846672502718811,295.4617614746094,1.9733223915100098,-0.0032524680718779564,0.017276016995310783,6.265547752380371,0.0006927740178070962,-6.552696140715852e-05
ego,197,vehicle.lincoln.mkz_2017,hero,10245,1025.1593695798656,1783846672601693652,248.44638061523438,1.9254649877548218,0.03401182219386101,0.02161519043147564,10.789016723632812,0.004502095282077789,1.659393319641822e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10245,1025.1593695798656,1783846672601693652,295.97320556640625,1.9734575748443604,-0.0016084479866549373,0.014018362388014793,3.9767582416534424,0.0011182884918525815,-0.004005985334515572
ego,197,vehicle.lincoln.mkz_2017,hero,10246,1025.2593695813557,1783846672700313515,249.5178680419922,1.9259142875671387,0.034110087901353836,0.024640344083309174,10.595550537109375,0.004939889069646597,1.1920928955078125e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10246,1025.2593695813557,1783846672700313515,296.21942138671875,1.9735429286956787,0.0007340049487538636,0.012453055940568447,1.3485010862350464,0.00048642983892932534,-0.0019325923640280962
ego,197,vehicle.lincoln.mkz_2017,hero,10247,1025.3593695828458,1783846672800246235,250.56190490722656,1.9264028072357178,0.03430661931633949,0.027448534965515137,10.308329582214355,0.0052850269712507725,2.098083541568485e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10247,1025.3593695828458,1783846672800246235,296.2486267089844,1.9735616445541382,0.0019265556475147605,0.011997104622423649,-0.002815862186253071,5.975608019070933e-06,-0.0008162116864696145
ego,197,vehicle.lincoln.mkz_2017,hero,10248,1025.459369584336,1783846672899428135,251.58399963378906,1.9269285202026367,0.034347400069236755,0.030002908781170845,10.148293495178223,0.005637494847178459,-5.626678216685832e-07
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10248,1025.459369584336,1783846672899428135,296.25091552734375,1.9735573530197144,0.0005853843758814037,0.012155848555266857,-0.012737492099404335,2.1091715098009445e-05,0.0009679222130216658
ego,197,vehicle.lincoln.mkz_2017,hero,10249,1025.559369585826,1783846673014844257,252.5962371826172,1.9274921417236328,0.034253861755132675,0.03229990974068642,10.092290878295898,0.0059970347210764885,2.193450825416221e-07
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10249,1025.559369585826,1783846673014844257,296.253662109375,1.9735530614852905,-0.0009348106104880571,0.01232787687331438,-0.011919490993022919,6.425761966966093e-06,0.001321983290836215
ego,197,vehicle.lincoln.mkz_2017,hero,10250,1025.6593695873162,1783846673145840743,253.60690307617188,1.9280942678451538,0.034116532653570175,0.03436969220638275,10.10316276550293,0.006356074009090662,1.6880035218491685e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10250,1025.6593695873162,1783846673145840743,296.255859375,1.9735532999038696,-0.002131557324901223,0.012430653907358646,-0.009217736311256886,-6.684226718789432e-06,0.0009752464247867465
ego,197,vehicle.lincoln.mkz_2017,hero,10251,1025.7593695888063,1783846673254833718,254.61537170410156,1.9287278652191162,0.03407594561576843,0.03621726110577583,10.001307487487793,0.00657461816444993,-6.67572024326546e-08
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10251,1025.7593695888063,1783846673254833718,296.2574462890625,1.9735552072525024,-0.002993945963680744,0.012482881546020508,-0.006542854011058807,-1.0954749086522497e-05,0.0005508709000423551
ego,197,vehicle.lincoln.mkz_2017,hero,10252,1025.8593695902964,1783846673352215474,255.5995635986328,1.929374098777771,0.034275226294994354,0.037924133241176605,9.66537094116211,0.0066109029576182365,-1.5449523971255985e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10252,1025.8593695902964,1783846673352215474,296.2585144042969,1.9735575914382935,-0.0035873602610081434,0.012507589533925056,-0.004413247108459473,-1.0022135029430501e-05,0.00025771139189600945
ego,197,vehicle.lincoln.mkz_2017,hero,10253,1025.9593695917865,1783846673450130859,256.5444030761719,1.930018424987793,0.03453054279088974,0.039461564272642136,9.236557960510254,0.006532712839543819,-4.5490264710679185e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10253,1025.9593695917865,1783846673450130859,296.2591857910156,1.9735592603683472,-0.003983707167208195,0.01251894235610962,-0.002885442925617099,-7.542942967120325e-06,9.478568972554058e-05
ego,197,vehicle.lincoln.mkz_2017,hero,10254,1026.0593695932766,1783846673551218552,257.4443359375,1.930655598640442,0.03473001345992088,0.04089207202196121,8.77348518371582,0.006434832699596882,-3.795623797486769e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10254,1026.0593695932766,1783846673551218552,296.2596740722656,1.9735616445541382,-0.004243106581270695,0.012524174526333809,-0.001851853565312922,-5.391684680944309e-06,1.738548235152848e-05
ego,197,vehicle.lincoln.mkz_2017,hero,10255,1026.1593695947668,1783846673649166056,258.29791259765625,1.9312796592712402,0.03485456481575966,0.04218265786767006,8.307290077209473,0.006262783892452717,-1.983642505365424e-06
other,328,vehicle.lincoln.mkz_2020,npc_vehicle_123,10255,1026.1593695947668,1783846673649166056,296.2599182128906,1.9735631942749023,-0.004410495515912771,0.012526641599833965,-0.0011761613423004746,-3.777689698836184e-06,-8.916854312701616e-06
