schema_version,bridge_entry_file,settings_source_file,injector_source_file,process_id,process_working_directory,activation_speed_mps,brake_threshold_percentage,log_all_delayed_commands,sequence,control_header_time_sec,receive_wall_time_unix_ns,receive_monotonic_ns,receive_carla_frame,receive_carla_elapsed_sec,release_wall_time_unix_ns,release_monotonic_ns,apply_call_start_wall_time_unix_ns,apply_call_start_monotonic_ns,apply_call_end_wall_time_unix_ns,apply_call_end_monotonic_ns,apply_wall_time_unix_ns,apply_monotonic_ns,apply_carla_frame,apply_carla_elapsed_sec,requested_delay_ms,actual_delay_ms,api_completion_delay_ms,api_call_duration_ms,actual_frame_delay,actual_sim_delay_ms,ego_speed_mps_at_receive,throttle_percentage,brake_percentage,steering_target_percentage,first_effective_brake,queue_depth,status
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3235814,/apollo,15.0,20.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,BRIDGE_CONFIG_LOADED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3235814,/apollo,15.0,20.0,0,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0,INITIALIZED
scb_control_delay_v3,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/main.py,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/config/settings.yaml,/apollo_workspace/modules/carla_apollo10.0_bridge/carla_bridge/control_delay_injector.py,3235814,/apollo,15.0,20.0,0,1,1785120875.1292896,1785120875129856090,325807125555602,2157,216.07388794003054,1785120875129905534,325807125625104,1785120875129906428,325807125626541,1785120875129948040,325807125668392,1785120875129948040,325807125668392,2157,216.07388794003054,0.0,0.069502,0.11279,0.041851,0,0.0,11.626842602899636,0.0,20.017940449189602,-0.561734229942983,1,1,APPLIED
