sensor_channel,sensor_record_time_sec,sensor_header_timestamp_sec,sensor_sequence_num,control_count_until_next_sensor,first_control_seq,reaction_time_ms,last_control_seq,data_age_ms
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598540.5477896,1783598540.5183544,0,9,6612,27.2982120513916,6620,109.97223854064941
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598540.6616352,1783598540.6185155,0,8,6621,2.9578208923339844,6628,73.06861877441406
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598540.7491028,1783598540.7185135,0,11,6629,0.16999244689941406,6639,95.48497200012207
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598540.8459911,1783598540.8184028,0,10,6640,8.731603622436523,6649,98.79469871520996
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598540.946933,1783598540.9187262,0,10,6650,8.167028427124023,6659,95.57723999023438
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.0544026,1783598541.0186172,0,10,6660,0.8585453033447266,6669,90.41404724121094
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.1459062,1783598541.1187027,0,10,6670,8.902549743652344,6679,96.78530693054199
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.249365,1783598541.2184472,0,10,6680,5.878448486328125,6689,93.06740760803223
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.3475888,1783598541.3191264,0,12,6690,8.064508438110352,6701,117.03228950500488
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.4662504,1783598541.4186049,0,8,6702,9.633541107177734,6709,79.2388916015625
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.545654,1783598541.5183773,0,11,6710,9.804725646972656,6720,109.12442207336426
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.6585338,1783598541.6185322,0,9,6721,6.536722183227539,6729,83.96363258361816
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.7466023,1783598541.7184472,0,11,6730,8.301019668579102,6740,108.19792747497559
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.8580863,1783598541.818326,0,9,6741,6.6680908203125,6749,86.6398811340332
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598541.9509883,1783598541.918539,0,11,6750,3.750324249267578,6760,103.3480167388916
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.0607538,1783598542.0186584,0,9,6761,3.7822723388671875,6769,83.58216285705566
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.147618,1783598542.1192424,0,10,6770,6.687402725219727,6779,96.76933288574219
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.2466102,1783598542.218345,0,10,6780,7.818698883056641,6789,97.59807586669922
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.3470454,1783598542.318808,0,10,6790,7.302045822143555,6799,97.45478630065918
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.4475276,1783598542.418509,0,10,6800,7.025241851806641,6809,97.11956977844238
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.5466754,1783598542.518449,0,10,6810,8.021116256713867,6819,96.56000137329102
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.6466284,1783598542.6183357,0,10,6820,5.848407745361328,6829,97.77021408081055
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.7468255,1783598542.718217,0,10,6830,7.810354232788086,6839,97.7327823638916
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.8462899,1783598542.8182967,0,10,6840,8.239269256591797,6849,98.11735153198242
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598542.9463942,1783598542.9184582,0,10,6850,7.878780364990234,6859,97.82767295837402
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.0469646,1783598543.0183778,0,10,6860,7.431268692016602,6869,97.71370887756348
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.1485057,1783598543.1186907,0,12,6870,6.485700607299805,6881,115.966796875
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.2687004,1783598543.2183132,0,8,6882,6.564855575561523,6889,75.99902153015137
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.346542,1783598543.3184505,0,10,6890,8.16655158996582,6899,97.89562225341797
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.446002,1783598543.4185436,0,10,6900,8.49008560180664,6909,98.5863208770752
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.546057,1783598543.518495,0,10,6910,8.528709411621094,6919,98.5102653503418
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.6458952,1783598543.6184475,0,12,6920,8.692264556884766,6931,118.61801147460938
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.7686965,1783598543.7191901,0,8,6932,6.103754043579102,6939,76.57551765441895
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.8459873,1783598543.8184688,0,11,6940,6.919145584106445,6950,108.50977897644043
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598543.9575574,1783598543.9185793,0,9,6951,6.818294525146484,6959,86.6706371307373
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.0487607,1783598544.0184104,0,10,6960,5.681753158569336,6969,95.99757194519043
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.1462579,1783598544.1184175,0,10,6970,6.459712982177734,6979,98.15096855163574
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.2458148,1783598544.218444,0,11,6980,8.656978607177734,6990,108.80422592163086
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.357139,1783598544.3184896,0,9,6991,5.712270736694336,6999,87.13889122009277
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.4461963,1783598544.4187143,0,10,7000,8.211851119995117,7009,98.19793701171875
/apollo/sensor/velodyne64/compensator/PointCloud2,1783598544.5461903,1783598544.518407,0,10,7010,8.220195770263672,7019,98.16884994506836
