record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,system_channel,raw_json
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540740007238,1783598540.7400072,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.739752,6761,guardian,1783598540518354552,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.739752,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6761,
    ""lidar_timestamp"": ""1783598540518354552"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195250"",
    ""parent_trace_ids"": [
      ""72213810588418552"",
      ""216328998664274413""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540750001120,1783598540.7500012,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.7498298,6762,guardian,1783598540518354552,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.7498298,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6762,
    ""lidar_timestamp"": ""1783598540518354552"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195250"",
    ""parent_trace_ids"": [
      ""72213810588418552"",
      ""216328998664274413""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540760055225,1783598540.7600553,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.7598183,6763,guardian,1783598540518354552,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.7598183,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6763,
    ""lidar_timestamp"": ""1783598540518354552"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195250"",
    ""parent_trace_ids"": [
      ""72213810588418552"",
      ""216328998664274413""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540770089011,1783598540.770089,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.7698731,6764,guardian,1783598540518354552,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.7698731,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6764,
    ""lidar_timestamp"": ""1783598540518354552"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195250"",
    ""parent_trace_ids"": [
      ""72213810588418552"",
      ""216328998664274413""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540779950062,1783598540.7799501,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.77981,6765,guardian,1783598540518354552,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.77981,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6765,
    ""lidar_timestamp"": ""1783598540518354552"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195250"",
    ""parent_trace_ids"": [
      ""72213810588418552"",
      ""216328998664274413""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540790057703,1783598540.7900577,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.7898276,6766,guardian,1783598540618515479,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.7898276,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6766,
    ""lidar_timestamp"": ""1783598540618515479"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195251"",
    ""parent_trace_ids"": [
      ""72213810588418553"",
      ""216328998664274414""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540802625688,1783598540.802626,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.8023865,6767,guardian,1783598540618515479,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.8023865,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6767,
    ""lidar_timestamp"": ""1783598540618515479"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195251"",
    ""parent_trace_ids"": [
      ""72213810588418553"",
      ""216328998664274414""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540810107131,1783598540.8101072,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.8098283,6768,guardian,1783598540618515479,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.8098283,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6768,
    ""lidar_timestamp"": ""1783598540618515479"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195251"",
    ""parent_trace_ids"": [
      ""72213810588418553"",
      ""216328998664274414""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540819966326,1783598540.8199663,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.8197603,6769,guardian,1783598540618515479,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.8197603,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6769,
    ""lidar_timestamp"": ""1783598540618515479"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195251"",
    ""parent_trace_ids"": [
      ""72213810588418553"",
      ""216328998664274414""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540830151439,1783598540.8301513,/apollo/guardian,apollo.guardian.GuardianCommand,1783598540.8298063,6770,guardian,1783598540618515479,0,0,/apollo/guardian,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.8298063,
    ""module_name"": ""guardian"",
    ""sequence_num"": 6770,
    ""lidar_timestamp"": ""1783598540618515479"",
    ""camera_timestamp"": ""0"",
    ""radar_timestamp"": ""0"",
    ""trace_id"": ""17293978785653195251"",
    ""parent_trace_ids"": [
      ""72213810588418553"",
      ""216328998664274414""
    ]
  },
  ""control_command"": {
    ""throttle"": 0.0,
    ""brake"": 50.0,
    ""steering_rate"": 25.0,
    ""steering_target"": 0.0,
    ""is_in_safe_mode"": true
  }
}"
