channel,message_count,duration_sec,rate_hz,period_mean_ms,period_median_ms,period_std_ms,period_min_ms,period_max_ms,gap_gt_1_5x_median_count
/apollo/canbus/chassis,327,32.59987211227417,10.000039229517647,99.99960770636248,99.97165203094482,0.8702600418465763,91.55535697937012,108.14642906188965,0
/apollo/carla/collision,12,1.0971746444702148,10.025751192337747,99.74314949729226,99.13825988769531,1.4155868485602094,97.9304313659668,102.14805603027344,0
/apollo/common/latency_records,10,27.050368547439575,0.332712657286582,3005.596505271064,3009.0293884277344,4.340726547607699,3000.2453327178955,3009.834051132202,0
/apollo/common/latency_reports,3,30.99806785583496,0.06452015039458427,15499.03392791748,15499.03392791748,0.26702880859375,15498.766899108887,15499.300956726074,0
/apollo/control,3267,32.65850114822388,100.00458946896957,9.999541074165302,10.008811950683594,1.276267205472197,0.015020370483398438,26.93939208984375,10
/apollo/control/interactive,3267,32.66173315048218,99.99469363590048,10.000530664568947,10.010480880737305,1.363870959294458,0.0026226043701171875,37.537336349487305,11
/apollo/guardian,3250,32.492072105407715,99.99362273541375,10.000637767130721,10.000228881835938,0.868395075321915,0.07748603820800781,19.82903480529785,8
/apollo/hmi/status,33,31.45556664466858,1.0173080129657655,982.9864576458931,1001.7268657684326,378.82360054626844,201.25818252563477,1601.818561553955,2
/apollo/localization/msf_status,325,32.40078687667847,9.999757142725743,100.00242863172366,100.01063346862793,0.7311432380673444,95.68047523498535,104.66814041137695,0
/apollo/localization/pose,325,32.40081071853638,9.99974978449045,100.00250221770487,100.03316402435303,0.7030166344663717,95.65401077270508,104.65764999389648,0
/apollo/monitor,65,31.986714363098145,2.0008306971920304,499.7924119234085,500.13601779937744,9.370496585627354,480.55458068847656,518.024206161499,0
/apollo/monitor/system_status,26,30.99405026435852,0.8066064224187133,1239.7620105743408,1016.2224769592285,246.78665785753745,984.8344326019287,1507.2925090789795,0
/apollo/perception/obstacles,326,32.47295689582825,10.008327884725283,99.9167904487023,99.4269847869873,16.770601274098297,71.19441032409668,201.4601230621338,7
/apollo/perception/traffic_light,327,32.59966039657593,10.000104173914679,99.9989582717053,99.97665882110596,0.8890971432003059,91.58945083618164,108.12950134277344,0
/apollo/planning,325,32.39039349555969,10.002965849872007,99.97035029493732,98.67703914642334,19.890103768283783,46.503543853759766,202.24690437316895,9
/apollo/planning/command,1,0,,,,,,,0
/apollo/planning/command_status,325,32.39028334617615,10.002999866879831,99.97001032770416,98.671555519104,19.963156200484995,47.35922813415527,202.20088958740234,9
/apollo/planning_command_history,32,31.000021934509277,0.9999992924356852,1000.0007075648153,999.9890327453613,2.635426427381422,989.9442195892334,1010.0302696228027,0
/apollo/prediction,325,32.291056871414185,10.033737864022115,99.6637557759697,99.5481014251709,16.194141746833814,74.64361190795898,200.25134086608887,6
/apollo/sensor/gnss/best_pose,327,32.59966444969177,10.00010293060186,99.998970704576,99.96592998504639,0.8279455702749488,91.5672779083252,108.12854766845703,0
/apollo/sensor/gnss/corrected_imu,327,32.59978914260864,10.000064680599753,99.99935319818601,99.9690294265747,0.8265127509711407,91.60995483398438,108.0777645111084,0
/apollo/sensor/gnss/heading,327,32.600162506103516,9.999950151750475,100.00049848498011,99.9826192855835,0.8372784653459464,91.56131744384766,108.13045501708984,0
/apollo/sensor/gnss/ins_stat,327,32.60017395019531,9.9999466413291,100.00053358955617,99.97344017028809,0.8371653265823178,91.6128158569336,108.10422897338867,0
/apollo/sensor/gnss/odometry,327,32.59965753555298,10.000105051547443,99.99894949556128,99.9687910079956,0.8409077417136003,91.5834903717041,108.1087589263916,0
/apollo/sensor/radar/front,327,32.599365234375,10.000194717173306,99.99805286618098,99.95925426483154,9.862692532849108,64.70346450805664,134.28854942321777,0
/apollo/sensor/velodyne64/compensator/PointCloud2,327,32.59961724281311,10.00011741155856,99.99882589819973,100.01122951507568,9.864192665479985,64.66841697692871,134.3209743499756,0
/clock,327,32.59993863105774,10.000018824864352,99.99981175171085,100.00467300415039,0.3564038611386725,98.5105037689209,101.61495208740234,0
/tf,325,32.40084981918335,9.999737717008014,100.00262289871404,100.02541542053223,0.695584212828937,95.65520286560059,104.64930534362793,0
/tf_static,1,0,,,,,,,0
