source_frame_index,target_tid,perf_coverage_status,infer_duration_ms,running_ms,running_pct,blocked_ms,runnable_ms,unknown_ms,max_schedule_delay_us,p95_schedule_delay_us,kswapd0_cpu_ms,kcompactd0_cpu_ms,run_slice_count,migration_count,enter_inside_running,exit_inside_running,internal_inference_ms,cp_minus_internal_ms,enter_perf_s,exit_perf_s
622,29037,complete,105.322837,82.3468369198963,78.18516790800693,22.38100004615262,0.5949999904260039,0.0,69.00000153109431,59.50001359451559,43.98570099147037,0.0,31,1,True,True,105.42,-0.09700000000000841,518002.792974864,518002.898297701
623,29037,complete,260.626039,235.7350390520878,90.44953449574422,23.22000003186986,1.6709999181330204,0.0,116.00001016631722,40.000013541430235,16.165054985322058,0.009000010322779417,101,0,True,True,260.731,-0.10500000000001819,518002.907460945,518003.168086984
625,29037,complete,276.008267,251.66426709620282,91.17997436055064,23.419999808538705,0.9240001090802252,0.0,427.99999937415123,108.49997634068126,0.0,0.006999995093792677,28,2,True,True,276.118,-0.11000000000001364,518003.177912444,518003.453920711
628,29037,complete,247.630558,224.98355811694637,90.85452130882194,22.416000021621585,0.23099989630281925,0.0,46.00000102072954,22.399998852051784,0.0,0.0,23,3,True,True,247.736,-0.10499999999998977,518003.463422647,518003.711053205
631,29037,complete,244.787389,216.19838930200785,88.32088539394941,24.951999774202704,3.636999928858131,0.0,2196.0000158287585,395.84998448844954,0.0,0.010999967344105244,29,6,True,True,244.924,-0.13700000000000045,518003.720247553,518003.965034942
633,29037,complete,247.747168,213.32216798327863,86.10478567840394,22.47300010640174,11.951999855227768,0.0,10692.999989259988,149.99998093117028,80.63890499761328,0.0,41,3,True,True,247.863,-0.11599999999998545,518003.975523737,518004.223270905
636,29037,complete,102.755032,37.967031938023865,36.94907314399299,51.137999864295125,13.650000211782753,0.0,13459.00003798306,31.000003218650818,11.690950021147728,0.011000025551766157,22,3,True,True,102.854,-0.09900000000000375,518004.23287505,518004.335630082
637,29037,complete,88.70501,33.256009861361235,37.49056547791603,54.81700017116964,0.6319999811239541,0.0,183.0000546760857,71.79997628554699,0.008000002708286047,0.0,26,3,True,True,88.8346,-0.12959999999999638,518004.346041884,518004.434746894
638,29037,complete,88.576273,33.9712729328312,38.35256528758187,50.47799984458834,4.127000225707889,0.0,3887.0000280439854,69.8000221746042,0.0,0.0,23,1,True,True,88.6866,-0.11029999999999518,518004.444400192,518004.532976465
639,29037,complete,87.776488,30.609487905167043,34.87208088157792,57.056000106967986,0.11100003030151129,0.0,10.000017937272787,10.000017937272787,0.0,0.0,17,1,True,True,87.8763,-0.09980000000000189,518004.542460032,518004.63023652
