"frame_index","trace_id","input_perception_seq","prediction_output_seq","lidar_trace_id","lidar_frame_index","lidar_data_ts_ns","callback_tid","log_tid","lidar_enter_ns","perception_output_ns","prediction_enter_ns","prediction_exit_ns","complete","execution_ms","upstream_perception_ms","dispatch_proxy_ms","lidar_to_prediction_complete_ms","perception_to_prediction_complete_ms","container_calls","container_sum_ms","container_max_ms","cyber_taskmanager_notify_task_calls","cyber_taskmanager_notify_task_sum_ms","cyber_taskmanager_notify_task_max_ms","cyber_taskmanager_notify_tasks_calls","cyber_taskmanager_notify_tasks_sum_ms","cyber_taskmanager_notify_tasks_max_ms","cyber_taskmanager_queue_enqueue_calls","cyber_taskmanager_queue_enqueue_sum_ms","cyber_taskmanager_queue_enqueue_max_ms","evaluator_calls","evaluator_sum_ms","evaluator_max_ms","perception_calls","perception_sum_ms","perception_max_ms","predictor_calls","predictor_sum_ms","predictor_max_ms","proc_calls","proc_sum_ms","proc_max_ms","semantic_adc_draw_calls","semantic_adc_draw_sum_ms","semantic_adc_draw_max_ms","semantic_base_async_draw_calls","semantic_base_async_draw_sum_ms","semantic_base_async_draw_max_ms","semantic_base_async_future_replace_calls","semantic_base_async_future_replace_sum_ms","semantic_base_async_future_replace_max_ms","semantic_base_async_lock_wait_calls","semantic_base_async_lock_wait_sum_ms","semantic_base_async_lock_wait_max_ms","semantic_base_async_schedule_calls","semantic_base_async_schedule_sum_ms","semantic_base_async_schedule_max_ms","semantic_base_async_submit_calls","semantic_base_async_submit_sum_ms","semantic_base_async_submit_max_ms","semantic_base_copy_calls","semantic_base_copy_sum_ms","semantic_base_copy_max_ms","semantic_base_image_calls","semantic_base_image_sum_ms","semantic_base_image_max_ms","semantic_draw_crosswalks_calls","semantic_draw_crosswalks_sum_ms","semantic_draw_crosswalks_max_ms","semantic_draw_junctions_calls","semantic_draw_junctions_sum_ms","semantic_draw_junctions_max_ms","semantic_draw_lanes_calls","semantic_draw_lanes_sum_ms","semantic_draw_lanes_max_ms","semantic_draw_roads_calls","semantic_draw_roads_sum_ms","semantic_draw_roads_max_ms","semantic_history_cache_copy_calls","semantic_history_cache_copy_sum_ms","semantic_history_cache_copy_max_ms","semantic_map_prepare_calls","semantic_map_prepare_sum_ms","semantic_map_prepare_max_ms","semantic_map_run_calls","semantic_map_run_sum_ms","semantic_map_run_max_ms","semantic_obstacle_history_draw_calls","semantic_obstacle_history_draw_sum_ms","semantic_obstacle_history_draw_max_ms","thread_pool_run_calls","thread_pool_run_sum_ms","thread_pool_run_max_ms","writer_calls","writer_sum_ms","writer_max_ms","all_traced_span_ms","execution_ms_p99_tail","dispatch_proxy_ms_p99_tail","upstream_perception_ms_p99_tail","lidar_to_prediction_complete_ms_p99_tail","perception_to_prediction_complete_ms_p99_tail","all_traced_span_ms_p99_tail","previous20_execution_median_ms","local_execution_jump","anomaly_categories","cruise_mlp_inference_calls","cruise_mlp_inference_sum_ms","cruise_mlp_inference_max_ms","model_cruise_mlp_calls","model_cruise_mlp_sum_ms","model_cruise_mlp_max_ms","jointly_prediction_planning_inference_calls","jointly_prediction_planning_inference_sum_ms","jointly_prediction_planning_inference_max_ms","model_jointly_prediction_planning_calls","model_jointly_prediction_planning_sum_ms","model_jointly_prediction_planning_max_ms"
"833","17293852238736786825","1468","1187","72087263672010172","860","1788865092551327508","1645394","1645394","968500839458560","968500989573376","968500991094368","968501140371424","True","149.277056","150.114816","1.520992","300.912864","150.798048","1","0.520096","0.520096","16","3.04656","2.432032","1","3.068256","3.068256","1","0.008288","0.008288","1","138.490592","138.490592","1","148.141056","148.141056","1","1.477536","1.477536","1","149.277056","149.277056","1","0.001184","0.001184","1","9.67632","9.67632","1","0.001024","0.001024","1","0.000992","0.000992","1","3.086944","3.086944","1","3.083072","3.083072","1","1.239552","1.239552","1","4.330976","4.330976","1","0.003456","0.003456","1","0.036672","0.036672","1","7.872256","7.872256","1","1.28048","1.28048","1","0.674976","0.674976","1","0.778784","0.778784","1","6.277696","6.277696","1","1.240672","1.240672","1","131.418976","131.418976","1","0.489088","0.489088","149.277056","False","False","False","False","False","False","139.811648","False","","22","409.34419199999996","42.434752","9","458.32934400000005","82.754496","","","","","",""
"834","17293852238736786826","1469","1188","72087263672010173","861","1788865092688856325","1645398","1645398","968500982078016","968501143222432","968501143653280","968501272407712","True","128.754432","161.144416","0.430848","290.329696","129.18528","1","0.524928","0.524928","16","0.34028800000000003","0.040896","1","0.357088","0.357088","1","0.008224","0.008224","1","120.614816","120.614816","1","127.658944","127.658944","1","1.046656","1.046656","1","128.754432","128.754432","1","0.00208","0.00208","1","9.183712","9.183712","1","0.001568","0.001568","1","0.001344","0.001344","1","0.378112","0.378112","1","0.373632","0.373632","1","1.360896","1.360896","1","1.745184","1.745184","1","0.003744","0.003744","1","0.044896","0.044896","1","7.310176","7.310176","1","1.341216","1.341216","1","0.269216","0.269216","1","0.759648","0.759648","1","2.503712","2.503712","1","0.478336","0.478336","1","117.336704","117.336704","1","0.429728","0.429728","128.754432","False","False","False","False","False","False","140.35472","False","","22","384.13008","37.516192","9","440.397536","95.846464","","","","","",""
"835","17293852238736786827","1470","1189","72087263672010174","862","1788865092826719186","1645398","1645398","968501119537248","968501261782368","968501272467328","968501408194048","True","135.72672","142.24512","10.68496","288.6568","146.41168","1","0.476","0.476","16","1.2687039999999998","1.004256","1","1.287776","1.287776","1","0.007264","0.007264","1","124.01136","124.01136","1","134.61568","134.61568","1","3.763648","3.763648","1","135.72672","135.72672","1","0.001664","0.001664","1","10.754816","10.754816","1","0.00096","0.00096","1","0.001312","0.001312","1","1.306272","1.306272","1","1.30304","1.30304","1","1.249152","1.249152","1","2.560736","2.560736","1","0.00352","0.00352","1","0.045536","0.045536","1","8.128384","8.128384","1","2.07056","2.07056","1","0.248672","0.248672","1","0.805792","0.805792","1","3.396928","3.396928","1","0.57584","0.57584","1","119.794944","119.794944","1","0.510048","0.510048","135.72672","False","False","False","False","False","False","140.35472","False","","22","387.76825600000006","34.258432","9","449.84080000000006","95.724032","","","","","",""
"836","17293852238736786828","1471","1190","72087263672010175","863","1788865092972442683","1645394","1645394","968501258540256","968501408778944","968501409174688","968501550249440","True","141.074752","150.238688","0.395744","291.709184","141.470496","1","0.682656","0.682656","16","0.316928","0.040576","1","0.333856","0.333856","1","0.007488","0.007488","1","131.031104","131.031104","1","139.786752","139.786752","1","1.538976","1.538976","1","141.074752","141.074752","1","0.00144","0.00144","1","9.926432","9.926432","1","0.001248","0.001248","1","0.001344","0.001344","1","0.352512","0.352512","1","0.348672","0.348672","1","1.276128","1.276128","1","1.634016","1.634016","1","0.002688","0.002688","1","0.038976","0.038976","1","8.071712","8.071712","1","1.284864","1.284864","1","0.233408","0.233408","1","0.888704","0.888704","1","2.347456","2.347456","1","0.46992","0.46992","1","127.768864","127.768864","1","0.451776","0.451776","141.074752","False","False","False","False","False","False","139.693008","False","","22","418.75017600000007","41.200288","9","466.281664","96.617504","","","","","",""
"837","17293852238736786829","1472","1191","72087263672010176","864","1788865093107523221","1645383","1645383","968501397239552","968501550512864","968501550938464","968501689970624","True","139.03216","153.273312","0.4256","292.731072","139.45776","1","0.545728","0.545728","16","0.36432","0.04864","1","0.384192","0.384192","1","0.008192","0.008192","1","129.950944","129.950944","1","137.93632","137.93632","1","1.093504","1.093504","1","139.03216","139.03216","1","0.001632","0.001632","1","11.378752","11.378752","1","0.001472","0.001472","1","0.001152","0.001152","1","0.404512","0.404512","1","0.400256","0.400256","1","1.254144","1.254144","1","1.663424","1.663424","1","0.004256","0.004256","1","0.040416","0.040416","1","9.409664","9.409664","1","1.406592","1.406592","1","0.228416","0.228416","1","0.840768","0.840768","1","2.480416","2.480416","1","0.578464","0.578464","1","126.615616","126.615616","1","0.403136","0.403136","139.03216","False","False","False","False","False","False","140.35472","False","","22","391.753088","42.487872","9","435.477152","94.867936","","","","","",""
"838","17293852238736786830","1473","1192","72087263672010177","865","1788865093244132226","1645386","1645386","968501530443008","968501691671616","968501692083424","968501843775872","True","151.692448","161.228608","0.411808","313.332864","152.104256","1","0.506816","0.506816","16","0.34044800000000003","0.045504","1","0.358048","0.358048","1","0.00752","0.00752","1","143.305312","143.305312","1","150.625088","150.625088","1","1.210432","1.210432","1","151.692448","151.692448","1","0.001056","0.001056","1","10.148896","10.148896","1","0.001376","0.001376","1","0.00096","0.00096","1","0.377568","0.377568","1","0.373728","0.373728","1","1.293056","1.293056","1","1.675872","1.675872","1","0.003584","0.003584","1","0.041856","0.041856","1","8.233184","8.233184","1","1.366816","1.366816","1","0.252032","0.252032","1","0.826816","0.826816","1","2.44256","2.44256","1","0.505344","0.505344","1","140.017408","140.017408","1","0.4376","0.4376","151.692448","False","False","False","False","False","False","139.52447999999998","False","","22","415.3586560000001","40.279584","9","481.03247999999996","103.185056","","","","","",""
"839","17293852238736786831","1474","1193","72087263672010178","866","1788865093380847955","1645386","1645386","968501664434016","968501816984672","968501843845952","968501991091360","True","147.245408","152.550656","26.86128","326.657344","174.106688","1","0.505184","0.505184","16","0.429312","0.084256","1","0.448832","0.448832","1","0.008064","0.008064","1","137.284","137.284","1","146.096608","146.096608","1","1.253216","1.253216","1","147.245408","147.245408","1","0.001184","0.001184","1","14.857504","14.857504","1","0.00112","0.00112","1","0.001472","0.001472","1","0.469184","0.469184","1","0.464768","0.464768","1","1.291072","1.291072","1","1.766112","1.766112","1","0.003552","0.003552","1","0.04688","0.04688","1","8.093184","8.093184","1","1.495936","1.495936","1","0.24272","0.24272","1","0.855744","0.855744","1","2.574208","2.574208","1","0.553376","0.553376","1","133.836928","133.836928","1","0.515008","0.515008","147.245408","False","True","False","False","True","False","139.52447999999998","False","dispatch_proxy_ms;perception_to_prediction_complete_ms","22","402.06342399999994","41.084736","9","461.282176","95.211456","","","","","",""
"840","17293852238736786832","1475","1194","72087263672010179","867","1788865093514331577","1645397","1645397","968501839938336","968502001227616","968502001711232","968502142902112","True","141.19088","161.28928","0.483616","302.963776","141.674496","1","0.584448","0.584448","16","0.37129599999999996","0.054848","1","0.389824","0.389824","1","0.006624","0.006624","1","130.334208","130.334208","1","139.938944","139.938944","1","1.520224","1.520224","1","141.19088","141.19088","1","0.001536","0.001536","1","10.821664","10.821664","1","0.001248","0.001248","1","0.000992","0.000992","1","0.40736","0.40736","1","0.40352","0.40352","1","1.252416","1.252416","1","1.66432","1.66432","1","0.004","0.004","1","0.042656","0.042656","1","8.675104","8.675104","1","1.579104","1.579104","1","0.234336","0.234336","1","0.904128","0.904128","1","2.42064","2.42064","1","0.512064","0.512064","1","126.992928","126.992928","1","0.525792","0.525792","141.19088","False","False","False","False","False","False","139.52447999999998","False","","22","401.4358400000001","44.796032","9","461.39910399999997","92.824096","","","","","",""
"841","17293852238736786833","1476","1195","72087263672010180","868","1788865093688206618","1645392","1645392","968501985904992","968502149643232","968502150084608","968502287526592","True","137.441984","163.73824","0.441376","301.6216","137.88336","1","0.557056","0.557056","16","5.97136","5.699872","1","5.993664","5.993664","1","0.007072","0.007072","1","125.995328","125.995328","1","136.211584","136.211584","1","1.97072","1.97072","1","137.441984","137.441984","1","0.001792","0.001792","1","11.803264","11.803264","1","0.001344","0.001344","1","0.001344","0.001344","1","6.013088","6.013088","1","6.008704","6.008704","1","1.272576","1.272576","1","7.290624","7.290624","1","0.004384","0.004384","1","0.039168","0.039168","1","9.540544","9.540544","1","1.632224","1.632224","1","0.314592","0.314592","1","1.026368","1.026368","1","8.707488","8.707488","1","1.088224","1.088224","1","116.232352","116.232352","1","0.494368","0.494368","137.441984","False","False","False","False","False","False","140.35472","False","","22","397.90953600000023","40.462912","9","444.793632","104.70448","","","","","",""
"842","17293852238736786834","1477","1196","72087263672010181","869","1788865093824518230","1645392","1645392","968502132633280","968502274582016","968502287595680","968502425243232","True","137.647552","141.948736","13.013664","292.609952","150.661216","1","0.590848","0.590848","16","11.324736000000001","11.046272","1","11.342048","11.342048","1","0.00848","0.00848","1","127.125472","127.125472","1","136.568704","136.568704","1","1.243712","1.243712","1","137.647552","137.647552","1","0.001632","0.001632","1","10.972448","10.972448","1","0.001568","0.001568","1","0.000832","0.000832","1","11.363264","11.363264","1","11.35904","11.35904","1","1.373952","1.373952","1","12.743328","12.743328","1","0.00512","0.00512","1","0.045824","0.045824","1","8.683808","8.683808","1","1.662432","1.662432","1","0.37776","0.37776","1","0.891904","0.891904","1","13.932864","13.932864","1","0.80048","0.80048","1","112.282144","112.282144","1","0.362112","0.362112","137.647552","False","False","False","False","False","False","140.35472","False","","22","330.97990400000003","35.063072","9","401.77536000000003","81.025504","","","","","",""
