"frame_index","input_seq","callback_tid","execution_ms","callback_running_ms","callback_blocked_ms","callback_runnable_ms","unknown_ms","stack_samples_all_frame_tids","stack_samples_callback","sched_context_events"
"833","1468","1645394","149.277056","11.861055972985923","134.04899998567998","3.367000026628375","0.0","7","1","2183"
"834","1469","1645398","128.754432","10.943431756459177","116.69000005349517","1.1210001539438963","0.0","10","1","1574"
"835","1470","1645398","135.72672","11.894720140844584","121.04300002101809","2.788999816402793","0.0","13","1","1798"
"836","1471","1645394","141.074752","11.66575204115361","126.3859998434782","3.0230000847950578","0.0","13","1","1987"
"837","1472","1645383","139.03216","11.802159831859171","126.82300026062876","0.4069999558851123","0.0","11","1","1835"
"838","1473","1645386","151.692448","11.021448182873428","140.26100002229214","0.40999986231327057","0.0","10","1","1831"
"839","1474","1645386","147.245408","12.524408055469394","133.37100006174296","1.349999918602407","0.0","9","1","2650"
"840","1475","1645397","141.19088","13.278880156576633","127.54599971231073","0.3660001093521714","0.0","8","1","2197"
"841","1476","1645392","137.441984","13.907984015531838","122.34100000932813","1.193000003695488","0.0","10","1","2021"
"842","1477","1645392","137.647552","13.447552220895886","112.66600003000349","11.533999815583229","0.0","13","1","2006"
