frame,host_tid,infer_ms,stack_sample_count,resolved_sample_count,unknown_sample_count,unknown_ratio,top1_symbol,top1_dso,top1_samples,top1_ratio,top2_symbol,top2_dso,top2_samples,top2_ratio,top3_symbol,top3_dso,top3_samples,top3_ratio,frame_role,data_status,quality_flag
648,1016510,85.895108,3,2,1,0.333333333,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333,paddle::experimental::SetKernelOutput,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,"std::vector<long, std::allocator<long> >::_M_realloc_insert<long>",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,anomaly,OK,none
649,1016510,87.997342,4,2,2,0.500000000,[unknown],/usr/lib/aarch64-linux-gnu/libc-2.31.so,1,0.250000000,[unknown],/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.250000000,phi::DDim::CopyFrom,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000,anomaly,OK,high_unknown_ratio
650,1016510,85.586497,3,3,0,0.000000000,__GI___pthread_mutex_lock,inlined,1,0.333333333,paddle::framework::OperatorWithKernel::BuildPhiKernelContext,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,tcmalloc::SLL_TryPop,inlined,1,0.333333333,candidate_control,OK,none
651,1016501,86.252648,3,2,1,0.333333333,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333,phi::DenseTensor::initialized,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,"phi::KernelImpl<void (*)(phi::GPUContext const&, phi::DenseTensor const&, phi::DenseTensor const&, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::vector<int, std::allocator<int> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int, bool, phi::DenseTensor*), &(void phi::ConvCudnnKernel<float, phi::GPUContext>(phi::GPUContext const&, phi::DenseTensor const&, phi::DenseTensor const&, std::vector<int, std::allocator<int> > const&, std::vector<int, std::allocator<int> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int, std::vector<int, std::allocator<int> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, bool, int, bool, phi::DenseTensor*))>::Compute",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,candidate_control,OK,none
652,1016508,84.944984,4,3,1,0.250000000,PackedCache<35>::TryGet,inlined,1,0.250000000,[unknown],/usr/lib/aarch64-linux-gnu/libc-2.31.so,1,0.250000000,paddle::platform::RecordEvent::End@plt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000,candidate_control,OK,none
653,1016512,84.586676,2,1,1,0.500000000,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.500000000,"paddle::platform::details::SafeBoostGetConst<std::vector<int, std::allocator<int> >, paddle::variant<paddle::blank, int, float, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<int, std::allocator<int> >, std::vector<float, std::allocator<float> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, bool, std::vector<bool, std::allocator<bool> >, paddle::framework::BlockDesc*, long, std::vector<paddle::framework::BlockDesc*, std::allocator<paddle::framework::BlockDesc*> >, std::vector<long, std::allocator<long> >, std::vector<double, std::allocator<double> >, paddle::framework::VarDesc*, std::vector<paddle::framework::VarDesc*, std::allocator<paddle::framework::VarDesc*> >, double> >@plt",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.500000000,,,,,candidate_control,OK,high_unknown_ratio
654,1016506,86.856080,4,4,0,0.000000000,"cub::DeviceRadixSortSingleTileKernel<cub::DeviceRadixSortPolicy<float, long, int>::Policy800, false, float, long, int>",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000,memcmp,/usr/lib/aarch64-linux-gnu/libc-2.31.so,1,0.250000000,paddle_infer::Tensor::CopyToCpuImpl<float>,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000,candidate_control,OK,none
655,1016505,84.955545,3,2,1,0.333333333,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333,cask_cudnn::ft::initializeConvSearch,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333,"std::vector<paddle::experimental::Tensor, std::allocator<paddle::experimental::Tensor> >::_M_realloc_insert<paddle::experimental::Tensor&>",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,candidate_control,OK,none
656,1016500,91.883118,3,1,2,0.666666667,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,2,0.666666667,paddle::memory::allocation::RetryAllocator::AllocateImpl,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,,,,,candidate_control,OK,high_unknown_ratio
657,1016506,84.888216,4,3,1,0.250000000,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298,1,0.250000000,cudnn::cnn::infer::filterBySharedMemory<cask_cudnn::Convolution>,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.250000000,goto_set_num_threads,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000,candidate_control,OK,none
658,1016506,85.393373,3,1,2,0.666666667,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libnvrm_gpu.so,1,0.333333333,phi::dynload::EnforceCUDNNLoaded,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333,candidate_control,OK,high_unknown_ratio
659,1016506,85.076858,3,2,1,0.333333333,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298,1,0.333333333,__GI___pthread_once,inlined,1,0.333333333,cask_cudnn::ft::naryNode<cask_cudnn::sasskr::ft_sass_level>::isEmpty,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333,candidate_control,OK,none
