timestamp,cpu,event,prev_tid,prev_comm,prev_state,next_tid,next_comm,target_tid,waker_tid,orig_cpu,dest_cpu,selection_reason,raw_event
75654.900201,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.900201:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.900203,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.900203:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.901374,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.901374:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.901376,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.901376:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.902868,10,sched_switch,136,kswapd0,R+,64,ksoftirqd/10,,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.902868:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=ksoftirqd/10 next_pid=64 next_prio=120
75654.903128,10,sched_switch,64,ksoftirqd/10,S,136,kswapd0,,,,,switch_involving_anomaly_target_or_kswapd0,    ksoftirqd/10    64 [010] 75654.903128:       sched:sched_switch: prev_comm=ksoftirqd/10 prev_pid=64 prev_prio=120 prev_state=S ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.903509,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.903509:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.903512,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.903512:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.904948,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.904948:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.90495,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.904950:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.906402,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.906402:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.906404,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.906404:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.908708,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.908708:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
75654.908712,10,sched_switch,571684,kworker/10:2,I,136,kswapd0,1016506,,,,switch_involving_anomaly_target_or_kswapd0, kworker/10:2-mm 571684 [010] 75654.908712:       sched:sched_switch: prev_comm=kworker/10:2 prev_pid=571684 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=136 next_prio=120
75654.910097,10,sched_switch,136,kswapd0,R+,571684,kworker/10:2,1016506,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   136 [010] 75654.910097:       sched:sched_switch: prev_comm=kswapd0 prev_pid=136 prev_prio=120 prev_state=R+ ==> next_comm=kworker/10:2 next_pid=571684 next_prio=120
