frame,host_tid,symbol,dso,sample_count,sample_ratio
616,1016506,nvgpu_mem_get_addr_sgl,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
616,1016506,nvgpu_pd_write,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
616,1016506,nvgpu_sgt_get_ipa,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
616,1016506,prep_new_page,[kernel.kallsyms],1,0.035714286
616,1016506,should_fail_alloc_page,[kernel.kallsyms],1,0.035714286
616,1016506,skip_ftrace_call,[kernel.kallsyms],1,0.035714286
616,1016506,"std::vector<int, std::allocator<int> >::_M_assign_aux<std::_Rb_tree_const_iterator<int> >",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.035714286
619,1016506,__pi_clear_page,[kernel.kallsyms],7,0.250000000
619,1016506,[unknown],/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,4,0.142857143
619,1016506,__pi___clean_dcache_area_poc,/lib/modules/5.10.120-tegra/kernel/drivers/video/tegra/nvmap/nvmap.ko,4,0.142857143
619,1016506,get_page_from_freelist,[kernel.kallsyms],2,0.071428571
619,1016506,skip_ftrace_call,[kernel.kallsyms],2,0.071428571
619,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.035714286
619,1016506,nvgpu_aperture_mask_raw,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
619,1016506,nvgpu_is_enabled,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
619,1016506,nvgpu_log_dbg_impl,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
619,1016506,nvgpu_rbtree_search,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
619,1016506,nvgpu_strnadd_u32,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,1,0.035714286
619,1016506,paddle::framework::OperatorBase::Info,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.035714286
619,1016506,paddle::framework::OperatorWithKernel::RunImpl,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.035714286
619,1016506,prep_new_page,[kernel.kallsyms],1,0.035714286
623,1016506,__pi_clear_page,[kernel.kallsyms],6,0.206896552
623,1016506,__pi___clean_dcache_area_poc,/lib/modules/5.10.120-tegra/kernel/drivers/video/tegra/nvmap/nvmap.ko,5,0.172413793
623,1016506,[unknown],/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,4,0.137931034
623,1016506,get_page_from_freelist,[kernel.kallsyms],3,0.103448276
623,1016506,nvgpu_pd_write,/lib/modules/5.10.120-tegra/kernel/drivers/gpu/nvgpu/nvgpu.ko,2,0.068965517
623,1016506,skip_ftrace_call,[kernel.kallsyms],2,0.068965517
623,1016506,[unknown],/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.034482759
623,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.034482759
623,1016506,"cudnn::backend::EnginesAlgoMap<cudnnConvolutionFwdAlgo_t, 8>::getMaxWorkspaceOfAlgo",/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.034482759
623,1016506,dma_direct_map_sg,[kernel.kallsyms],1,0.034482759
623,1016506,host1x_sync_readl,[kernel.kallsyms],1,0.034482759
623,1016506,"paddle::framework::ExtractAttribute<std::vector<int, std::allocator<int> > >::operator()",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.034482759
623,1016506,prep_new_page,[kernel.kallsyms],1,0.034482759
626,1016506,__rcu_read_unlock,[kernel.kallsyms],1,0.250000000
626,1016506,cudnn::cnn::convolutionForward,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.250000000
626,1016506,phi::KernelFactory::SelectKernelOrThrowError,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
626,1016506,tcmalloc::ThreadCache::FreeList::Push,inlined,1,0.250000000
627,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333
627,1016506,paddle::CustomOpKernelContext::InputAt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
627,1016506,"std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<paddle::framework::Variable, std::default_delete<paddle::framework::Variable> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::unique_ptr<paddle::framework::Variable, std::default_delete<paddle::framework::Variable> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, paddle::framework::Scope::KeyHasher, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
628,1016506,cudnn::ops::setTensorNdDescriptor,/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0,1,0.250000000
628,1016506,cudnnConvolutionForward,/usr/lib/aarch64-linux-gnu/libcudnn.so.8.6.0,1,0.250000000
628,1016506,paddle::experimental::SetKernelOutput@plt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
628,1016506,paddle::memory::allocation::AutoGrowthBestFitAllocator::FreeImpl,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
629,1016506,__aarch64_swp4_rel,/usr/lib/aarch64-linux-gnu/libpthread-2.31.so,1,0.333333333
629,1016506,memcmp@plt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
629,1016506,"paddle::framework::ExtractAttribute<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::operator()@plt",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
630,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333
630,1016506,"paddle::platform::details::SafeBoostGetConst<std::vector<int, std::allocator<int> >, paddle::variant<paddle::blank, int, float, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::vector<int, std::allocator<int> >, std::vector<float, std::allocator<float> >, std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, bool, std::vector<bool, std::allocator<bool> >, paddle::framework::BlockDesc*, long, std::vector<paddle::framework::BlockDesc*, std::allocator<paddle::framework::BlockDesc*> >, std::vector<long, std::allocator<long> >, std::vector<double, std::allocator<double> >, paddle::framework::VarDesc*, std::vector<paddle::framework::VarDesc*, std::allocator<paddle::framework::VarDesc*> >, double> >@plt",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
630,1016506,tcmalloc::SLL_TryPop,inlined,1,0.333333333
631,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333
631,1016506,cutlass_cudnn::layout::TensorNHWC::TensorNHWC,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333
631,1016506,paddle::framework::OperatorWithKernel::BuildPhiKernelContext,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
632,1016506,[unknown],/usr/lib/aarch64-linux-gnu/libc-2.31.so,1,0.333333333
632,1016506,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298,1,0.333333333
632,1016506,memcmp,/usr/lib/aarch64-linux-gnu/libc-2.31.so,1,0.333333333
633,1016506,[unknown],/usr/lib/aarch64-linux-gnu/libcudnn_ops_infer.so.8.6.0,1,0.333333333
633,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333
633,1016506,paddle::framework::OperatorBase::Info@plt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
634,1016506,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.500000000
634,1016506,cudnn::backend::OperationSet::~OperationSet,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.500000000
635,1016506,cudnn::backend::ExecutionPlan::~ExecutionPlan,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333
635,1016506,cudnn::cnn::AutoTransformationExecutor::isAllowedDtypeConversion,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333
635,1016506,phi::funcs::GetDecreasedDims<long>,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
636,1016506,cudnnSetConvolutionMathType,/usr/lib/aarch64-linux-gnu/libcudnn.so.8.6.0,1,0.250000000
636,1016506,paddle::framework::ExtractAttribute<bool>::operator(),/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
636,1016506,paddle::platform::VisitPlace<paddle::memory::legacy::AllocVisitor>,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
636,1016506,"phi::Pad3dKernel<float, phi::GPUContext>",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
637,1016506,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298,1,0.333333333
637,1016506,paddle::framework::Scope::FindVar,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
637,1016506,"paddle::small_vector_impl<paddle::variant<paddle::framework::VarDesc*, paddle::framework::Variable*> >::operator=@plt",/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
638,1016504,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.333333333
638,1016504,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84,1,0.333333333
638,1016504,cudnn::backend::Tensor::Tensor,/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333
639,1016504,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.500000000
639,1016504,paddle::framework::OperatorWithKernel::BuildPhiKernelContext,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.500000000
641,1016504,NvRmGpuChannelKickoffPbWithAttr@plt,/usr/lib/aarch64-linux-gnu/tegra/libnvcucompat.so,1,0.333333333
641,1016504,"cask_cudnn::ft::subTree<cask_cudnn::cutkr::ft_cutlass_level, cask_cudnn::Convolution, cask_cudnn::ConvShader, cask_cudnn::ShaderList<cask_cudnn::ConvShader, cask_cudnn::Convolution> >::isFullyExplored",/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0,1,0.333333333
641,1016504,std::_Rb_tree_increment,/usr/lib/aarch64-linux-gnu/libstdc++.so.6.0.28,1,0.333333333
642,1016504,[unknown],/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1,1,0.250000000
642,1016504,[unknown],/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298,1,0.250000000
642,1016504,paddle::framework::OperatorWithKernel::RunImpl,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
642,1016504,paddle::framework::RuntimeInferShapeContext::SetOutputDim,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.250000000
643,1016507,paddle::experimental::ParseDataType@plt,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
643,1016507,paddle::operators::BatchNormGradOp::GetKernelTypeForVar,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
643,1016507,phi::DenseTensor::place,/opt/apollo/neo/packages/3rd-paddleinference/9.0.0-rc1-r1/lib/libpaddle_inference.so,1,0.333333333
644,1016507,host1x_readl,[kernel.kallsyms],1,0.333333333
