"frame_index","trace_id","input_perception_seq","prediction_output_seq","lidar_trace_id","lidar_frame_index","lidar_data_ts_ns","callback_tid","log_tid","lidar_enter_ns","perception_output_ns","prediction_enter_ns","prediction_exit_ns","complete","execution_ms","upstream_perception_ms","dispatch_proxy_ms","lidar_to_prediction_complete_ms","perception_to_prediction_complete_ms","container_calls","container_sum_ms","container_max_ms","cyber_taskmanager_notify_task_calls","cyber_taskmanager_notify_task_sum_ms","cyber_taskmanager_notify_task_max_ms","cyber_taskmanager_notify_tasks_calls","cyber_taskmanager_notify_tasks_sum_ms","cyber_taskmanager_notify_tasks_max_ms","cyber_taskmanager_queue_enqueue_calls","cyber_taskmanager_queue_enqueue_sum_ms","cyber_taskmanager_queue_enqueue_max_ms","evaluator_calls","evaluator_sum_ms","evaluator_max_ms","perception_calls","perception_sum_ms","perception_max_ms","predictor_calls","predictor_sum_ms","predictor_max_ms","proc_calls","proc_sum_ms","proc_max_ms","semantic_adc_draw_calls","semantic_adc_draw_sum_ms","semantic_adc_draw_max_ms","semantic_base_async_draw_calls","semantic_base_async_draw_sum_ms","semantic_base_async_draw_max_ms","semantic_base_async_future_replace_calls","semantic_base_async_future_replace_sum_ms","semantic_base_async_future_replace_max_ms","semantic_base_async_lock_wait_calls","semantic_base_async_lock_wait_sum_ms","semantic_base_async_lock_wait_max_ms","semantic_base_async_schedule_calls","semantic_base_async_schedule_sum_ms","semantic_base_async_schedule_max_ms","semantic_base_async_submit_calls","semantic_base_async_submit_sum_ms","semantic_base_async_submit_max_ms","semantic_base_copy_calls","semantic_base_copy_sum_ms","semantic_base_copy_max_ms","semantic_base_image_calls","semantic_base_image_sum_ms","semantic_base_image_max_ms","semantic_draw_crosswalks_calls","semantic_draw_crosswalks_sum_ms","semantic_draw_crosswalks_max_ms","semantic_draw_junctions_calls","semantic_draw_junctions_sum_ms","semantic_draw_junctions_max_ms","semantic_draw_lanes_calls","semantic_draw_lanes_sum_ms","semantic_draw_lanes_max_ms","semantic_draw_roads_calls","semantic_draw_roads_sum_ms","semantic_draw_roads_max_ms","semantic_history_cache_copy_calls","semantic_history_cache_copy_sum_ms","semantic_history_cache_copy_max_ms","semantic_map_prepare_calls","semantic_map_prepare_sum_ms","semantic_map_prepare_max_ms","semantic_map_run_calls","semantic_map_run_sum_ms","semantic_map_run_max_ms","semantic_obstacle_history_draw_calls","semantic_obstacle_history_draw_sum_ms","semantic_obstacle_history_draw_max_ms","thread_pool_run_calls","thread_pool_run_sum_ms","thread_pool_run_max_ms","writer_calls","writer_sum_ms","writer_max_ms","all_traced_span_ms","execution_ms_p99_tail","dispatch_proxy_ms_p99_tail","upstream_perception_ms_p99_tail","lidar_to_prediction_complete_ms_p99_tail","perception_to_prediction_complete_ms_p99_tail","all_traced_span_ms_p99_tail","previous20_execution_median_ms","local_execution_jump","anomaly_categories","cruise_mlp_inference_calls","cruise_mlp_inference_sum_ms","cruise_mlp_inference_max_ms","model_cruise_mlp_calls","model_cruise_mlp_sum_ms","model_cruise_mlp_max_ms","jointly_prediction_planning_inference_calls","jointly_prediction_planning_inference_sum_ms","jointly_prediction_planning_inference_max_ms","model_jointly_prediction_planning_calls","model_jointly_prediction_planning_sum_ms","model_jointly_prediction_planning_max_ms"
"926","17293852238736786919","1562","1280","72087263672010266","954","1788865105853891436","1645396","1645396","968514157478336","968514318355264","968514325100416","968514454224960","True","129.124544","160.876928","6.745152","296.746624","135.869696","1","0.686368","0.686368","16","1.5744","1.313952","1","1.592544","1.592544","1","0.00688","0.00688","1","121.1728","121.1728","1","127.886272","127.886272","1","1.03472","1.03472","1","129.124544","129.124544","1","0.001344","0.001344","1","12.598592","12.598592","1","0.001152","0.001152","1","0.001536","0.001536","1","1.611488","1.611488","1","1.608128","1.608128","1","1.271328","1.271328","1","2.887456","2.887456","1","0.006784","0.006784","1","0.583232","0.583232","1","9.755648","9.755648","1","1.74416","1.74416","1","0.226784","0.226784","1","0.751552","0.751552","1","3.584288","3.584288","1","0.458752","0.458752","1","116.820704","116.820704","1","0.442144","0.442144","129.124544","False","False","False","False","False","False","137.912176","False","","18","328.729536","44.243264","7","376.49929599999996","92.977184","","","","","",""
"927","17293852238736786920","1563","1281","72087263672010267","955","1788865106012125434","1645394","1645394","968514298052896","968514456460992","968514456828864","968514587160576","True","130.331712","158.408096","0.367872","289.10768","130.699584","1","2.232768","2.232768","16","2.4190079999999994","2.10384","1","2.437024","2.437024","1","0.007968","0.007968","1","121.68752","121.68752","1","127.582368","127.582368","1","0.775104","0.775104","1","130.331712","130.331712","1","0.001152","0.001152","1","12.687424","12.687424","1","0.001056","0.001056","1","0.001024","0.001024","1","2.457792","2.457792","1","2.454016","2.454016","1","1.281696","1.281696","1","3.74432","3.74432","1","0.006112","0.006112","1","0.237088","0.237088","1","9.705024","9.705024","1","2.18656","2.18656","1","0.18912","0.18912","1","0.653184","0.653184","1","4.39856","4.39856","1","0.455552","0.455552","1","116.618464","116.618464","1","0.387424","0.387424","130.331712","False","False","False","False","False","False","137.912176","False","","18","379.042688","43.318336","7","427.805408","98.379328","","","","","",""
"928","17293852238736786921","1564","1282","72087263672010268","956","1788865106146770059","1645390","1645390","968514435955840","968514591765760","968514592421984","968514712523968","True","120.101984","155.80992","0.656224","276.568128","120.758208","1","0.517248","0.517248","16","1.791904","1.53568","1","1.811104","1.811104","1","0.006976","0.006976","1","112.07552","112.07552","1","119.078496","119.078496","1","0.761568","0.761568","1","120.101984","120.101984","1","0.001088","0.001088","1","12.789664","12.789664","1","0.001056","0.001056","1","0.001216","0.001216","1","1.82816","1.82816","1","1.824992","1.824992","1","1.305312","1.305312","1","3.137408","3.137408","1","0.006336","0.006336","1","0.295712","0.295712","1","10.107936","10.107936","1","1.89008","1.89008","1","0.345056","0.345056","1","0.716864","0.716864","1","3.963328","3.963328","1","0.46848","0.46848","1","107.364192","107.364192","1","0.402016","0.402016","120.101984","False","False","False","False","False","False","136.336032","False","","18","353.525312","45.282944","7","403.395328","97.884416","","","","","",""
"929","17293852238736786922","1565","1283","72087263672010269","957","1788865106282934717","1645390","1645390","968514571947936","968514708992864","968514712584000","968514841919200","True","129.3352","137.044928","3.591136","269.971264","132.926336","1","0.529664","0.529664","16","2.344192","2.068576","1","2.393472","2.393472","1","0.012064","0.012064","1","121.890912","121.890912","1","128.316096","128.316096","1","0.821152","0.821152","1","129.3352","129.3352","1","0.001312","0.001312","1","15.314752","15.314752","1","0.001472","0.001472","1","0.001088","0.001088","1","2.4184","2.4184","1","2.41456","2.41456","1","1.318176","1.318176","1","3.741472","3.741472","1","0.008032","0.008032","1","0.331104","0.331104","1","9.193408","9.193408","1","1.924192","1.924192","1","0.199584","0.199584","1","0.71536","0.71536","1","4.47088","4.47088","1","0.517696","0.517696","1","116.68864","116.68864","1","0.395744","0.395744","129.3352","False","False","False","False","False","False","135.480448","False","","18","343.510176","56.193792","7","387.41887999999994","71.330304","","","","","",""
"930","17293852238736786923","1566","1284","72087263672010270","958","1788865106416507805","1645394","1645394","968514700261088","968514850980288","968514851461728","968514889690528","True","38.2288","150.7192","0.48144","189.42944","38.71024","1","0.544864","0.544864","16","3.6300799999999995","3.043328","1","3.653824","3.653824","1","0.010176","0.010176","1","31.155104","31.155104","1","37.182112","37.182112","1","0.7736","0.7736","1","38.2288","38.2288","1","0.117696","0.117696","1","11.973408","11.973408","1","0.001056","0.001056","1","0.001216","0.001216","1","3.675328","3.675328","1","3.672","3.672","1","1.30368","1.30368","1","4.985344","4.985344","1","0.004992","0.004992","1","0.212832","0.212832","1","9.568448","9.568448","1","1.648032","1.648032","1","0.177088","0.177088","1","0.637408","0.637408","1","5.743936","5.743936","1","0.454688","0.454688","1","24.758528","24.758528","1","0.402016","0.402016","38.2288","False","False","False","False","False","False","134.89091200000001","False","","18","70.33200000000001","6.73184","7","82.366752","15.993312","","","","","",""
"932","17293852238736786925","1568","1286","72087263672010272","960","1788865106707483303","1645383","1645383","968514992885344","968515145837472","968515146651392","968515271478624","True","124.827232","152.952128","0.81392","278.59328","125.641152","1","0.611424","0.611424","16","0.4454080000000001","0.135456","1","0.46576","0.46576","1","0.007008","0.007008","1","117.825856","117.825856","1","123.607008","123.607008","1","0.8016","0.8016","1","124.827232","124.827232","1","0.001632","0.001632","1","11.71488","11.71488","1","0.00128","0.00128","1","0.001312","0.001312","1","0.483104","0.483104","1","0.479552","0.479552","1","1.235648","1.235648","1","1.723488","1.723488","1","0.00432","0.00432","1","0.255776","0.255776","1","9.294432","9.294432","1","1.677216","1.677216","1","0.74736","0.74736","1","0.628608","0.628608","1","3.129856","3.129856","1","0.646976","0.646976","1","114.050656","114.050656","1","0.474624","0.474624","124.827232","False","False","False","False","False","False","133.29016000000001","False","","18","320.332864","34.969632","7","362.930176","65.262656","","","","","",""
"933","17293852238736786926","1569","1287","72087263672010273","961","1788865106839995940","1645398","1645398","968515128222176","968515281659648","968515282298496","968515413305184","True","131.006688","153.437472","0.638848","285.083008","131.645536","1","0.533696","0.533696","16","7.04304","6.673632","1","7.06512","7.06512","1","0.011232","0.011232","1","121.831648","121.831648","1","130.034208","130.034208","1","1.332864","1.332864","1","131.006688","131.006688","1","0.001376","0.001376","1","12.238336","12.238336","1","0.00112","0.00112","1","0.001344","0.001344","1","7.091328","7.091328","1","7.087616","7.087616","1","1.384896","1.384896","1","8.482624","8.482624","1","0.006368","0.006368","1","0.27072","0.27072","1","9.671616","9.671616","1","1.782272","1.782272","1","0.218496","0.218496","1","0.785568","0.785568","1","9.253888","9.253888","1","0.540736","0.540736","1","111.77648","111.77648","1","0.319552","0.319552","131.006688","False","False","False","False","False","False","132.46473600000002","False","","18","347.205376","43.82976","7","396.93520000000007","100.867872","","","","","",""
"934","17293852238736786927","1570","1288","72087263672010274","962","1788865106977969490","1645398","1645398","968515262456544","968515407300544","968515413365824","968515544440768","True","131.074944","144.844","6.06528","281.984224","137.140224","1","0.605472","0.605472","16","4.719136","4.354624","1","4.738912","4.738912","1","0.00752","0.00752","1","122.113472","122.113472","1","130.035712","130.035712","1","1.156544","1.156544","1","131.074944","131.074944","1","0.001376","0.001376","1","12.885728","12.885728","1","0.001088","0.001088","1","0.001504","0.001504","1","4.758816","4.758816","1","4.7552","4.7552","1","1.266624","1.266624","1","6.030816","6.030816","1","0.006784","0.006784","1","0.275424","0.275424","1","9.915104","9.915104","1","2.174912","2.174912","1","0.217408","0.217408","1","0.641984","0.641984","1","6.702688","6.702688","1","0.445184","0.445184","1","114.749408","114.749408","1","0.325696","0.325696","131.074944","False","False","False","False","False","False","131.866928","False","","18","320.983904","35.369824","7","368.206656","88.755488","","","","","",""
"935","17293852238736786928","1571","1289","72087263672010275","963","1788865107112632649","1645398","1645398","968515396263104","968515541198304","968515544503328","968515671662816","True","127.159488","144.9352","3.305024","275.399712","130.464512","1","0.49888","0.49888","16","0.22239999999999996","0.053248","1","0.238624","0.238624","1","0.011328","0.011328","1","119.680576","119.680576","1","126.142496","126.142496","1","0.976608","0.976608","1","127.159488","127.159488","1","0.000832","0.000832","1","13.083936","13.083936","1","0.001184","0.001184","1","0.001536","0.001536","1","0.262144","0.262144","1","0.25856","0.25856","1","1.278144","1.278144","1","1.545248","1.545248","1","0.005696","0.005696","1","0.25008","0.25008","1","10.482688","10.482688","1","1.865664","1.865664","1","0.172576","0.172576","1","0.673472","0.673472","1","2.1048","2.1048","1","0.377632","0.377632","1","116.887008","116.887008","1","0.425536","0.425536","127.159488","False","False","False","False","False","False","131.866928","False","","18","367.206304","36.036928","7","415.702976","94.423552","","","","","",""
"936","17293852238736786929","1572","1290","72087263672010276","964","1788865107246164199","1645394","1645394","968515527015392","968515672813472","968515673239904","968515731197632","True","57.957728","145.79808","0.426432","204.18224","58.38416","1","0.551616","0.551616","16","0.3149759999999999","0.051488","1","0.331744","0.331744","1","0.010784","0.010784","1","49.472256","49.472256","1","56.861408","56.861408","1","1.005568","1.005568","1","57.957728","57.957728","1","0.0016","0.0016","1","11.96736","11.96736","1","0.001216","0.001216","1","0.001056","0.001056","1","0.354848","0.354848","1","0.350752","0.350752","1","1.302272","1.302272","1","1.662464","1.662464","1","0.005216","0.005216","1","0.245536","0.245536","1","9.441728","9.441728","1","1.75184","1.75184","1","0.258144","0.258144","1","0.698816","0.698816","1","2.602976","2.602976","1","0.671424","0.671424","1","46.15248","46.15248","1","0.421408","0.421408","57.957728","False","False","False","False","False","False","131.33054399999997","False","","18","112.261312","9.083296","7","127.809152","24.504608","","","","","",""
