window_id,window_start_s,window_end_s,timestamp_s,interval_start_s,interval_end_s,cpu,prev_tid,prev_comm,prev_prio,prev_state,next_tid,next_comm,next_prio,running_interval_ms
runnable_1646949,968509.545500000,968509.556800000,968509.554734000,968509.554734000,968509.554743000,5,0,swapper/5,120,R,1347978,MainThread,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.554739000,968509.554739000,968509.554747000,4,0,swapper/4,120,R,1645541,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.554743000,968509.554743000,968509.555906000,5,1347978,MainThread,120,S,0,swapper/5,120,1.163000
runnable_1646949,968509.545500000,968509.556800000,968509.554744000,968509.554744000,968509.555061000,6,1347997,libuv-worker,120,S,0,swapper/6,120,0.317000
runnable_1646949,968509.545500000,968509.556800000,968509.554747000,968509.554747000,968509.554776000,4,1645541,mainboard,120,S,0,swapper/4,120,0.029000
runnable_1646949,968509.545500000,968509.556800000,968509.554775000,968509.554775000,968509.554992000,1,0,swapper/1,120,R,1648067,cyber_recorder,120,0.217000
runnable_1646949,968509.545500000,968509.556800000,968509.554775000,968509.554775000,968509.554782000,3,0,swapper/3,120,R,1648107,cyber_recorder,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.554776000,968509.554776000,968509.554784000,4,0,swapper/4,120,R,1646962,perf_trace_io,130,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.554782000,968509.554782000,968509.554796000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.014000
runnable_1646949,968509.545500000,968509.556800000,968509.554784000,968509.554784000,968509.554851000,4,1646962,perf_trace_io,130,S,0,swapper/4,120,0.067000
runnable_1646949,968509.545500000,968509.556800000,968509.554790000,968509.554790000,968509.554796000,10,0,swapper/10,120,R,1644538,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.554796000,968509.554796000,968509.554812000,3,0,swapper/3,120,R,1645382,mainboard,120,0.016000
runnable_1646949,968509.545500000,968509.556800000,968509.554796000,968509.554796000,968509.554802000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.554802000,968509.554802000,968509.554809000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.554809000,968509.554809000,968509.554815000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.554812000,968509.554812000,968509.554825000,3,1645382,mainboard,120,S,1645352,mainboard,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.554815000,968509.554815000,968509.554825000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.554825000,968509.554825000,968509.554833000,3,1645352,mainboard,120,S,1646161,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.554825000,968509.554825000,968509.554832000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.554832000,968509.554832000,968509.554916000,10,1645711,mainboard,120,S,0,swapper/10,120,0.084000
runnable_1646949,968509.545500000,968509.556800000,968509.554833000,968509.554833000,968509.554892000,3,1646161,mainboard,120,S,0,swapper/3,120,0.059000
runnable_1646949,968509.545500000,968509.556800000,968509.554851000,968509.554851000,968509.554857000,4,0,swapper/4,120,R,1645541,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.554857000,968509.554857000,968509.554959000,4,1645541,mainboard,120,S,0,swapper/4,120,0.102000
runnable_1646949,968509.545500000,968509.556800000,968509.554892000,968509.554892000,968509.554905000,3,0,swapper/3,120,R,1645426,mainboard,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.554905000,968509.554905000,968509.554912000,3,1645426,mainboard,120,S,1646161,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.554912000,968509.554912000,968509.554920000,3,1646161,mainboard,120,S,1648107,cyber_recorder,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.554916000,968509.554916000,968509.554922000,10,0,swapper/10,120,R,1644538,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.554920000,968509.554920000,968509.555023000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.103000
runnable_1646949,968509.545500000,968509.556800000,968509.554922000,968509.554922000,968509.554927000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.554927000,968509.554927000,968509.554932000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.554932000,968509.554932000,968509.554939000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.554939000,968509.554939000,968509.554948000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.554948000,968509.554948000,968509.554956000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.554956000,968509.554956000,968509.554966000,10,1645711,mainboard,120,S,1646201,perf_trace_io,130,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.554959000,968509.554959000,968509.554964000,4,0,swapper/4,120,R,1645541,mainboard,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.554964000,968509.554964000,968509.555065000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.554966000,968509.554966000,968509.555015000,10,1646201,perf_trace_io,130,S,0,swapper/10,120,0.049000
runnable_1646949,968509.545500000,968509.556800000,968509.554992000,968509.554992000,968509.555023000,1,1648067,cyber_recorder,120,S,0,swapper/1,120,0.031000
runnable_1646949,968509.545500000,968509.556800000,968509.555015000,968509.555015000,968509.555039000,10,0,swapper/10,120,R,1645551,perf_trace_io,130,0.024000
runnable_1646949,968509.545500000,968509.556800000,968509.555023000,968509.555023000,968509.555032000,1,0,swapper/1,120,R,1648107,cyber_recorder,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555023000,968509.555023000,968509.555031000,3,0,swapper/3,120,R,1646161,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555031000,968509.555031000,968509.555132000,3,1646161,mainboard,120,S,0,swapper/3,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555032000,968509.555032000,968509.555134000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.102000
runnable_1646949,968509.545500000,968509.556800000,968509.555039000,968509.555039000,968509.555045000,10,1645551,perf_trace_io,130,R,1644538,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.555045000,968509.555045000,968509.555054000,10,1644538,mainboard,120,S,1645330,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555054000,968509.555054000,968509.555062000,10,1645330,mainboard,120,S,1645477,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555061000,968509.555061000,968509.555071000,6,0,swapper/6,120,R,1645399,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555062000,968509.555062000,968509.555069000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555065000,968509.555065000,968509.555068000,4,0,swapper/4,120,R,1645541,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555068000,968509.555068000,968509.555169000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555069000,968509.555069000,968509.555076000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555071000,968509.555071000,968509.555795000,6,1645399,mainboard,120,S,0,swapper/6,120,0.724000
runnable_1646949,968509.545500000,968509.556800000,968509.555076000,968509.555076000,968509.555086000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555086000,968509.555086000,968509.555094000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555094000,968509.555094000,968509.555103000,10,1645711,mainboard,120,S,1645551,perf_trace_io,130,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555103000,968509.555103000,968509.555141000,10,1645551,perf_trace_io,130,S,0,swapper/10,120,0.038000
runnable_1646949,968509.545500000,968509.556800000,968509.555132000,968509.555132000,968509.555135000,3,0,swapper/3,120,R,1646161,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555134000,968509.555134000,968509.555138000,1,0,swapper/1,120,R,1648107,cyber_recorder,120,0.004000
runnable_1646949,968509.545500000,968509.556800000,968509.555135000,968509.555135000,968509.555237000,3,1646161,mainboard,120,S,0,swapper/3,120,0.102000
runnable_1646949,968509.545500000,968509.556800000,968509.555138000,968509.555138000,968509.555241000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.103000
runnable_1646949,968509.545500000,968509.556800000,968509.555141000,968509.555141000,968509.555184000,10,0,swapper/10,120,R,1645479,mainboard,120,0.043000
runnable_1646949,968509.545500000,968509.556800000,968509.555169000,968509.555169000,968509.555172000,4,0,swapper/4,120,R,1645541,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555172000,968509.555172000,968509.555273000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555184000,968509.555184000,968509.555205000,10,1645479,mainboard,120,D,1644538,mainboard,120,0.021000
runnable_1646949,968509.545500000,968509.556800000,968509.555205000,968509.555205000,968509.555212000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555212000,968509.555212000,968509.555219000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555219000,968509.555219000,968509.555226000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555226000,968509.555226000,968509.555236000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555236000,968509.555236000,968509.555245000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555237000,968509.555237000,968509.555239000,3,0,swapper/3,120,R,1646161,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555239000,968509.555239000,968509.555341000,3,1646161,mainboard,120,S,0,swapper/3,120,0.102000
runnable_1646949,968509.545500000,968509.556800000,968509.555241000,968509.555241000,968509.555244000,1,0,swapper/1,120,R,1648107,cyber_recorder,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555244000,968509.555244000,968509.555345000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555245000,968509.555245000,968509.555281000,10,1645711,mainboard,120,S,0,swapper/10,120,0.036000
runnable_1646949,968509.545500000,968509.556800000,968509.555273000,968509.555273000,968509.555275000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555275000,968509.555275000,968509.555376000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555281000,968509.555281000,968509.555339000,10,0,swapper/10,120,R,1644789,dreamview_plus,120,0.058000
runnable_1646949,968509.545500000,968509.556800000,968509.555328000,968509.555328000,968509.555404000,8,1645430,mainboard,120,R,1644692,dreamview_plus,120,0.076000
runnable_1646949,968509.545500000,968509.556800000,968509.555339000,968509.555339000,968509.555350000,10,1644789,dreamview_plus,120,S,1644538,mainboard,120,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.555341000,968509.555341000,968509.555343000,3,0,swapper/3,120,R,1646161,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555343000,968509.555343000,968509.555432000,3,1646161,mainboard,120,S,0,swapper/3,120,0.089000
runnable_1646949,968509.545500000,968509.556800000,968509.555345000,968509.555345000,968509.555347000,1,0,swapper/1,120,R,1648107,cyber_recorder,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555347000,968509.555347000,968509.555432000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.085000
runnable_1646949,968509.545500000,968509.556800000,968509.555350000,968509.555350000,968509.555358000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555358000,968509.555358000,968509.555365000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555365000,968509.555365000,968509.555372000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555372000,968509.555372000,968509.555382000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555376000,968509.555376000,968509.555378000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555378000,968509.555378000,968509.555479000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555382000,968509.555382000,968509.555390000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555390000,968509.555390000,968509.555461000,10,1645711,mainboard,120,S,0,swapper/10,120,0.071000
runnable_1646949,968509.545500000,968509.556800000,968509.555404000,968509.555404000,968509.555412000,8,1644692,dreamview_plus,120,S,1644789,dreamview_plus,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555412000,968509.555412000,968509.556042000,8,1644789,dreamview_plus,120,S,1645430,mainboard,120,0.630000
runnable_1646949,968509.545500000,968509.556800000,968509.555432000,968509.555432000,968509.555440000,1,0,swapper/1,120,R,1646161,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555432000,968509.555432000,968509.555442000,3,0,swapper/3,120,R,1645309,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555440000,968509.555440000,968509.555452000,1,1646161,mainboard,120,S,0,swapper/1,120,0.012000
runnable_1646949,968509.545500000,968509.556800000,968509.555442000,968509.555442000,968509.555545000,3,1645309,mainboard,120,S,0,swapper/3,120,0.103000
runnable_1646949,968509.545500000,968509.556800000,968509.555452000,968509.555452000,968509.555456000,1,0,swapper/1,120,R,1648107,cyber_recorder,120,0.004000
runnable_1646949,968509.545500000,968509.556800000,968509.555456000,968509.555456000,968509.555542000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.086000
runnable_1646949,968509.545500000,968509.556800000,968509.555461000,968509.555461000,968509.555565000,10,0,swapper/10,120,R,1648113,dds.ev.1,120,0.104000
runnable_1646949,968509.545500000,968509.556800000,968509.555479000,968509.555479000,968509.555481000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555481000,968509.555481000,968509.555582000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555542000,968509.555542000,968509.555549000,1,0,swapper/1,120,R,1646161,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555545000,968509.555545000,968509.555553000,3,0,swapper/3,120,R,1648107,cyber_recorder,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555549000,968509.555549000,968509.555651000,1,1646161,mainboard,120,S,0,swapper/1,120,0.102000
runnable_1646949,968509.545500000,968509.556800000,968509.555553000,968509.555553000,968509.555656000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.103000
runnable_1646949,968509.545500000,968509.556800000,968509.555565000,968509.555565000,968509.555573000,10,1648113,dds.ev.1,120,S,1644538,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555573000,968509.555573000,968509.555581000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555581000,968509.555581000,968509.555593000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.012000
runnable_1646949,968509.545500000,968509.556800000,968509.555582000,968509.555582000,968509.555584000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555584000,968509.555584000,968509.555685000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555593000,968509.555593000,968509.555603000,10,1645745,mainboard,120,R,1648056,cyber_recorder,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555603000,968509.555603000,968509.555610000,10,1648056,cyber_recorder,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555610000,968509.555610000,968509.555617000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555617000,968509.555617000,968509.555627000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555627000,968509.555627000,968509.555635000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.555635000,968509.555635000,968509.555688000,10,1645711,mainboard,120,S,0,swapper/10,120,0.053000
runnable_1646949,968509.545500000,968509.556800000,968509.555651000,968509.555651000,968509.555657000,1,0,swapper/1,120,R,1646161,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.555656000,968509.555656000,968509.555661000,3,0,swapper/3,120,R,1648107,cyber_recorder,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.555657000,968509.555657000,968509.555758000,1,1646161,mainboard,120,S,0,swapper/1,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555661000,968509.555661000,968509.555762000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555685000,968509.555685000,968509.555687000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.555687000,968509.555687000,968509.555792000,4,1645541,mainboard,120,S,0,swapper/4,120,0.105000
runnable_1646949,968509.545500000,968509.556800000,968509.555688000,968509.555688000,968509.555697000,10,0,swapper/10,120,R,1648029,cyber_recorder,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555697000,968509.555697000,968509.555704000,10,1648029,cyber_recorder,120,S,1644538,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555704000,968509.555704000,968509.555711000,10,1644538,mainboard,120,S,1645477,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555711000,968509.555711000,968509.555718000,10,1645477,mainboard,120,S,1645745,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555718000,968509.555718000,968509.555724000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.555724000,968509.555724000,968509.555735000,10,1645566,mainboard,120,S,0,swapper/10,120,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.555735000,968509.555735000,968509.555745000,10,0,swapper/10,120,R,1646932,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555745000,968509.555745000,968509.555752000,10,1646932,mainboard,120,S,1645711,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.555752000,968509.555752000,968509.555806000,10,1645711,mainboard,120,S,0,swapper/10,120,0.054000
runnable_1646949,968509.545500000,968509.556800000,968509.555758000,968509.555758000,968509.555761000,1,0,swapper/1,120,R,1646161,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555761000,968509.555761000,968509.555862000,1,1646161,mainboard,120,S,0,swapper/1,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555762000,968509.555762000,968509.555765000,3,0,swapper/3,120,R,1648107,cyber_recorder,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555765000,968509.555765000,968509.555865000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.100000
runnable_1646949,968509.545500000,968509.556800000,968509.555792000,968509.555792000,968509.555795000,4,0,swapper/4,120,R,1645541,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555795000,968509.555795000,968509.555896000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.555795000,968509.555795000,968509.555806000,6,0,swapper/6,120,R,1646962,perf_trace_io,130,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.555806000,968509.555806000,968509.555969000,6,1646962,perf_trace_io,130,S,0,swapper/6,120,0.163000
runnable_1646949,968509.545500000,968509.556800000,968509.555806000,968509.555806000,968509.555862000,10,0,swapper/10,120,R,1644538,mainboard,120,0.056000
runnable_1646949,968509.545500000,968509.556800000,968509.555862000,968509.555862000,968509.555865000,1,0,swapper/1,120,R,1646161,mainboard,120,0.003000
runnable_1646949,968509.545500000,968509.556800000,968509.555862000,968509.555862000,968509.555970000,10,1644538,mainboard,120,S,1645575,dds.asyn.1.1,120,0.108000
runnable_1646949,968509.545500000,968509.556800000,968509.555865000,968509.555865000,968509.555959000,1,1646161,mainboard,120,S,0,swapper/1,120,0.094000
runnable_1646949,968509.545500000,968509.556800000,968509.555865000,968509.555865000,968509.555880000,3,0,swapper/3,120,R,1645382,mainboard,120,0.015000
runnable_1646949,968509.545500000,968509.556800000,968509.555880000,968509.555880000,968509.555890000,3,1645382,mainboard,120,S,1645352,mainboard,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.555890000,968509.555890000,968509.555993000,3,1645352,mainboard,120,S,1648107,cyber_recorder,120,0.103000
runnable_1646949,968509.545500000,968509.556800000,968509.555896000,968509.555896000,968509.556014000,4,0,swapper/4,120,R,1645541,mainboard,120,0.118000
runnable_1646949,968509.545500000,968509.556800000,968509.555906000,968509.555906000,968509.555934000,5,0,swapper/5,120,R,1645560,dds.ev.1,120,0.028000
runnable_1646949,968509.545500000,968509.556800000,968509.555934000,968509.555934000,968509.556115000,5,1645560,dds.ev.1,120,S,0,swapper/5,120,0.181000
runnable_1646949,968509.545500000,968509.556800000,968509.555959000,968509.555959000,968509.555980000,1,0,swapper/1,120,R,1645426,mainboard,120,0.021000
runnable_1646949,968509.545500000,968509.556800000,968509.555969000,968509.555969000,968509.556060000,6,0,swapper/6,120,R,1648045,cyber_recorder,120,0.091000
runnable_1646949,968509.545500000,968509.556800000,968509.555970000,968509.555970000,968509.555983000,10,1645575,dds.asyn.1.1,120,S,1645477,mainboard,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.555980000,968509.555980000,968509.555989000,1,1645426,mainboard,120,S,1646161,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.555983000,968509.555983000,968509.556001000,10,1645477,mainboard,120,S,1644538,mainboard,120,0.018000
runnable_1646949,968509.545500000,968509.556800000,968509.555989000,968509.555989000,968509.556044000,1,1646161,mainboard,120,S,0,swapper/1,120,0.055000
runnable_1646949,968509.545500000,968509.556800000,968509.555993000,968509.555993000,968509.556048000,3,1648107,cyber_recorder,120,S,0,swapper/3,120,0.055000
runnable_1646949,968509.545500000,968509.556800000,968509.555993000,968509.555993000,968509.556006000,9,1645458,mainboard,120,S,1645445,mainboard,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.556001000,968509.556001000,968509.556050000,10,1644538,mainboard,120,S,1648036,cyber_recorder,120,0.049000
runnable_1646949,968509.545500000,968509.556800000,968509.556006000,968509.556006000,968509.556040000,9,1645445,mainboard,120,S,1644691,dreamview_plus,120,0.034000
runnable_1646949,968509.545500000,968509.556800000,968509.556014000,968509.556014000,968509.556036000,4,1645541,mainboard,120,S,0,swapper/4,120,0.022000
runnable_1646949,968509.545500000,968509.556800000,968509.556036000,968509.556036000,968509.556078000,4,0,swapper/4,120,R,1645411,mainboard,120,0.042000
runnable_1646949,968509.545500000,968509.556800000,968509.556040000,968509.556040000,968509.556051000,9,1644691,dreamview_plus,120,R+,13,rcu_preempt,120,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.556042000,968509.556042000,968509.556075000,8,1645430,mainboard,120,R,1644789,dreamview_plus,120,0.033000
runnable_1646949,968509.545500000,968509.556800000,968509.556044000,968509.556044000,968509.556057000,1,0,swapper/1,120,R,1644778,dds.udp.27417,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.556048000,968509.556048000,968509.556101000,3,0,swapper/3,120,R,1646942,mainboard,120,0.053000
runnable_1646949,968509.545500000,968509.556800000,968509.556050000,968509.556050000,968509.556063000,10,1648036,cyber_recorder,120,S,1645745,mainboard,120,0.013000
runnable_1646949,968509.545500000,968509.556800000,968509.556051000,968509.556051000,968509.556068000,9,13,rcu_preempt,120,I,1644691,dreamview_plus,120,0.017000
runnable_1646949,968509.545500000,968509.556800000,968509.556057000,968509.556057000,968509.556188000,1,1644778,dds.udp.27417,120,R,1559753,sshd,120,0.131000
runnable_1646949,968509.545500000,968509.556800000,968509.556060000,968509.556060000,968509.556109000,6,1648045,cyber_recorder,120,S,0,swapper/6,120,0.049000
runnable_1646949,968509.545500000,968509.556800000,968509.556063000,968509.556063000,968509.556074000,10,1645745,mainboard,120,S,1645566,mainboard,120,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.556068000,968509.556068000,968509.556133000,9,1644691,dreamview_plus,120,S,1645550,mainboard,120,0.065000
runnable_1646949,968509.545500000,968509.556800000,968509.556074000,968509.556074000,968509.556092000,10,1645566,mainboard,120,S,1646932,mainboard,120,0.018000
runnable_1646949,968509.545500000,968509.556800000,968509.556075000,968509.556075000,968509.556085000,8,1644789,dreamview_plus,120,S,1644693,dreamview_plus,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.556078000,968509.556078000,968509.556115000,4,1645411,mainboard,120,S,0,swapper/4,120,0.037000
runnable_1646949,968509.545500000,968509.556800000,968509.556079000,968509.556079000,968509.556101000,0,1648118,dds.udp.27457,120,R,12,ksoftirqd/0,120,0.022000
runnable_1646949,968509.545500000,968509.556800000,968509.556085000,968509.556085000,968509.556092000,8,1644693,dreamview_plus,120,S,1644692,dreamview_plus,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.556092000,968509.556092000,968509.556335000,8,1644692,dreamview_plus,120,S,1645430,mainboard,120,0.243000
runnable_1646949,968509.545500000,968509.556800000,968509.556092000,968509.556092000,968509.556099000,10,1646932,mainboard,120,R,1645477,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.556099000,968509.556099000,968509.556111000,10,1645477,mainboard,120,S,1645330,mainboard,120,0.012000
runnable_1646949,968509.545500000,968509.556800000,968509.556101000,968509.556101000,968509.556338000,0,12,ksoftirqd/0,120,S,1648118,dds.udp.27457,120,0.237000
runnable_1646949,968509.545500000,968509.556800000,968509.556101000,968509.556101000,968509.556111000,3,1646942,mainboard,120,R,1648107,cyber_recorder,120,0.010000
runnable_1646949,968509.545500000,968509.556800000,968509.556109000,968509.556109000,968509.556278000,6,0,swapper/6,120,R,1645418,mainboard,120,0.169000
runnable_1646949,968509.545500000,968509.556800000,968509.556111000,968509.556111000,968509.556182000,3,1648107,cyber_recorder,120,S,1646159,dds.udp.27447,120,0.071000
runnable_1646949,968509.545500000,968509.556800000,968509.556111000,968509.556111000,968509.556119000,10,1645330,mainboard,120,S,1644538,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.556115000,968509.556115000,968509.556124000,4,0,swapper/4,120,R,1645541,mainboard,120,0.009000
