window_id,window_start_s,window_end_s,timestamp_s,interval_start_s,interval_end_s,cpu,prev_tid,prev_comm,prev_prio,prev_state,next_tid,next_comm,next_prio,running_interval_ms
runnable_1646949,968509.545500000,968509.556800000,968509.545618000,968509.545618000,968509.545635000,10,1644780,dreamview_plus,120,S,0,swapper/10,120,0.017000
runnable_1646949,968509.545500000,968509.556800000,968509.545623000,968509.545623000,968509.545628000,4,0,swapper/4,120,R,1645541,mainboard,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.545628000,968509.545628000,968509.545729000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.545634000,968509.545634000,968509.545643000,9,0,swapper/9,120,R,1645711,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.545635000,968509.545635000,968509.545647000,10,0,swapper/10,120,R,1645445,mainboard,120,0.012000
runnable_1646949,968509.545500000,968509.556800000,968509.545643000,968509.545643000,968509.545697000,9,1645711,mainboard,120,S,0,swapper/9,120,0.054000
runnable_1646949,968509.545500000,968509.556800000,968509.545647000,968509.545647000,968509.545698000,10,1645445,mainboard,120,S,0,swapper/10,120,0.051000
runnable_1646949,968509.545500000,968509.556800000,968509.545652000,968509.545652000,968509.545660000,1,0,swapper/1,120,R,1646161,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.545660000,968509.545660000,968509.545666000,1,1646161,mainboard,120,S,1648107,cyber_recorder,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.545666000,968509.545666000,968509.545703000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.037000
runnable_1646949,968509.545500000,968509.556800000,968509.545683000,968509.545683000,968509.545689000,11,0,swapper/11,120,R,1646932,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.545689000,968509.545689000,968509.545698000,11,1646932,mainboard,120,S,0,swapper/11,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.545697000,968509.545697000,968509.545722000,9,0,swapper/9,120,R,1644780,dreamview_plus,120,0.025000
runnable_1646949,968509.545500000,968509.556800000,968509.545698000,968509.545698000,968509.545704000,8,0,swapper/8,120,R,1645745,mainboard,120,0.006000
runnable_1646949,968509.545500000,968509.556800000,968509.545698000,968509.545698000,968509.545707000,10,0,swapper/10,120,R,1644538,mainboard,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.545698000,968509.545698000,968509.545706000,11,0,swapper/11,120,R,1645477,mainboard,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.545703000,968509.545703000,968509.545742000,1,0,swapper/1,120,R,1646159,dds.udp.27447,120,0.039000
runnable_1646949,968509.545500000,968509.556800000,968509.545704000,968509.545704000,968509.545722000,8,1645745,mainboard,120,S,0,swapper/8,120,0.018000
runnable_1646949,968509.545500000,968509.556800000,968509.545706000,968509.545706000,968509.545713000,11,1645477,mainboard,120,S,0,swapper/11,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545707000,968509.545707000,968509.545718000,10,1644538,mainboard,120,S,0,swapper/10,120,0.011000
runnable_1646949,968509.545500000,968509.556800000,968509.545713000,968509.545713000,968509.545720000,11,0,swapper/11,120,R,1645526,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545718000,968509.545718000,968509.545725000,10,0,swapper/10,120,R,1645566,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545720000,968509.545720000,968509.545728000,11,1645526,mainboard,120,S,0,swapper/11,120,0.008000
runnable_1646949,968509.545500000,968509.556800000,968509.545722000,968509.545722000,968509.545729000,8,0,swapper/8,120,R,1645711,mainboard,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545722000,968509.545722000,968509.545731000,9,1644780,dreamview_plus,120,R,1648121,cyber_recorder,120,0.009000
runnable_1646949,968509.545500000,968509.556800000,968509.545725000,968509.545725000,968509.545809000,10,1645566,mainboard,120,S,0,swapper/10,120,0.084000
runnable_1646949,968509.545500000,968509.556800000,968509.545728000,968509.545728000,968509.545783000,11,0,swapper/11,120,R,1645485,mainboard,120,0.055000
runnable_1646949,968509.545500000,968509.556800000,968509.545729000,968509.545729000,968509.545731000,4,0,swapper/4,120,R,1645541,mainboard,120,0.002000
runnable_1646949,968509.545500000,968509.556800000,968509.545729000,968509.545729000,968509.545797000,8,1645711,mainboard,120,S,0,swapper/8,120,0.068000
runnable_1646949,968509.545500000,968509.556800000,968509.545731000,968509.545731000,968509.545832000,4,1645541,mainboard,120,S,0,swapper/4,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.545731000,968509.545731000,968509.545738000,9,1648121,cyber_recorder,120,S,1644780,dreamview_plus,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545738000,968509.545738000,968509.545800000,9,1644780,dreamview_plus,120,S,0,swapper/9,120,0.062000
runnable_1646949,968509.545500000,968509.556800000,968509.545742000,968509.545742000,968509.545763000,1,1646159,dds.udp.27447,120,S,0,swapper/1,120,0.021000
runnable_1646949,968509.545500000,968509.556800000,968509.545746000,968509.545746000,968509.545793000,0,174,irq/134-host_sy,49,S,1648118,dds.udp.27457,120,0.047000
runnable_1646949,968509.545500000,968509.556800000,968509.545763000,968509.545763000,968509.545768000,1,0,swapper/1,120,R,1646161,mainboard,120,0.005000
runnable_1646949,968509.545500000,968509.556800000,968509.545768000,968509.545768000,968509.545775000,1,1646161,mainboard,120,S,1648107,cyber_recorder,120,0.007000
runnable_1646949,968509.545500000,968509.556800000,968509.545775000,968509.545775000,968509.545876000,1,1648107,cyber_recorder,120,S,0,swapper/1,120,0.101000
runnable_1646949,968509.545500000,968509.556800000,968509.545783000,968509.545783000,968509.545801000,11,1645485,mainboard,120,S,0,swapper/11,120,0.018000
runnable_1646949,968509.545500000,968509.556800000,968509.545793000,968509.545793000,968509.546242000,0,1648118,dds.udp.27457,120,S,1646949,mainboard,120,0.449000
runnable_1646949,968509.545500000,968509.556800000,968509.545797000,968509.545797000,968509.545822000,8,0,swapper/8,120,R,1645477,mainboard,120,0.025000
