frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms,completion_status,terminal_phase
586,17293982500799907140,container,3772852,1220055913282848,1220055913764832,0.481984,ok,container_exit
586,17293982500799907140,semantic_map_prepare,3772852,1220055914265088,1220055914314528,0.04944,ok,semantic_map_prepare_exit
586,17293982500799907140,semantic_base_copy,3772852,1220055914320864,1220055915625312,1.304448,ok,semantic_base_copy_exit
586,17293982500799907140,cyber_taskmanager_queue_enqueue,3772852,1220055915634080,1220055915641888,0.007808,ok,cyber_taskmanager_queue_enqueue_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915643968,1220055915679008,0.03504,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915680352,1220055915695040,0.014688,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,semantic_base_async_lock_wait,3772853,1220055915706176,1220055915707488,0.001312,ok,semantic_base_async_lock_wait_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915696256,1220055915708384,0.012128,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915709664,1220055915724608,0.014944,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915725728,1220055915737376,0.011648,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915738464,1220055915753792,0.015328,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915754912,1220055915766304,0.011392,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915767200,1220055915923008,0.155808,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915925632,1220055915941120,0.015488,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915942496,1220055915956736,0.01424,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915957920,1220055915972096,0.014176,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915973184,1220055915987008,0.013824,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055915988416,1220055916002112,0.013696,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,semantic_draw_roads,3772853,1220055916396192,1220055918926496,2.530304,ok,semantic_draw_roads_exit
586,17293982500799907140,semantic_draw_junctions,3772853,1220055918931744,1220055919161952,0.230208,ok,semantic_draw_junctions_exit
586,17293982500799907140,semantic_draw_crosswalks,3772853,1220055919164896,1220055919172768,0.007872,ok,semantic_draw_crosswalks_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055916003296,1220055929850624,13.847328,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055929855968,1220055929886304,0.030336,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_task,3772852,1220055929887584,1220055929899744,0.01216,ok,cyber_taskmanager_notify_task_exit
586,17293982500799907140,cyber_taskmanager_notify_tasks,3772852,1220055915643040,1220055929901312,14.258272,ok,cyber_taskmanager_notify_tasks_exit
586,17293982500799907140,semantic_base_async_submit,3772852,1220055915629600,1220055929903648,14.274048,ok,semantic_base_async_submit_exit
586,17293982500799907140,semantic_base_async_future_replace,3772852,1220055929904608,1220055929906048,0.00144,ok,semantic_base_async_future_replace_exit
586,17293982500799907140,semantic_base_async_schedule,3772852,1220055915628448,1220055929906752,14.278304,ok,semantic_base_async_schedule_exit
586,17293982500799907140,semantic_base_image,3772852,1220055914319104,1220055929908096,15.588992,ok,semantic_base_image_exit
586,17293982500799907140,semantic_adc_draw,3772852,1220055929909088,1220055929910720,0.001632,ok,semantic_adc_draw_exit
586,17293982500799907140,semantic_obstacle_history_draw,3772852,1220055929911488,1220055930002240,0.090752,ok,semantic_obstacle_history_draw_exit
586,17293982500799907140,semantic_history_cache_copy,3772852,1220055930003840,1220055930014176,0.010336,ok,semantic_history_cache_copy_exit
586,17293982500799907140,semantic_map_run,3772852,1220055914316640,1220055930016096,15.699456,ok,semantic_map_run_exit
586,17293982500799907140,thread_pool_run,3772852,1220055930017632,1220055930022400,0.004768,ok,thread_pool_run_exit
586,17293982500799907140,evaluator,3772852,1220055914260800,1220055930024288,15.763488,ok,evaluator_exit
586,17293982500799907140,predictor,3772852,1220055930025760,1220055930029792,0.004032,ok,predictor_exit
586,17293982500799907140,perception,3772852,1220055913772736,1220055930033440,16.260704,ok,perception_exit
586,17293982500799907140,writer,3772852,1220055930045696,1220055930139840,0.094144,ok,writer_done
586,17293982500799907140,proc,3772852,1220055913276960,1220055930146816,16.869856,ok,proc_exit
586,17293982500799907140,semantic_draw_lanes,3772853,1220055919173760,1220055933919680,14.74592,ok,semantic_draw_lanes_exit
586,17293982500799907140,semantic_base_async_draw,3772853,1220055915702880,1220055933925568,18.222688,ok,semantic_base_async_draw_exit
