group_name,run_id,record_profile_available,record_dir,run_record_association_status,profile_status,reaction_time_message_diagnostic_ms,data_age_record_diagnostic_ms,planning_age_record_diagnostic_ms,update_gap_record_diagnostic_ms,missing_reason,join_policy
baseline,202607271031,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271048,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271054,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271059,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271104,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271108,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
baseline,202607271113,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
delay_300ms,202607271131,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
delay_300ms,202607271202,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
delay_300ms,202607271206,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
delay_300ms,202607271211,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
delay_300ms,202607271643,False,,NO_SAME_RUN_RECORD_EXPORT,UNAVAILABLE,,,,,SECOND_EXPERIMENT_RUN_HAS_NO_NESTED_RECORD_DIRECTORY,left join; do not use records from other experiment dates
