"frame_index","trace_id","input_perception_seq","prediction_output_seq","lidar_trace_id","lidar_frame_index","lidar_data_ts_ns","callback_tid","log_tid","lidar_enter_ns","perception_output_ns","prediction_enter_ns","prediction_exit_ns","complete","execution_ms","upstream_perception_ms","dispatch_proxy_ms","lidar_to_prediction_complete_ms","perception_to_prediction_complete_ms","container_calls","container_sum_ms","container_max_ms","cyber_taskmanager_notify_task_calls","cyber_taskmanager_notify_task_sum_ms","cyber_taskmanager_notify_task_max_ms","cyber_taskmanager_notify_tasks_calls","cyber_taskmanager_notify_tasks_sum_ms","cyber_taskmanager_notify_tasks_max_ms","cyber_taskmanager_queue_enqueue_calls","cyber_taskmanager_queue_enqueue_sum_ms","cyber_taskmanager_queue_enqueue_max_ms","evaluator_calls","evaluator_sum_ms","evaluator_max_ms","perception_calls","perception_sum_ms","perception_max_ms","predictor_calls","predictor_sum_ms","predictor_max_ms","proc_calls","proc_sum_ms","proc_max_ms","semantic_adc_draw_calls","semantic_adc_draw_sum_ms","semantic_adc_draw_max_ms","semantic_base_async_draw_calls","semantic_base_async_draw_sum_ms","semantic_base_async_draw_max_ms","semantic_base_async_future_replace_calls","semantic_base_async_future_replace_sum_ms","semantic_base_async_future_replace_max_ms","semantic_base_async_lock_wait_calls","semantic_base_async_lock_wait_sum_ms","semantic_base_async_lock_wait_max_ms","semantic_base_async_schedule_calls","semantic_base_async_schedule_sum_ms","semantic_base_async_schedule_max_ms","semantic_base_async_submit_calls","semantic_base_async_submit_sum_ms","semantic_base_async_submit_max_ms","semantic_base_copy_calls","semantic_base_copy_sum_ms","semantic_base_copy_max_ms","semantic_base_image_calls","semantic_base_image_sum_ms","semantic_base_image_max_ms","semantic_draw_crosswalks_calls","semantic_draw_crosswalks_sum_ms","semantic_draw_crosswalks_max_ms","semantic_draw_junctions_calls","semantic_draw_junctions_sum_ms","semantic_draw_junctions_max_ms","semantic_draw_lanes_calls","semantic_draw_lanes_sum_ms","semantic_draw_lanes_max_ms","semantic_draw_roads_calls","semantic_draw_roads_sum_ms","semantic_draw_roads_max_ms","semantic_history_cache_copy_calls","semantic_history_cache_copy_sum_ms","semantic_history_cache_copy_max_ms","semantic_map_prepare_calls","semantic_map_prepare_sum_ms","semantic_map_prepare_max_ms","semantic_map_run_calls","semantic_map_run_sum_ms","semantic_map_run_max_ms","semantic_obstacle_history_draw_calls","semantic_obstacle_history_draw_sum_ms","semantic_obstacle_history_draw_max_ms","thread_pool_run_calls","thread_pool_run_sum_ms","thread_pool_run_max_ms","writer_calls","writer_sum_ms","writer_max_ms","all_traced_span_ms","execution_ms_p99_tail","dispatch_proxy_ms_p99_tail","upstream_perception_ms_p99_tail","lidar_to_prediction_complete_ms_p99_tail","perception_to_prediction_complete_ms_p99_tail","all_traced_span_ms_p99_tail","previous20_execution_median_ms","local_execution_jump","anomaly_categories","cruise_mlp_inference_calls","cruise_mlp_inference_sum_ms","cruise_mlp_inference_max_ms","model_cruise_mlp_calls","model_cruise_mlp_sum_ms","model_cruise_mlp_max_ms","jointly_prediction_planning_inference_calls","jointly_prediction_planning_inference_sum_ms","jointly_prediction_planning_inference_max_ms","model_jointly_prediction_planning_calls","model_jointly_prediction_planning_sum_ms","model_jointly_prediction_planning_max_ms"
"860","17293852238736786852","1495","1214","72087263672010199","887","1788865096414410035","1645397","1645397","968504699300160","968504864693664","968504868232480","968505004854208","True","136.621728","165.393504","3.538816","305.554048","140.160544","1","0.495136","0.495136","16","0.47164800000000007","0.239264","1","0.488416","0.488416","1","0.00992","0.00992","1","127.260448","127.260448","1","135.486208","135.486208","1","1.494464","1.494464","1","136.621728","136.621728","1","0.00112","0.00112","1","10.324224","10.324224","1","0.001248","0.001248","1","0.00144","0.00144","1","0.512928","0.512928","1","0.509024","0.509024","1","1.642592","1.642592","1","2.162592","2.162592","1","0.006304","0.006304","1","0.121472","0.121472","1","8.08768","8.08768","1","1.588896","1.588896","1","0.243936","0.243936","1","0.914688","0.914688","1","3.045248","3.045248","1","0.625216","0.625216","1","123.275072","123.275072","1","0.500128","0.500128","136.621728","False","False","False","False","False","False","141.44750399999998","False","","23","396.49596799999995","44.845312","9","447.17264000000006","97.026176","","","","","",""
"861","17293852238736786853","1496","1215","72087263672010200","888","1788865096552040192","1645397","1645397","968504839903776","968504999597856","968505004922016","968505131497120","True","126.575104","159.69408","5.32416","291.593344","131.899264","1","0.566688","0.566688","16","0.32489599999999996","0.048448","1","0.343616","0.343616","1","0.01024","0.01024","1","117.49376","117.49376","1","125.332832","125.332832","1","1.373184","1.373184","1","126.575104","126.575104","1","0.00224","0.00224","1","10.707456","10.707456","1","0.001856","0.001856","1","0.001504","0.001504","1","0.367808","0.367808","1","0.363136","0.363136","1","1.541152","1.541152","1","1.916096","1.916096","1","0.005056","0.005056","1","0.115232","0.115232","1","8.369344","8.369344","1","1.684096","1.684096","1","0.243904","0.243904","1","0.933696","0.933696","1","2.7552","2.7552","1","0.58256","0.58256","1","113.788224","113.788224","1","0.524896","0.524896","126.575104","False","False","False","False","False","False","141.33174400000001","False","","23","356.93232000000006","40.005888","9","416.38879999999995","87.411232","","","","","",""
"877","17293852238736786869","1512","1231","72087263672010216","904","1788865098787010036","1645397","1645397","968507089523360","968507226994528","968507231479136","968507379886592","True","148.407456","137.471168","4.484608","290.363232","152.892064","1","1.317696","1.317696","16","3.7761920000000004","3.187296","1","3.79664","3.79664","1","0.007744","0.007744","1","139.267872","139.267872","1","146.468576","146.468576","1","1.230944","1.230944","1","148.407456","148.407456","1","0.001248","0.001248","1","11.332608","11.332608","1","0.001184","0.001184","1","0.00096","0.00096","1","3.81584","3.81584","1","3.812416","3.812416","1","1.264832","1.264832","1","5.086016","5.086016","1","0.006336","0.006336","1","0.145568","0.145568","1","9.090208","9.090208","1","1.600096","1.600096","1","0.202592","0.202592","1","0.8504","0.8504","1","5.887008","5.887008","1","0.588672","0.588672","1","132.516192","132.516192","1","0.494816","0.494816","148.407456","False","False","False","False","False","False","136.878816","False","","23","407.84073599999994","40.04528","9","471.2368960000001","108.462784","","","","","",""
"878","17293852238736786870","1513","1232","72087263672010217","905","1788865098938049192","1645397","1645397","968507222489472","968507376415104","968507379939744","968507528133344","True","148.1936","153.925632","3.52464","305.643872","151.71824","1","0.494656","0.494656","16","0.314176","0.080256","1","0.331072","0.331072","1","0.008096","0.008096","1","139.341856","139.341856","1","147.03696","147.03696","1","1.452896","1.452896","1","148.1936","148.1936","1","0.001344","0.001344","1","11.617856","11.617856","1","0.000992","0.000992","1","0.000864","0.000864","1","0.350912","0.350912","1","0.347424","0.347424","1","1.258976","1.258976","1","1.616864","1.616864","1","0.004928","0.004928","1","0.170368","0.170368","1","9.03856","9.03856","1","1.91872","1.91872","1","0.20752","0.20752","1","0.95584","0.95584","1","2.551872","2.551872","1","0.639968","0.639968","1","135.817568","135.817568","1","0.526016","0.526016","148.1936","False","False","False","False","False","False","137.82888000000003","False","","23","378.072096","35.359584","9","443.493632","85.039616","","","","","",""
"879","17293852238736786871","1514","1233","72087263672010218","906","1788865099082549356","1645397","1645397","968507371246688","968507516295488","968507528197184","968507666372320","True","138.175136","145.0488","11.901696","295.125632","150.076832","1","0.466496","0.466496","16","0.229312","0.053152","1","0.244896","0.244896","1","0.008992","0.008992","1","128.716256","128.716256","1","137.042272","137.042272","1","1.34016","1.34016","1","138.175136","138.175136","1","0.001152","0.001152","1","11.862816","11.862816","1","0.001344","0.001344","1","0.00128","0.00128","1","0.267488","0.267488","1","0.263264","0.263264","1","1.608896","1.608896","1","1.883168","1.883168","1","0.008","0.008","1","0.211072","0.211072","1","9.324","9.324","1","1.807584","1.807584","1","0.292288","0.292288","1","0.945824","0.945824","1","2.853312","2.853312","1","0.666112","0.666112","1","124.900032","124.900032","1","0.52528","0.52528","138.175136","False","False","False","False","False","False","138.757168","False","","23","396.2000320000001","40.268864","9","449.38646400000005","99.794656","","","","","",""
"880","17293852238736786872","1515","1234","72087263672010219","907","1788865099217510782","1645397","1645397","968507505535104","968507657012288","968507666439712","968507803543520","True","137.103808","151.477184","9.427424","298.008416","146.531232","1","0.502528","0.502528","16","3.241664000000001","2.92864","1","3.264032","3.264032","1","0.009248","0.009248","1","127.784512","127.784512","1","135.99568","135.99568","1","1.30688","1.30688","1","137.103808","137.103808","1","0.001312","0.001312","1","15.483072","15.483072","1","0.001728","0.001728","1","0.001696","0.001696","1","3.287104","3.287104","1","3.282272","3.282272","1","1.397568","1.397568","1","4.69088","4.69088","1","0.00512","0.00512","1","0.150848","0.150848","1","9.3792","9.3792","1","1.528064","1.528064","1","0.2896","0.2896","1","0.851424","0.851424","1","5.681408","5.681408","1","0.690336","0.690336","1","121.232576","121.232576","1","0.463328","0.463328","137.103808","False","False","False","False","False","False","138.348496","False","","23","376.30944000000005","37.693984","9","440.642592","102.88656","","","","","",""
"881","17293852238736786873","1516","1235","72087263672010220","908","1788865099356104302","1645397","1645397","968507647833056","968507784085440","968507803609472","968507941970560","True","138.361088","136.252384","19.524032","294.137504","157.88512","1","0.48368","0.48368","16","0.688512","0.474944","1","0.707776","0.707776","1","0.00992","0.00992","1","129.145408","129.145408","1","137.232288","137.232288","1","1.2808","1.2808","1","138.361088","138.361088","1","0.001728","0.001728","1","16.636192","16.636192","1","0.001408","0.001408","1","0.00144","0.00144","1","0.731136","0.731136","1","0.726976","0.726976","1","1.399232","1.399232","1","2.136928","2.136928","1","0.006912","0.006912","1","0.229824","0.229824","1","14.063296","14.063296","1","1.824352","1.824352","1","0.242624","0.242624","1","0.88688","0.88688","1","3.076416","3.076416","1","0.686848","0.686848","1","125.1648","125.1648","1","0.50592","0.50592","138.361088","False","False","False","False","False","False","138.348496","False","","23","391.33286400000014","47.49168","9","444.60457599999995","102.140704","","","","","",""
"882","17293852238736786874","1517","1236","72087263672010221","909","1788865099496294604","1645397","1645397","968507785132576","968507927148128","968507942030208","968508086747584","True","144.717376","142.015552","14.88208","301.615008","159.599456","1","0.508032","0.508032","16","0.241344","0.065312","1","0.2568","0.2568","1","0.012992","0.012992","1","134.514176","134.514176","1","143.420928","143.420928","1","1.493088","1.493088","1","144.717376","144.717376","1","0.001504","0.001504","1","13.974304","13.974304","1","0.001088","0.001088","1","0.0016","0.0016","1","0.281664","0.281664","1","0.277856","0.277856","1","1.346432","1.346432","1","1.633376","1.633376","1","0.007648","0.007648","1","0.192288","0.192288","1","11.37536","11.37536","1","1.86752","1.86752","1","0.221376","0.221376","1","0.864736","0.864736","1","2.369696","2.369696","1","0.504928","0.504928","1","131.252512","131.252512","1","0.611616","0.611616","144.717376","False","False","False","False","False","False","138.441472","False","","23","363.666208","39.75552","9","400.62752","96.150816","","","","","",""
"883","17293852238736786875","1518","1237","72087263672010222","910","1788865099630787909","1645396","1645396","968507933236480","968508089185504","968508089690560","968508233306144","True","143.615584","155.949024","0.505056","300.069664","144.12064","1","0.553248","0.553248","16","0.506976","0.069472","1","0.528416","0.528416","1","0.009824","0.009824","1","133.374144","133.374144","1","142.467968","142.467968","1","1.85472","1.85472","1","143.615584","143.615584","1","0.001344","0.001344","1","12.607232","12.607232","1","0.001888","0.001888","1","0.001472","0.001472","1","0.552544","0.552544","1","0.547456","0.547456","1","1.454592","1.454592","1","2.01312","2.01312","1","0.005696","0.005696","1","0.18","0.18","1","10.225152","10.225152","1","1.641344","1.641344","1","0.376224","0.376224","1","1.005664","1.005664","1","3.091936","3.091936","1","0.688896","0.688896","1","129.257184","129.257184","1","0.447744","0.447744","143.615584","False","False","False","False","False","False","138.441472","False","","23","381.54393600000003","40.207136","9","445.33123200000006","100.949632","","","","","",""
"915","17293852238736786908","1551","1269","72087263672010255","943","1788865104315181052","1645392","1645392","968512601092128","968512769754240","968512770685504","968512904484064","True","133.79856","168.662112","0.931264","303.391936","134.729824","1","0.51568","0.51568","16","2.7888320000000006","2.448864","1","2.808096","2.808096","1","0.010464","0.010464","1","125.033632","125.033632","1","132.747072","132.747072","1","0.959904","0.959904","1","133.79856","133.79856","1","0.001408","0.001408","1","12.102112","12.102112","1","0.001216","0.001216","1","0.000928","0.000928","1","2.831872","2.831872","1","2.827808","2.827808","1","1.396512","1.396512","1","4.233696","4.233696","1","0.00592","0.00592","1","0.263296","0.263296","1","9.328064","9.328064","1","2.004608","2.004608","1","0.280352","0.280352","1","1.060896","1.060896","1","5.333152","5.333152","1","0.808608","0.808608","1","118.622144","118.622144","1","0.400736","0.400736","133.79856","False","False","False","False","False","False","137.72328","False","","23","393.69747200000006","36.706784","9","449.514592","87.912288","","","","","",""
