"frame_index","input_seq","callback_tid","execution_ms","callback_running_ms","callback_blocked_ms","callback_runnable_ms","unknown_ms","stack_samples_all_frame_tids","stack_samples_callback","sched_context_events"
"860","1495","1645397","136.621728","12.130727875046432","124.19899995438755","0.29200012795627117","0.0","10","1","2052"
"861","1496","1645397","126.575104","12.074103811755776","111.90899997018278","2.5920001789927483","0.0","9","1","1760"
"877","1512","1645397","148.407456","11.7754559032619","136.51000009849668","0.12199999764561653","0.0","11","2","1932"
"878","1513","1645397","148.1936","11.405599885620177","135.98100014496595","0.8069999748840928","0.0","11","1","1836"
"879","1514","1645397","138.175136","12.358135893009603","125.30800001695752","0.5090001504868269","0.0","13","1","2182"
"880","1515","1645397","137.103808","12.29880831670016","124.37599978875369","0.4289998905733228","0.0","10","1","2185"
"881","1516","1645397","138.361088","11.79508795030415","125.77700009569526","0.788999954238534","0.0","7","1","1948"
"882","1517","1645397","144.717376","12.104376452043653","131.88399991486222","0.7289997301995754","0.0","10","1","2160"
"883","1518","1645396","143.615584","12.685584020800889","123.34699998609722","7.582999998703599","0.0","12","2","2448"
"915","1551","1645392","133.79856","11.86856022104621","118.84399992413819","3.085999866016209","0.0","11","1","2187"
"916","1552","1645392","134.431296","11.230296222493052","123.03000001702458","0.17099978867918253","0.0","12","1","1929"
