source_frame,lidar_timestamp,perception_seq,perception_pub_time,output_interval_ms,perception_data_age_ms,obstacle_ids,target_id,target_x,target_y,target_vx,target_vy,tracking_time
506,1788414577932012918,1174,1788414578.144191265,96.404552,212.178469,[],,,,,,
507,1788414578032010772,1175,1788414578.250892878,106.701612,218.882084,[],,,,,,
508,1788414578131560474,1176,1788414578.366499662,115.606785,234.939098,[],,,,,,
509,1788414578231738873,1177,1788414578.463116884,96.617222,231.378078,[],,,,,,
510,1788414578331960447,1178,1788414578.554077148,90.960264,222.116947,[],,,,,,
511,1788414578431929156,1179,1788414578.668995619,114.918470,237.066507,[],,,,,,
512,1788414578531351927,1180,1788414578.760010004,91.014385,228.658199,[],,,,,,
513,1788414578631756062,1181,1788414578.851990223,91.980219,220.234156,[],,,,,,
514,1788414578731083708,1182,1788414578.956623316,104.633093,225.539446,[],,,,,,
515,1788414578832311702,1183,1788414579.052481651,95.858335,220.169783,[],,,,,,
516,1788414578931957159,1184,1788414579.148809910,96.328259,216.852665,[],,,,,,
517,1788414579032032223,1185,1788414579.247735500,98.925591,215.703249,[],,,,,,
518,1788414579131860002,1186,1788414579.349082470,101.346970,217.222452,[],,,,,,
519,1788414579231276680,1187,1788414579.452613354,103.530884,221.336603,[],,,,,,
520,1788414579331737507,1188,1788414579.562579632,109.966278,230.842113,[],,,,,,
521,1788414579431989400,1189,1788414579.654495955,91.916323,222.506523,[],,,,,,
522,1788414579531720841,1190,1788414579.751442909,96.946955,219.722033,[],,,,,,
523,1788414579631724147,1191,1788414579.853159666,101.716757,221.435547,[],,,,,,
524,1788414579731188094,1192,1788414579.955882788,102.723122,224.694729,[],,,,,,
525,1788414579831958868,1193,1788414580.067871571,111.988783,235.912800,[],,,,,,
526,1788414579941498057,1194,1788414580.158714056,90.842485,217.216015,[],,,,,,
527,1788414580031866785,1195,1788414580.249344826,90.630770,217.478037,[],,,,,,
528,1788414580131787861,1196,1788414580.349280119,99.935293,217.492342,[],,,,,,
529,1788414580231877094,1197,1788414580.451171875,101.891756,219.294786,[],,,,,,
530,1788414580331686895,1198,1788414580.552571297,101.399422,220.884323,[],,,,,,
531,1788414580430993809,1199,1788414580.648372173,95.800877,217.378139,[],,,,,,
532,1788414580531039077,1200,1788414580.768083572,119.711399,237.044573,[],,,,,,
533,1788414580631148640,1201,1788414580.858804226,90.720654,227.655649,[],,,,,,
534,1788414580731168967,1202,1788414580.949783802,90.979576,218.614817,[],,,,,,
535,1788414580831275003,1203,1788414581.043772697,93.988895,212.497711,[],,,,,,
536,1788414580931280003,1204,1788414581.144039392,100.266695,212.759256,[],,,,,,
537,1788414581031172601,1205,1788414581.245798111,101.758718,214.625597,[],,,,,,
538,1788414581131335843,1206,1788414581.346892118,101.094007,215.556145,[],,,,,,
539,1788414581231751813,1207,1788414581.439347744,92.455626,207.595825,[],,,,,,
540,1788414581331729368,1208,1788414581.555895805,116.548061,224.166393,[],,,,,,
541,1788414581432228906,1209,1788414581.649844408,93.948603,217.615604,[],,,,,,
542,1788414581531696573,1210,1788414581.765438318,115.593910,233.741760,[],,,,,,
543,1788414581632016879,1211,1788414581.861567020,96.128702,229.550123,[],,,,,,
544,1788414581731858713,1212,1788414581.976535320,114.968300,244.676590,[],,,,,,
545,1788414581831138854,1213,1788414582.069871426,93.336105,238.732576,[],,,,,,
546,1788414581931229958,1214,1788414582.160182953,90.311527,228.952885,[],,,,,,
547,1788414582031076040,1215,1788414582.250454187,90.271235,219.377995,[],,,,,,
548,1788414582132150087,1216,1788414582.351762772,101.308584,219.612837,[],,,,,,
549,1788414582231749524,1217,1788414582.443939924,92.177153,212.190390,[],,,,,,
550,1788414582331208430,1218,1788414582.548819780,104.879856,217.611313,[],,,,,,
551,1788414582431432324,1219,1788414582.653214216,104.394436,221.781731,[],,,,,,
552,1788414582531324589,1220,1788414582.749655008,96.440792,218.330383,[],,,,,,
553,1788414582631936488,1221,1788414582.843991518,94.336510,212.054968,[],,,,,,
554,1788414582731500005,1222,1788414582.950188398,106.196880,218.688250,[],,,,,,
555,1788414582832043158,1223,1788414583.051297426,101.109028,219.254255,[],,,,,,
556,1788414582931280881,1224,1788414583.149401426,98.104000,218.120575,[],,,,,,
557,1788414583031766920,1225,1788414583.244439363,95.037937,212.672234,[],,,,,,
558,1788414583131457986,1226,1788414583.344554424,100.115061,213.096380,[],,,,,,
559,1788414583231141830,1227,1788414583.447582960,103.028536,216.441154,[],,,,,,
560,1788414583331312211,1228,1788414583.546622992,99.040031,215.310812,[],,,,,,
561,1788414583431305878,1229,1788414583.651070833,104.447842,219.764948,[],,,,,,
562,1788414583531579163,1230,1788414583.754122972,103.052139,222.543955,[],,,,,,
563,1788414583631126312,1231,1788414583.844130278,90.007305,213.004112,[],,,,,,
564,1788414583731680060,1232,1788414583.936379194,92.248917,204.699278,[],,,,,,
565,1788414583831245989,1233,1788414584.041273117,104.893923,210.026979,[],,,,,,
566,1788414583931947852,1234,1788414584.138546228,97.273111,206.598520,[],,,,,,
567,1788414584031598815,1235,1788414584.236290932,97.744703,204.692125,[],,,,,,
568,1788414584131610979,1236,1788414584.335139990,98.849058,203.529119,[],,,,,,
569,1788414584232175174,1237,1788414584.441512346,106.372356,209.337234,[],,,,,,
570,1788414584331674974,1238,1788414584.544254780,102.742434,212.579966,[],,,,,,
571,1788414584431648525,1239,1788414584.641761541,97.506762,210.113049,[],,,,,,
572,1788414584531378019,1240,1788414584.737279654,95.518112,205.901623,[],,,,,,
573,1788414584631453409,1241,1788414584.835075140,97.795486,203.621626,[],,,,,,
574,1788414584731615790,1242,1788414584.944766998,109.691858,213.151217,[],,,,,,
575,1788414584831297212,1243,1788414585.044132710,99.365711,212.835312,[],,,,,,
576,1788414584931721238,1244,1788414585.141040802,96.908092,209.319592,[],,,,,,
577,1788414585031663187,1245,1788414585.242093563,101.052761,210.430384,[],,,,,,
578,1788414585131645779,1246,1788414585.341586113,99.492550,209.940434,[],,,,,,
579,1788414585231121590,1247,1788414585.439188719,97.602606,208.066940,[],,,,,,
580,1788414585331757594,1248,1788414585.540025234,100.836515,208.267689,[],,,,,,
581,1788414585431328004,1249,1788414585.645649433,105.624199,214.321375,[],,,,,,
582,1788414585531091760,1250,1788414585.745741367,100.091934,214.649677,[],,,,,,
583,1788414585631405886,1251,1788414585.845064163,99.322796,213.658333,[],,,,,,
584,1788414585731493532,1252,1788414585.937623739,92.559576,206.130028,[],,,,,,
585,1788414585831912098,1253,1788414586.044188023,106.564283,212.275743,[],,,,,,
586,1788414585931317279,1254,1788414586.139062881,94.874859,207.745552,[],,,,,,
587,1788414586032076358,1255,1788414586.245160818,106.097937,213.084459,[],,,,,,
588,1788414586131201450,1256,1788414586.335696459,90.535641,204.494953,[],,,,,,
589,1788414586231147255,1257,1788414586.447018862,111.322403,215.871572,[],,,,,,
590,1788414586331117546,1258,1788414586.543674707,96.655846,212.557077,[],,,,,,
591,1788414586432212392,1259,1788414586.640503645,96.828938,208.291054,[],,,,,,
592,1788414586531053994,1260,1788414586.762859583,122.355938,231.805563,[],,,,,,
593,1788414586636215825,1261,1788414586.854657650,91.798067,218.441725,[],,,,,,
594,1788414586731315959,1262,1788414586.965027094,110.369444,233.711243,[],,,,,,
595,1788414586831204111,1263,1788414587.054141760,89.114666,222.937584,[],,,,,,
596,1788414586931459143,1264,1788414587.146503448,92.361689,215.044260,[],,,,,,
597,1788414587031304600,1265,1788414587.242902517,96.399069,211.597919,[],,,,,,
598,1788414587131538273,1266,1788414587.339847088,96.944571,208.308935,[],,,,,,
599,1788414587230977516,1267,1788414587.441785574,101.938486,210.808039,[],,,,,,
600,1788414587331287653,1268,1788414587.536728621,94.943047,205.440998,[],,,,,,
601,1788414587431728979,1269,1788414587.640934229,104.205608,209.205389,[],,,,,,
602,1788414587531545233,1270,1788414587.738486528,97.552299,206.941128,[],,,,,,
603,1788414587631763998,1271,1788414587.845335960,106.849432,213.572025,[],,,,,,
604,1788414587731241490,1272,1788414587.941706896,96.370935,210.465431,[],,,,,,
605,1788414587831868040,1273,1788414588.045369387,103.662491,213.501215,[],,,,,,
606,1788414587931649645,1274,1788414588.139843225,94.473839,208.193779,[],,,,,,
607,1788414588031260197,1275,1788414588.247568369,107.725143,216.308117,[9],9,-364.102057807,-21.300841102,-0.000000000,-0.000000000,0.300018787
608,1788414588131878631,1276,1788414588.351889372,104.321003,220.010757,[10],10,-392.476129335,9.928175317,0.000000000,-0.000000000,0.400637150
609,1788414588231798628,1277,1788414588.447174072,95.284700,215.375662,[],,,,,,
610,1788414588332377583,1278,1788414588.547710657,100.536585,215.332985,[],,,,,,
611,1788414588431687541,1279,1788414588.649610519,101.899862,217.923164,[],,,,,,
612,1788414588532057475,1280,1788414588.769438267,119.827747,237.380743,[],,,,,,
613,1788414588632236631,1281,1788414588.853075743,83.637476,220.839262,[],,,,,,
614,1788414588731111636,1282,1788414588.955122709,102.046967,224.010944,[],,,,,,
615,1788414588831329088,1283,1788414589.053249121,98.126411,221.920013,[12],12,-377.121458849,2.036062593,0.000000000,0.000000000,0.399641752
616,1788414588931435933,1284,1788414589.149675608,96.426487,218.239546,[12],12,-377.075469866,2.036671734,0.192385361,0.000616641,0.499748707
617,1788414589031281484,1285,1788414589.246352911,96.677303,215.071440,"[12,13,14]",14,-392.990188543,-0.523278313,0.000000000,0.000000000,0.199952364
618,1788414589131275446,1286,1788414589.352886200,106.533289,221.610785,"[12,13,14]",14,-392.977443335,-0.521275994,-0.000000000,-0.000000000,0.299946308
619,1788414589231795415,1287,1788414589.452078819,99.192619,220.283270,[12],12,-377.072851571,1.973956697,0.142966896,-0.064235844,0.800108194
620,1788414589331763170,1288,1788414589.551400185,99.321365,219.636917,[],,,,,,
621,1788414589431817489,1289,1788414589.649120569,97.720385,217.303038,"[12,14]",14,-393.006166219,-0.524421566,0.000000000,0.000000000,0.600488424
622,1788414589531853531,1290,1788414589.768525839,119.405270,236.672163,"[12,14]",14,-392.932145803,-0.491074731,-0.000000000,-0.000000000,0.700524569
623,1788414589632230815,1291,1788414590.038679361,270.153522,406.448364,[12],12,-377.110356576,1.973792761,-0.000000000,0.000000000,1.200543642
625,1788414589831228298,1293,1788414590.323791504,285.112143,492.563009,[12],12,-377.163902908,2.033190832,-0.000000000,0.000000000,1.399541140
628,1788414590131977818,1296,1788414590.581636906,257.845402,449.659109,[12],12,-377.172164699,2.038008217,-0.000000000,0.000000000,1.700290442
631,1788414590431859445,1299,1788414590.836368799,254.731894,404.509306,[],,,,,,
633,1788414590632233552,1301,1788414591.093761683,257.392883,461.528301,[],,,,,,
636,1788414590931215694,1304,1788414591.206970692,113.209009,275.755167,[],,,,,,
637,1788414591032239065,1305,1788414591.305466890,98.496199,273.227692,[15],15,-377.091618649,2.037387751,0.000000000,0.000000000,0.400005817
638,1788414591132752552,1306,1788414591.403411150,97.944260,270.658493,[15],15,-377.088187744,2.036621147,-0.000000000,-0.000000000,0.500519276
639,1788414591232007920,1307,1788414591.501004219,97.593069,268.996239,[16],16,-316.884904940,-26.537076565,-0.000000000,-0.000000000,0.199768782
640,1788414591331865401,1308,1788414591.597501993,96.497774,265.636683,[16],16,-316.899522644,-26.543592597,0.000000000,0.000000000,0.299626112
641,1788414591440699477,1309,1788414591.703717947,106.215954,263.018608,"[15,16]",15,-377.187234854,2.043175679,-0.207077160,0.013426659,0.808465958
642,1788414591546256867,1310,1788414591.802255630,98.537683,255.998850,[16],16,-317.110827913,-26.557505280,-0.000000000,0.000000000,0.514017582
643,1788414591645132923,1311,1788414591.901908159,99.652529,256.775379,[16],16,-317.092118559,-26.561785048,0.000000000,-0.000000000,0.612893581
644,1788414591731937270,1312,1788414592.001755476,99.847317,269.818306,[16],16,-317.024219282,-26.433355352,-0.000000000,-0.000000000,0.699697971
645,1788414591831359011,1313,1788414592.103780270,102.024794,272.421360,[16],16,-317.045850007,-26.455723769,0.000000000,0.000000000,0.799119711
646,1788414591931692230,1314,1788414592.205023050,101.242781,273.330688,[16],16,-317.034460105,-26.589666114,0.000000000,0.000000000,0.899453163
647,1788414592031708909,1315,1788414592.302745104,97.722054,271.036148,[16],16,-316.956180971,-26.566820284,-0.000000000,-0.000000000,0.999469757
648,1788414592131532728,1316,1788414592.402017117,99.272013,270.484209,[16],16,-316.954519341,-26.577178719,0.000000000,-0.000000000,1.099293709
649,1788414592232149474,1317,1788414592.511297941,109.280825,279.148340,[16],16,-316.874907611,-26.507583086,-0.000000000,-0.000000000,1.199910402
650,1788414592331412832,1318,1788414592.609625340,98.327398,278.212547,[16],16,-316.653041719,-26.559086908,-0.000000000,0.000000000,1.299173594
651,1788414592431803922,1319,1788414592.718470335,108.844995,286.666393,[16],16,-316.687326733,-26.504042970,0.000000000,-0.000000000,1.399564743
652,1788414592531457283,1320,1788414592.829305887,110.835552,297.848701,[16],16,-317.072375830,-26.506446254,0.000000000,0.000000000,1.499217987
653,1788414592631604952,1321,1788414592.930228472,100.922585,298.623562,[16],16,-316.896624382,-26.534274693,-0.000000000,0.000000000,1.599365711
654,1788414592732003614,1322,1788414593.047148943,116.920471,315.145254,[16],16,-316.607563250,-26.539738309,-0.000000000,-0.000000000,1.699764490
655,1788414592832574474,1323,1788414593.150269747,103.120804,317.695379,[16],16,-316.930807474,-26.452623758,0.000000000,-0.000000000,1.800335169
656,1788414592932691186,1324,1788414593.251555443,101.285696,318.864346,[16],16,-316.633982634,-26.548374183,-0.000000000,0.000000000,1.900451899
657,1788414593032199811,1325,1788414593.353649139,102.093697,321.449280,[16],16,-316.696392587,-26.470908484,0.000000000,-0.000000000,1.999960661
658,1788414593132364228,1326,1788414593.450175524,96.526384,317.811251,[16],16,-316.631503531,-26.546092120,-0.000000000,0.000000000,2.100125074
659,1788414593231934075,1327,1788414593.548601151,98.425627,316.667080,[16],16,-316.773240418,-26.492216441,0.000000000,-0.000000000,2.199694872
660,1788414593332223989,1328,1788414593.646269798,97.668648,314.045906,"[16,19]",16,-316.661102703,-26.507038461,-0.000000000,0.000000000,2.299984694
661,1788414593431904575,1329,1788414593.742348194,96.078396,310.443640,"[16,19]",16,-316.596925922,-26.509741554,0.000000000,0.000000000,2.399665356
662,1788414593532395925,1330,1788414593.843827248,101.479053,311.431170,"[16,19]",16,-316.625045697,-26.516179715,0.000000000,0.000000000,2.500156879
663,1788414593631905900,1331,1788414593.942366838,98.539591,310.461044,[16],16,-316.635725328,-26.507336447,0.000000000,-0.000000000,2.599666595
664,1788414593731989319,1332,1788414594.044060469,101.693630,312.071323,"[16,19]",16,-316.660803452,-26.565064796,0.000000000,0.000000000,2.699749947
665,1788414593831519920,1333,1788414594.149229050,105.168581,317.708969,[16],16,-316.627205339,-26.516298459,-0.000000000,-0.000000000,2.799280882
666,1788414593931709764,1334,1788414594.249049187,99.820137,317.339420,[16],16,-316.606144152,-26.510241232,0.000000000,0.000000000,2.899470568
667,1788414594031720830,1335,1788414594.344822168,95.772982,313.101530,[16],16,-316.627101846,-26.522961566,0.000000000,0.000000000,2.999481440
668,1788414594131720011,1336,1788414594.446205378,101.383209,314.485550,[16],16,-316.616382930,-26.562976683,-0.000000000,0.000000000,3.099480629
669,1788414594231764047,1337,1788414594.541585445,95.380068,309.821367,[16],16,-316.609880900,-26.536305710,0.000000000,-0.000000000,3.199524879
670,1788414594331189835,1338,1788414594.642315626,100.730181,311.125755,[16],16,-316.626600392,-26.554059071,0.000000000,0.000000000,3.298950672
671,1788414594431560137,1339,1788414594.741565228,99.249601,310.004950,[16],16,-316.601128614,-26.564108570,-0.000000000,-0.000000000,3.399321079
672,1788414594531810494,1340,1788414594.840917587,99.352360,309.107065,[16],16,-316.427852314,-26.572670653,-0.000000000,-0.000000000,3.499571323
673,1788414594631450796,1341,1788414594.941097021,100.179434,309.646130,[16],16,-316.577913752,-26.564164460,0.000000000,-0.000000000,3.599211693
