run_id,source_frame_index,sensor_time_unix_s,log_msg_time_unix_s,mapping_abs_residual_ms,log_source_line,points_before_fusing,downsample_ms,fuse_ms,shuffle_ms,cloud_to_array_ms,inference_ms,postprocess_ms,nms_ms,listed_stage_sum_ms,lidar_detection_execution_trace_ms,inference_share_of_trace_execution,data_status,missing_reason
202609031348,62,1788414533.5319328,1788414533.531933,0.0002384185791015625,3095.0,36294.0,16.8863,0.082369,0.000352,0.449445,76.4783,0.318883,0.166242,94.381891,94.54576,0.8089024827765942,complete,
202609031348,63,1788414533.631828,1788414533.631828,0.0,3142.0,36294.0,11.3402,0.068449,0.00032,0.348036,74.7217,0.162369,0.109506,86.75058,86.886336,0.859993681860402,complete,
202609031348,64,1788414533.7316363,1788414533.731637,0.0007152557373046875,3183.0,36242.0,9.36289,0.051232,0.00032,0.257155,76.2627,0.212418,0.115074,86.261789,86.416032,0.8825063849263525,complete,
202609031348,65,1788414533.8313718,1788414533.831372,0.0002384185791015625,3232.0,36239.0,7.53612,0.045216,0.000288,0.215298,75.9795,0.173922,0.10797,84.058314,84.199776,0.9023717592787895,complete,
202609031348,66,1788414533.9315746,1788414533.931575,0.000476837158203125,3279.0,36201.0,12.2349,0.080417,0.000352,0.387812,75.4197,0.20573,0.136353,88.465264,88.602528,0.8512138615277434,complete,
202609031348,67,1788414534.0317173,1788414534.031717,0.0002384185791015625,3324.0,36178.0,10.5794,0.05792,0.00032,0.3289,75.2693,0.185314,0.120705,86.541859,86.666336,0.8684952367202878,complete,
202609031348,68,1788414534.1318696,1788414534.13187,0.000476837158203125,3377.0,36178.0,14.5289,0.070849,0.000352,0.419589,75.7868,0.184802,0.14397,91.135262,91.267264,0.8303831700268784,complete,
202609031348,69,1788414534.2308996,1788414534.2309,0.000476837158203125,3436.0,36145.0,7.85142,0.046112,0.000256,0.224963,183.419,0.236962,0.178339,191.957052,192.147584,0.9545735428034319,complete,
202609031348,70,1788414534.331202,1788414534.331202,0.0,3490.0,36109.0,8.05603,0.055457,0.000288,0.21725,168.091,0.179234,0.109217,176.70847600000002,176.815296,0.9506587031927375,complete,
202609031348,71,1788414534.431602,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,72,1788414534.53167,1788414534.53167,0.0,3551.0,36203.0,8.3841,0.044769,0.000288,0.21389,168.973,0.161346,0.124513,177.90190600000003,178.023552,0.9491609289988777,complete,
202609031348,73,1788414534.6318288,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,74,1788414534.7317903,1788414534.73179,0.0002384185791015625,3612.0,36068.0,7.99008,0.049857,0.000288,0.213314,170.634,0.164642,0.111489,179.16367,179.278944,0.9517793679106008,complete,
202609031348,75,1788414534.831442,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,76,1788414534.931984,1788414534.931984,0.0,3660.0,36088.0,8.09209,0.052352,0.00032,0.213123,74.5208,0.156034,0.105057,83.139776,83.243584,0.8952137380341528,complete,
202609031348,77,1788414535.0310495,1788414535.031049,0.000476837158203125,3707.0,36093.0,8.1696,0.049248,0.000256,0.212291,169.373,0.164642,0.110177,178.07921399999998,178.18,0.9505724548209674,complete,
202609031348,78,1788414535.13104,1788414535.13104,0.0,3767.0,36091.0,8.54864,0.058784,0.000256,0.213507,170.222,0.235299,0.112129,179.390615,179.526976,0.9481694828970997,complete,
202609031348,79,1788414535.2314658,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
202609031348,80,1788414535.332559,1788414535.332559,0.0,3828.0,36065.0,9.13937,0.061729,0.000256,0.212034,171.558,0.158178,0.108833,181.23839999999998,181.332736,0.9460950283130344,complete,
202609031348,81,1788414535.432956,,,,,,,,,,,,,,,unavailable,no uniquely mapped CenterPoint breakdown in selected window
