run_id,node_index,node_symbol,node_name,source_frames,evaluated_instances,deadline_miss_count,deadline_miss_rate,pass_count,execution_driven_miss_count,waiting_driven_miss_count,no_service_observed_count,upstream_not_reached_count,right_censored_count,waiting_proxy_p50_ms,waiting_proxy_max_ms,execution_p50_ms,execution_p95_ms,execution_max_ms,slack_min_ms
202609031348,1,P1,PointCloudPreprocess,677,676,0,0.0,676,0,0,0,0,1,0.0,0.0,3.551712,6.682592,10.647168,77.6312
202609031348,2,P2,MapBasedROI,677,676,0,0.0,676,0,0,0,0,1,0.14048,1.899776,3.47776,5.8360384,9.220384,78.364128
202609031348,3,P3,GroundDetection,677,676,0,0.0,676,0,0,0,0,1,0.137568,3.647744,9.734688,16.6792064,30.74336,63.871776
202609031348,4,P4,LidarDetection,677,676,195,0.28846153846153844,481,117,51,27,0,1,0.145568,99.012256,89.42065600000001,112.08217439999997,285.598528,-269.29504
202609031348,5,P5,LidarDetectionFilter,677,649,0,0.0,649,0,0,0,27,1,0.132464,4.715584,0.09820799999999999,0.3851167999999998,1.06032,81.368064
202609031348,6,P6,LidarTracking,677,649,0,0.0,649,0,0,0,27,1,0.284192,3.580672,0.09079999999999999,0.30875199999999975,7.14928,81.316832
202609031348,7,P7,MultiSensorFusion,677,649,0,0.0,649,0,0,0,27,1,0.123968,4.756512,1.049792,1.7935903999999996,6.366336,80.579168
