run_id,module,evaluated_instances,deadline_miss_count,deadline_miss_rate,budget_p50_ms,response_p50_ms,response_p95_ms,response_max_ms,slack_min_ms
202609031348,perception,676,615,0.9097633136094675,99.910128,110.79744,210.5392576,376.258336,-290.315424
