run_id,module,trigger_type,instance_id,source_frame_index,input_mono_ns,output_mono_ns,next_input_mono_ns,deadline_budget_ms,response_time_ms,slack_ms,deadline_evaluable,deadline_miss,deadline_result_reason
202609031348,perception,event,72181563973960513,165,517956561062656,517956671346400.0,517956666535264.0,105.472608,110.283744,-4.811136,True,True,output_after_next_input
202609031348,perception,event,72181563973960514,166,517956666535264,517956768161952.0,517956758185536.0,91.650272,101.626688,-9.976416,True,True,output_after_next_input
202609031348,perception,event,72181563973960515,167,517956758185536,517956857415168.0,517956860500064.0,102.314528,99.229632,3.084896,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960516,168,517956860500064,517956956935680.0,517956973319744.0,112.81968,96.435616,16.384064,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960517,169,517956973319744,517957070409632.0,517957060449952.0,87.130208,97.089888,-9.95968,True,True,output_after_next_input
202609031348,perception,event,72181563973960518,170,517957060449952,517957160806176.0,517957161051744.0,100.601792,100.356224,0.245568,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960519,171,517957161051744,517957265937568.0,517957261487552.0,100.435808,104.885824,-4.450016,True,True,output_after_next_input
202609031348,perception,event,72181563973960520,172,517957261487552,517957361334688.0,517957359409376.0,97.921824,99.847136,-1.925312,True,True,output_after_next_input
202609031348,perception,event,72181563973960521,173,517957359409376,517957462354656.0,517957459522528.0,100.113152,102.94528,-2.832128,True,True,output_after_next_input
202609031348,perception,event,72181563973960522,174,517957459522528,517957560607552.0,517957559094848.0,99.57232,101.085024,-1.512704,True,True,output_after_next_input
202609031348,perception,event,72181563973960523,175,517957559094848,517957656784288.0,517957675625472.0,116.530624,97.68944,18.841184,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960524,176,517957675625472,517957775870848.0,517957779215680.0,103.590208,100.245376,3.344832,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960525,177,517957779215680,517957875534144.0,517957864472608.0,85.256928,96.318464,-11.061536,True,True,output_after_next_input
202609031348,perception,event,72181563973960526,178,517957864472608,517957959753376.0,517957976689056.0,112.216448,95.280768,16.93568,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960527,179,517957976689056,517958076699488.0,517958069930144.0,93.241088,100.010432,-6.769344,True,True,output_after_next_input
202609031348,perception,event,72181563973960528,180,517958069930144,517958170356512.0,517958161381696.0,91.451552,100.426368,-8.974816,True,True,output_after_next_input
202609031348,perception,event,72181563973960529,181,517958161381696,517958268541216.0,517958259687520.0,98.305824,107.15952,-8.853696,True,True,output_after_next_input
202609031348,perception,event,72181563973960530,182,517958259687520,517958371491200.0,517958362232864.0,102.545344,111.80368,-9.258336,True,True,output_after_next_input
202609031348,perception,event,72181563973960531,183,517958362232864,517958464946432.0,517958480738048.0,118.505184,102.713568,15.791616,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960532,184,517958480738048,517958584643680.0,517958566200576.0,85.462528,103.905632,-18.443104,True,True,output_after_next_input
202609031348,perception,event,72181563973960533,185,517958566200576,517958672617216.0,517958666492160.0,100.291584,106.41664,-6.125056,True,True,output_after_next_input
202609031348,perception,event,72181563973960534,186,517958666492160,517958779514048.0,517958765426496.0,98.934336,113.021888,-14.087552,True,True,output_after_next_input
202609031348,perception,event,72181563973960535,187,517958765426496,517958861231552.0,517958864208384.0,98.781888,95.805056,2.976832,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960536,188,517958864208384,517958964823744.0,517958960144928.0,95.936544,100.61536,-4.678816,True,True,output_after_next_input
202609031348,perception,event,72181563973960537,189,517958960144928,517959070287552.0,517959067439264.0,107.294336,110.142624,-2.848288,True,True,output_after_next_input
202609031348,perception,event,72181563973960538,190,517959067439264,517959178714784.0,517959161992128.0,94.552864,111.27552,-16.722656,True,True,output_after_next_input
202609031348,perception,event,72181563973960539,191,517959161992128,517959260217280.0,517959260180352.0,98.188224,98.225152,-0.036928,True,True,output_after_next_input
202609031348,perception,event,72181563973960540,192,517959260180352,517959361133856.0,517959359883680.0,99.703328,100.953504,-1.250176,True,True,output_after_next_input
202609031348,perception,event,72181563973960541,193,517959359883680,517959465863776.0,517959460137696.0,100.254016,105.980096,-5.72608,True,True,output_after_next_input
202609031348,perception,event,72181563973960542,194,517959460137696,517959563662880.0,517959563350912.0,103.213216,103.525184,-0.311968,True,True,output_after_next_input
202609031348,perception,event,72181563973960543,195,517959563350912,517959659105568.0,517959668237216.0,104.886304,95.754656,9.131648,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960544,196,517959668237216,517959776016896.0,517959764347680.0,96.110464,107.77968,-11.669216,True,True,output_after_next_input
202609031348,perception,event,72181563973960545,197,517959764347680,517959863603552.0,517959865628960.0,101.28128,99.255872,2.025408,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960546,198,517959865628960,517959964906016.0,517959964150208.0,98.521248,99.277056,-0.755808,True,True,output_after_next_input
202609031348,perception,event,72181563973960547,199,517959964150208,517960065281056.0,517960074132000.0,109.981792,101.130848,8.850944,True,False,output_before_or_at_next_input
202609031348,perception,event,72181563973960548,200,517960074132000,517960182295552.0,517960160601408.0,86.469408,108.163552,-21.694144,True,True,output_after_next_input
