frame_index,worker_model_count,worker_tid,state,cpu,start_from_threadpool_ms,end_from_threadpool_ms,duration_ms
926,1,1646950,running,3,0.13030401896685362,0.7368959486484528,0.6065919296815991
926,1,1646950,blocked,,0.7368959486484528,0.9048959473147988,0.16799999866634607
926,1,1646950,runnable,,0.9048959473147988,0.9168960386887193,0.01200009137392044
926,1,1646950,running,3,0.9168960386887193,1.13589596003294,0.21899992134422064
926,1,1646950,runnable,,1.13589596003294,1.450896030291915,0.31500007025897503
926,1,1646950,running,3,1.450896030291915,1.4618959976360202,0.010999967344105244
926,1,1646950,runnable,,1.4618959976360202,1.542896032333374,0.08100003469735384
926,1,1646950,running,3,1.542896032333374,1.7658959841355681,0.22299995180219412
926,1,1646950,runnable,,1.7658959841355681,1.7858960200101137,0.020000035874545574
926,1,1646950,running,3,1.7858960200101137,3.946895943954587,2.1609999239444733
926,1,1646950,blocked,,3.946895943954587,6.500895950011909,2.554000006057322
926,1,1646950,runnable,,6.500895950011909,6.512895924970508,0.011999974958598614
926,1,1646950,running,1,6.512895924970508,6.560895941220224,0.04800001624971628
926,1,1646950,runnable,,6.560895941220224,6.6698959562927485,0.10900001507252455
926,1,1646950,running,1,6.6698959562927485,6.713895942084491,0.0439999857917428
926,1,1646950,blocked,,6.713895942084491,8.99289594963193,2.279000007547438
926,1,1646950,runnable,,8.99289594963193,8.999896002933383,0.00700005330145359
926,1,1646950,running,3,8.999896002933383,9.027895983308554,0.027999980375170708
926,1,1646950,blocked,,9.027895983308554,9.034896036610007,0.00700005330145359
926,1,1646950,runnable,,9.034896036610007,9.043895988725126,0.008999952115118504
926,1,1646950,running,3,9.043895988725126,9.329895954579115,0.2859999658539891
926,1,1646950,blocked,,9.329895954579115,11.412895983085036,2.0830000285059214
926,1,1646950,runnable,,11.412895983085036,11.423895950429142,0.010999967344105244
926,1,1646950,running,3,11.423895950429142,12.057896004989743,0.6340000545606017
926,1,1646950,blocked,,12.057896004989743,12.0998959755525,0.04199997056275606
926,1,1646950,runnable,,12.0998959755525,12.107896036468446,0.00800006091594696
926,1,1646950,running,3,12.107896036468446,12.17689597979188,0.0689999433234334
926,1,1646950,runnable,,12.17689597979188,12.20489596016705,0.027999980375170708
926,1,1646950,running,3,12.20489596016705,12.21089600585401,0.00600004568696022
