frame_index,worker_model_count,worker_tid,cpu,running_ms
926,1,1646950,0,2.6907201390713453
926,1,1646950,1,0.09200000204145908
926,1,1646950,3,4.759591654874384
926,2,1646960,0,6.9042721297591925
926,2,1646960,1,8.785184007138014
926,2,1646960,3,7.2609997587278485
926,2,1646960,7,0.908280024304986
926,2,1646942,0,3.96235182415694
926,2,1646942,1,5.40899985935539
926,2,1646942,2,0.588415889069438
926,2,1646942,3,6.925559719093144
926,2,1646942,4,0.07100007496774197
926,2,1646951,0,3.3409998286515474
926,2,1646951,1,10.858919937163591
926,2,1646951,3,8.409000001847744
927,1,1646959,0,2.2529998095706105
927,1,1646959,1,0.3570000408217311
927,1,1646959,2,1.137311803176999
927,1,1646959,3,1.8279998330399394
927,1,1646959,8,0.08300004992634058
927,1,1646959,9,0.4360000602900982
927,1,1646959,10,4.567416151985526
927,2,1646953,0,6.224400014616549
927,2,1646953,1,2.6550001930445433
927,2,1646953,2,1.0320000583305955
927,2,1646953,3,2.7780000818893313
927,2,1646953,5,2.3219999857246876
927,2,1646953,6,1.1393361492082477
927,2,1646953,7,2.6472401805222034
927,2,1646953,8,0.3629999700933695
927,2,1646953,9,1.7019996885210276
927,2,1646953,10,0.9629999985918403
927,2,1646953,11,0.05000003147870302
927,2,1646949,0,0.6000000284984708
927,2,1646949,1,0.6255920743569732
927,2,1646949,2,2.906735986471176
927,2,1646949,3,1.3039999175816774
927,2,1646949,4,5.065000033937395
927,2,1646949,5,0.4119998775422573
927,2,1646949,7,1.2630000710487366
927,2,1646949,8,0.11100003030151129
927,2,1646949,9,3.6720322677865624
927,2,1646949,10,0.7670001359656453
927,2,1646949,11,0.49999996554106474
927,2,1646958,0,3.490000031888485
927,2,1646958,1,2.2839998127892613
927,2,1646958,2,4.805248114280403
927,2,1646958,3,5.924319848418236
927,2,1646958,4,0.0950000248849392
927,2,1646958,5,1.244999933987856
927,2,1646958,6,1.479000085964799
927,2,1646958,7,1.1347760446369648
927,2,1646958,8,0.3939999733120203
927,2,1646958,9,2.065000240691006
927,2,1646958,10,0.3599999472498894
928,1,1646942,0,1.5900001162663102
928,1,1646942,1,1.161712221801281
928,1,1646942,2,4.0249996818602085
928,1,1646942,3,1.9510480342432857
928,1,1646942,11,0.9559999452903867
928,2,1646960,0,0.8559997659176588
928,2,1646960,1,3.2357036834582686
928,2,1646960,2,3.7976083112880588
928,2,1646960,3,6.769000319764018
928,2,1646960,9,0.06500002928078175
928,2,1646945,0,2.822000067681074
928,2,1646945,1,9.553576004691422
928,2,1646945,2,6.282999878749251
928,2,1646945,3,1.9605359993875027
928,2,1646945,8,0.9159999899566174
928,2,1646943,0,1.8299998482689261
928,2,1646943,1,7.096343208104372
928,2,1646943,2,4.348999937064946
928,2,1646943,3,7.344800396822393
929,1,1646958,0,1.3318880228325725
929,1,1646958,1,2.9279993614181876
929,1,1646958,2,1.386999967508018
929,1,1646958,3,2.2368478821590543
929,2,1646953,0,3.3786637941375375
929,2,1646953,1,2.7750004082918167
929,2,1646953,2,3.86000017169863
929,2,1646953,3,5.732815829105675
929,2,1646947,0,7.821999839507043
929,2,1646947,1,2.5149999419227242
929,2,1646947,2,8.59595148358494
929,2,1646947,3,2.280000247992575
929,2,1646947,6,0.5073678912594914
929,2,1646948,0,2.290000207722187
929,2,1646948,1,8.10734392143786
929,2,1646948,2,6.994000053964555
929,2,1646948,3,4.177000490017235
930,1,1646945,0,1.6015040455386043
930,1,1646945,1,2.312375931069255
930,1,1646945,2,0.6000001449137926
930,1,1646945,3,2.597999759018421
930,2,1646952,0,3.640479757450521
930,2,1646952,1,1.146376016549766
930,2,1646952,2,6.639000494033098
930,2,1646952,3,1.924767973832786
930,2,1646949,0,1.9379998557269573
930,2,1646949,1,6.029000505805016
930,2,1646949,2,6.5581201342865825
930,2,1646949,3,3.0526239424943924
930,2,1646943,0,3.821456106379628
930,2,1646943,1,1.1920002289116383
930,2,1646943,2,4.414999857544899
930,2,1646943,3,9.008048102259636
932,1,1646943,0,2.65742396004498
932,1,1646943,1,1.2860001297667623
932,1,1646943,2,0.8989998605102301
932,1,1646943,3,2.841672278009355
932,2,1646959,0,6.618000450544059
932,2,1646959,1,6.312407786026597
932,2,1646959,2,6.393575808033347
932,2,1646959,3,4.677471937611699
932,2,1646949,0,0.5730001721531153
932,2,1646949,1,3.5164401633664966
932,2,1646949,2,1.8879997078329325
932,2,1646949,3,8.652887539938092
932,2,1646958,0,6.679304176941514
932,2,1646958,1,3.5552477929741144
932,2,1646958,2,11.073744622990489
932,2,1646958,3,0.7520003709942102
933,1,1646944,0,2.4569997331127524
933,1,1646944,1,1.1360801290720701
933,1,1646944,2,1.2980002211406827
