frame_index,worker_model_count,worker_tid,aligned_sched_s,cpu,active_trace_nodes,stack_class,leaf,callchain
926,2,1646960,968514.9139556307,3,cruise_mlp_inference;model_cruise_mlp,PI互斥锁释放,el0_svc_common.constprop.0,"el0_svc_common.constprop.0+0x48 ([kernel.kallsyms]); do_el0_svc+0x38 ([kernel.kallsyms]); el0_svc+0x1c ([kernel.kallsyms]); el0_sync_handler+0xa8 ([kernel.kallsyms]); el0_sync+0x16c ([kernel.kallsyms]); futex_unlock_pi+0x498 (inlined); __pthread_mutex_unlock_full+0x498 (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::ConvForward4dImplicitGemmEngine<cudnn::cnn::convolve_launch_4d_pf<float, float, float, float, kernel_conv_params>, 5, 2, 2, 2, 2>::execute_internal_impl+0x283 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::EngineInterface::execute+0x11b (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::EngineInterface::execute+0x11b (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::AutoTransformationExecutor::execute_pipeline+0xe7 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::cnn::BatchPartitionExecutor::operator()+0xd3 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0)"
926,2,1646960,968514.9514868559,1,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libc10.so)
926,2,1646960,968514.9588785346,0,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
926,2,1646942,968514.9146675988,1,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
926,2,1646942,968514.9385822824,3,cruise_mlp_inference;model_cruise_mlp,其他路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84); cublasLtSSSMatmul+0x257 (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcublasLt.so.11.6.6.84)
926,2,1646951,968514.8815196044,3,cruise_mlp_inference;model_cruise_mlp,cuDNN路径,cudnn::backend::OperationSet::operator=,"cudnn::backend::OperationSet::operator=+0x2d50 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::setFinalizeMonoOperationSet<cudnn::backend::ConvolutionForwardOperation>+0x663 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::make_convolution_plan<cudnn::backend::ConvolutionForwardOperation, cudnnConvolutionFwdAlgo_t, cudnn::backend::EnginesAlgoMap<cudnnConvolutionFwdAlgo_t, 8> >+0x17f (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0)"
926,2,1646951,968514.9374264744,1,cruise_mlp_inference;model_cruise_mlp,cuDNN路径,[unknown],"[unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::Engine::instantiateEngine+0xe3 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::Engine::finalize_internal+0x9b (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::EngineConfig::finalize_internal+0x483 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::ExecutionPlan::finalize_internal+0x2d3 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); [unknown] (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::get_plan_for_legacy_algo+0xc17 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0); cudnn::backend::make_convolution_plan<cudnn::backend::ConvolutionForwardOperation, cudnnConvolutionFwdAlgo_t, cudnn::backend::EnginesAlgoMap<cudnnConvolutionFwdAlgo_t, 8> >+0x2a7 (/usr/lib/aarch64-linux-gnu/libcudnn_cnn_infer.so.8.6.0)"
927,1,1646959,968515.0640778434,2,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
927,2,1646953,968514.9841453142,9,cruise_mlp_inference;model_cruise_mlp,libtorch CPU路径,[unknown],[unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cpu.so)
927,2,1646953,968515.0519738457,1,cruise_mlp_inference;model_cruise_mlp,libtorch CUDA路径,[unknown],[unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/lib/aarch64-linux-gnu/tegra/libcuda.so.1.1); [unknown] (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); cudaLaunchKernel+0x263 (/usr/local/cuda-11.4/targets/aarch64-linux/lib/libcudart.so.11.4.298); [unknown] (/opt/apollo/neo/packages/3rd-libtorch-gpu/9.0.0-alpha3-r1/lib/libtorch_cuda.so)
