timestamp,cpu,event,prev_tid,prev_comm,prev_state,next_tid,next_comm,target_tid,waker_tid,orig_cpu,dest_cpu,selection_reason,raw_event
518001.826712,4,sched_waking,,,,135,kswapd0,29037,32087,,,wake_of_anomaly_target_or_kswapd0,            perf 32087 [004] 518001.826712:       sched:sched_waking: comm=kswapd0 pid=135 prio=120 target_cpu=006
518001.826717,6,sched_switch,0,swapper/6,R,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [006] 518001.826717:       sched:sched_switch: prev_comm=swapper/6 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.829264,6,sched_switch,135,kswapd0,R+,131,kworker/6:1H,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.829264:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/6:1H next_pid=131 next_prio=100
518001.829271,6,sched_switch,131,kworker/6:1H,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/6:1H-kb   131 [006] 518001.829271:       sched:sched_switch: prev_comm=kworker/6:1H prev_pid=131 prev_prio=100 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.830066,6,sched_switch,135,kswapd0,R+,131,kworker/6:1H,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.830066:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/6:1H next_pid=131 next_prio=100
518001.830079,6,sched_switch,131,kworker/6:1H,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/6:1H-kb   131 [006] 518001.830079:       sched:sched_switch: prev_comm=kworker/6:1H prev_pid=131 prev_prio=100 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.832831,6,sched_switch,135,kswapd0,R+,4085835,kworker/6:1,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.832831:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/6:1 next_pid=4085835 next_prio=120
518001.832838,6,sched_switch,4085835,kworker/6:1,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/6:1-eve 4085835 [006] 518001.832838:       sched:sched_switch: prev_comm=kworker/6:1 prev_pid=4085835 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.83781,6,sched_switch,135,kswapd0,R+,4085835,kworker/6:1,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.837810:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/6:1 next_pid=4085835 next_prio=120
518001.837815,6,sched_switch,4085835,kworker/6:1,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/6:1-eve 4085835 [006] 518001.837815:       sched:sched_switch: prev_comm=kworker/6:1 prev_pid=4085835 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.843289,6,sched_switch,135,kswapd0,R+,4085835,kworker/6:1,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.843289:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/6:1 next_pid=4085835 next_prio=120
518001.843293,6,sched_switch,4085835,kworker/6:1,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/6:1-eve 4085835 [006] 518001.843293:       sched:sched_switch: prev_comm=kworker/6:1 prev_pid=4085835 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.843305,6,sched_switch,135,kswapd0,S,0,swapper/6,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [006] 518001.843305:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=S ==> next_comm=swapper/6 next_pid=0 next_prio=120
518001.883232,2,sched_waking,,,,29037,mainboard,29037,29028,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29028 [002] 518001.883232:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=009
518001.883241,2,sched_migrate_task,29037,mainboard,,,,29037,,9,3,migration_of_anomaly_target_or_kswapd0,       mainboard 29028 [002] 518001.883241: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=9 dest_cpu=3
518001.883247,3,sched_switch,0,swapper/3,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [003] 518001.883247:       sched:sched_switch: prev_comm=swapper/3 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518001.892029,3,sched_switch,29037,mainboard,R,28997,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [003] 518001.892029:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=28997 next_prio=120
518001.892122,3,sched_switch,28990,mainboard,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 28990 [003] 518001.892122:       sched:sched_switch: prev_comm=mainboard prev_pid=28990 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518001.893509,3,sched_switch,29037,mainboard,S,0,swapper/3,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [003] 518001.893509:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/3 next_pid=0 next_prio=120
518001.944972,6,sched_waking,,,,135,kswapd0,29037,0,,,wake_of_anomaly_target_or_kswapd0,         swapper     0 [006] 518001.944972:       sched:sched_waking: comm=kswapd0 pid=135 prio=120 target_cpu=006
518001.944974,6,sched_migrate_task,135,kswapd0,,,,29037,,6,7,migration_of_anomaly_target_or_kswapd0,         swapper     0 [006] 518001.944974: sched:sched_migrate_task: comm=kswapd0 pid=135 prio=120 orig_cpu=6 dest_cpu=7
518001.944979,7,sched_switch,0,swapper/7,R,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [007] 518001.944979:       sched:sched_switch: prev_comm=swapper/7 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kswapd0 next_pid=135 next_prio=120
518001.944988,7,sched_switch,135,kswapd0,S,0,swapper/7,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [007] 518001.944988:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=S ==> next_comm=swapper/7 next_pid=0 next_prio=120
518001.983692,2,sched_waking,,,,29037,mainboard,29037,29035,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29035 [002] 518001.983692:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=003
518001.9837,2,sched_migrate_task,29037,mainboard,,,,29037,,3,0,migration_of_anomaly_target_or_kswapd0,       mainboard 29035 [002] 518001.983700: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=3 dest_cpu=0
518001.983733,0,sched_switch,12,ksoftirqd/0,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,     ksoftirqd/0    12 [000] 518001.983733:       sched:sched_switch: prev_comm=ksoftirqd/0 prev_pid=12 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518001.983778,0,sched_switch,29037,mainboard,S,29317,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518001.983778:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29317 next_prio=120
518002.068433,2,sched_waking,,,,29037,mainboard,29037,29040,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29040 [002] 518002.068433:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.068447,0,sched_switch,29112,mainboard,R+,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29112 [000] 518002.068447:       sched:sched_switch: prev_comm=mainboard prev_pid=29112 prev_prio=120 prev_state=R+ ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.072566,0,sched_switch,29037,mainboard,S,29317,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518002.072566:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29317 next_prio=120
518002.087128,3,sched_waking,,,,29037,mainboard,29037,29030,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29030 [003] 518002.087128:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.087138,0,sched_switch,0,swapper/0,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [000] 518002.087138:       sched:sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.087218,0,sched_switch,29037,mainboard,S,0,swapper/0,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518002.087218:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
518002.184212,4,sched_waking,,,,29037,mainboard,29037,29031,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29031 [004] 518002.184212:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.184223,0,sched_switch,0,swapper/0,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [000] 518002.184223:       sched:sched_switch: prev_comm=swapper/0 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.184783,9,sched_waking,,,,29037,mainboard,29037,29033,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29033 [009] 518002.184783:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.184784,0,sched_switch,29037,mainboard,S,28995,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518002.184784:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=28995 next_prio=120
518002.184806,0,sched_switch,28995,mainboard,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 28995 [000] 518002.184806:       sched:sched_switch: prev_comm=mainboard prev_pid=28995 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.184856,0,sched_switch,29037,mainboard,S,0,swapper/0,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518002.184856:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/0 next_pid=0 next_prio=120
518002.245982,2,sched_waking,,,,135,kswapd0,29037,32087,,,wake_of_anomaly_target_or_kswapd0,            perf 32087 [002] 518002.245982:       sched:sched_waking: comm=kswapd0 pid=135 prio=120 target_cpu=007
518002.245984,2,sched_migrate_task,135,kswapd0,,,,29037,,7,3,migration_of_anomaly_target_or_kswapd0,            perf 32087 [002] 518002.245984: sched:sched_migrate_task: comm=kswapd0 pid=135 prio=120 orig_cpu=7 dest_cpu=3
518002.245987,3,sched_switch,0,swapper/3,R,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [003] 518002.245987:       sched:sched_switch: prev_comm=swapper/3 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kswapd0 next_pid=135 next_prio=120
518002.256972,3,sched_switch,135,kswapd0,R+,2522817,kworker/3:0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [003] 518002.256972:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/3:0 next_pid=2522817 next_prio=120
518002.258185,3,sched_switch,32972,dds.udp.27457,S,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,   dds.udp.27457 32972 [003] 518002.258185:       sched:sched_switch: prev_comm=dds.udp.27457 prev_pid=32972 prev_prio=120 prev_state=S ==> next_comm=kswapd0 next_pid=135 next_prio=120
518002.263512,3,sched_switch,135,kswapd0,R+,2522817,kworker/3:0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [003] 518002.263512:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/3:0 next_pid=2522817 next_prio=120
518002.268285,3,sched_switch,32972,dds.udp.27457,S,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,   dds.udp.27457 32972 [003] 518002.268285:       sched:sched_switch: prev_comm=dds.udp.27457 prev_pid=32972 prev_prio=120 prev_state=S ==> next_comm=kswapd0 next_pid=135 next_prio=120
518002.273511,11,sched_waking,,,,29037,mainboard,29037,29774,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29774 [011] 518002.273511:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.273581,0,sched_switch,174,irq/134-host_sy,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0, irq/134-host_sy   174 [000] 518002.273581:       sched:sched_switch: prev_comm=irq/134-host_sy prev_pid=174 prev_prio=49 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.273782,0,sched_switch,29037,mainboard,S,34604,ps,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [000] 518002.273782:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=ps next_pid=34604 next_prio=120
518002.275418,3,sched_switch,135,kswapd0,R+,2522817,kworker/3:0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [003] 518002.275418:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=R+ ==> next_comm=kworker/3:0 next_pid=2522817 next_prio=120
518002.275425,3,sched_switch,2522817,kworker/3:0,I,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0, kworker/3:0-eve 2522817 [003] 518002.275425:       sched:sched_switch: prev_comm=kworker/3:0 prev_pid=2522817 prev_prio=120 prev_state=I ==> next_comm=kswapd0 next_pid=135 next_prio=120
518002.275441,3,sched_switch,135,kswapd0,S,28946,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [003] 518002.275441:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=28946 next_prio=120
518002.276827,0,sched_waking,,,,29037,mainboard,29037,34604,,,wake_of_anomaly_target_or_kswapd0,              ps 34604 [000] 518002.276827:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=000
518002.276833,0,sched_migrate_task,29037,mainboard,,,,29037,,0,1,migration_of_anomaly_target_or_kswapd0,              ps 34604 [000] 518002.276833: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=0 dest_cpu=1
518002.276838,1,sched_switch,0,swapper/1,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [001] 518002.276838:       sched:sched_switch: prev_comm=swapper/1 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.276901,1,sched_switch,29037,mainboard,S,0,swapper/1,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [001] 518002.276901:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/1 next_pid=0 next_prio=120
518002.279924,1,sched_waking,,,,29037,mainboard,29037,32972,,,wake_of_anomaly_target_or_kswapd0,   dds.udp.27457 32972 [001] 518002.279924:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=001
518002.279931,1,sched_switch,32972,dds.udp.27457,R+,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,   dds.udp.27457 32972 [001] 518002.279931:       sched:sched_switch: prev_comm=dds.udp.27457 prev_pid=32972 prev_prio=120 prev_state=R+ ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.279985,1,sched_switch,29037,mainboard,S,32972,dds.udp.27457,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [001] 518002.279985:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=dds.udp.27457 next_pid=32972 next_prio=120
518002.283018,1,sched_waking,,,,29037,mainboard,29037,0,,,wake_of_anomaly_target_or_kswapd0,         swapper     0 [001] 518002.283018:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=001
518002.283025,1,sched_migrate_task,29037,mainboard,,,,29037,,1,2,migration_of_anomaly_target_or_kswapd0,         swapper     0 [001] 518002.283025: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=1 dest_cpu=2
518002.283045,2,sched_switch,29274,mainboard,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29274 [002] 518002.283045:       sched:sched_switch: prev_comm=mainboard prev_pid=29274 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.28311,2,sched_switch,29037,mainboard,S,0,swapper/2,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [002] 518002.283110:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/2 next_pid=0 next_prio=120
518002.286142,2,sched_waking,,,,29037,mainboard,29037,0,,,wake_of_anomaly_target_or_kswapd0,         swapper     0 [002] 518002.286142:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=002
518002.28617,2,sched_switch,32945,cyber_recorder,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,  cyber_recorder 32945 [002] 518002.286170:       sched:sched_switch: prev_comm=cyber_recorder prev_pid=32945 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.286566,2,sched_switch,29037,mainboard,S,29041,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [002] 518002.286566:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29041 next_prio=120
518002.376961,3,sched_waking,,,,135,kswapd0,29037,0,,,wake_of_anomaly_target_or_kswapd0,         swapper     0 [003] 518002.376961:       sched:sched_waking: comm=kswapd0 pid=135 prio=120 target_cpu=003
518002.376969,3,sched_switch,0,swapper/3,R,135,kswapd0,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [003] 518002.376969:       sched:sched_switch: prev_comm=swapper/3 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=kswapd0 next_pid=135 next_prio=120
518002.376975,3,sched_switch,135,kswapd0,S,32945,cyber_recorder,29037,,,,switch_involving_anomaly_target_or_kswapd0,         kswapd0   135 [003] 518002.376975:       sched:sched_switch: prev_comm=kswapd0 prev_pid=135 prev_prio=120 prev_state=S ==> next_comm=cyber_recorder next_pid=32945 next_prio=120
518002.377448,10,sched_waking,,,,29037,mainboard,29037,29039,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29039 [010] 518002.377448:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=002
518002.377457,10,sched_migrate_task,29037,mainboard,,,,29037,,2,11,migration_of_anomaly_target_or_kswapd0,       mainboard 29039 [010] 518002.377457: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=2 dest_cpu=11
518002.377462,11,sched_switch,0,swapper/11,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [011] 518002.377462:       sched:sched_switch: prev_comm=swapper/11 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.379854,11,sched_switch,29037,mainboard,S,34573,bash,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [011] 518002.379854:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=bash next_pid=34573 next_prio=120
518002.473707,0,sched_waking,,,,29037,mainboard,29037,29772,,,wake_of_anomaly_target_or_kswapd0,   dds.udp.27447 29772 [000] 518002.473707:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=011
518002.473725,11,sched_switch,29039,mainboard,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29039 [011] 518002.473725:       sched:sched_switch: prev_comm=mainboard prev_pid=29039 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.473754,11,sched_switch,29037,mainboard,S,29041,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [011] 518002.473754:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29041 next_prio=120
518002.490954,11,sched_waking,,,,29037,mainboard,29037,29030,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29030 [011] 518002.490954:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=011
518002.490963,11,sched_migrate_task,29037,mainboard,,,,29037,,11,8,migration_of_anomaly_target_or_kswapd0,       mainboard 29030 [011] 518002.490963: sched:sched_migrate_task: comm=mainboard pid=29037 prio=120 orig_cpu=11 dest_cpu=8
518002.490968,8,sched_switch,0,swapper/8,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [008] 518002.490968:       sched:sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.491007,8,sched_switch,29037,mainboard,S,0,swapper/8,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.491007:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
518002.583772,10,sched_waking,,,,29037,mainboard,29037,29039,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29039 [010] 518002.583772:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=008
518002.583782,8,sched_switch,0,swapper/8,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [008] 518002.583782:       sched:sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.585485,8,sched_switch,29037,mainboard,S,29317,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.585485:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29317 next_prio=120
518002.67766,0,sched_waking,,,,29037,mainboard,29037,29774,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29774 [000] 518002.677660:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=008
518002.677677,8,sched_switch,0,swapper/8,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [008] 518002.677677:       sched:sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.677706,8,sched_switch,29037,mainboard,S,0,swapper/8,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.677706:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
518002.76413,3,sched_waking,,,,29037,mainboard,29037,29772,,,wake_of_anomaly_target_or_kswapd0,   dds.udp.27447 29772 [003] 518002.764130:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=008
518002.764144,8,sched_switch,0,swapper/8,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [008] 518002.764144:       sched:sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.767564,8,sched_switch,29037,mainboard,S,0,swapper/8,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.767564:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=S ==> next_comm=swapper/8 next_pid=0 next_prio=120
518002.784678,0,sched_waking,,,,29037,mainboard,29037,29031,,,wake_of_anomaly_target_or_kswapd0,       mainboard 29031 [000] 518002.784678:       sched:sched_waking: comm=mainboard pid=29037 prio=120 target_cpu=008
518002.784691,8,sched_switch,0,swapper/8,R,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         swapper     0 [008] 518002.784691:       sched:sched_switch: prev_comm=swapper/8 prev_pid=0 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.786,8,sched_switch,29037,mainboard,R,30720,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.786000:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=30720 next_prio=120
518002.786035,8,sched_switch,30720,mainboard,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 30720 [008] 518002.786035:       sched:sched_switch: prev_comm=mainboard prev_pid=30720 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.786338,8,sched_switch,29037,mainboard,R,938,sugov:8,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.786338:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=R ==> next_comm=sugov:8 next_pid=938 next_prio=-1
518002.786381,8,sched_switch,938,sugov:8,D,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         sugov:8   938 [008] 518002.786381:       sched:sched_switch: prev_comm=sugov:8 prev_pid=938 prev_prio=-1 prev_state=D ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.786487,8,sched_switch,29037,mainboard,R,938,sugov:8,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.786487:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=R ==> next_comm=sugov:8 next_pid=938 next_prio=-1
518002.786495,8,sched_switch,938,sugov:8,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,         sugov:8   938 [008] 518002.786495:       sched:sched_switch: prev_comm=sugov:8 prev_pid=938 prev_prio=-1 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
518002.789142,8,sched_switch,29037,mainboard,R,28947,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 29037 [008] 518002.789142:       sched:sched_switch: prev_comm=mainboard prev_pid=29037 prev_prio=120 prev_state=R ==> next_comm=mainboard next_pid=28947 next_prio=120
518002.789188,8,sched_switch,28949,mainboard,S,29037,mainboard,29037,,,,switch_involving_anomaly_target_or_kswapd0,       mainboard 28949 [008] 518002.789188:       sched:sched_switch: prev_comm=mainboard prev_pid=28949 prev_prio=120 prev_state=S ==> next_comm=mainboard next_pid=29037 next_prio=120
