run_id,target_id,sequence_index,trace_id,source_time_s,output_time_s,lifecycle_ms,relative_t_sample_ms,event_window,source_file,source_locator
202607271211,12,0,17294096575131288686,1785125509.980791,1785125510.242578,261.78693771362305,261.78693771362305,BEFORE_T_PHYS,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 9802
202607271211,12,1,17294096575131288687,1785125510.080814,1785125510.338376,257.56216049194336,357.58495330810547,BEFORE_T_PHYS,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 9850
202607271211,12,2,17294096575131288688,1785125510.180842,1785125510.43604,255.19800186157227,455.2488327026367,BEFORE_T_PHYS,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 9900
202607271211,12,3,17294096575131288689,1785125510.280405,1785125510.532505,252.09999084472656,551.7139434814453,BEFORE_T_PHYS,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 9948
202607271211,12,4,17294096575131288690,1785125510.380487,1785125510.628283,247.79605865478516,647.4919319152832,BEFORE_T_PHYS,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 9997
202607271211,12,5,17294096575131288691,1785125510.48077,1785125510.724958,244.1878318786621,744.1668510437012,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10044
202607271211,12,6,17294096575131288692,1785125510.581909,1785125510.820947,239.03799057006836,840.155839920044,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10091
202607271211,12,7,17294096575131288693,1785125510.680958,1785125510.923772,242.8140640258789,942.9810047149658,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10138
202607271211,12,8,17294096575131288694,1785125510.780748,1785125511.01856,237.81204223632812,1037.768840789795,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10181
202607271211,12,9,17294096575131288695,1785125510.880809,1785125511.131438,250.62894821166992,1150.6469249725342,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10232
202607271211,12,10,17294096575131288696,1785125510.980564,1785125511.227243,246.67882919311523,1246.4518547058105,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10279
202607271211,12,11,17294096575131288697,1785125511.080341,1785125511.323543,243.20197105407715,1342.7519798278809,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10326
202607271211,12,12,17294096575131288698,1785125511.180481,1785125511.419265,238.7840747833252,1438.4739398956299,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10367
202607271211,12,13,17294096575131288699,1785125511.280417,1785125511.526249,245.83196640014648,1545.4578399658203,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10416
202607271211,12,14,17294096575131288700,1785125511.393554,1785125511.626618,233.0639362335205,1645.826816558838,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10467
202607271211,12,15,17294096575131288701,1785125511.481156,1785125511.7216,240.44394493103027,1740.8089637756348,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10512
202607271211,12,16,17294096575131288702,1785125511.581302,1785125511.817247,235.9449863433838,1836.4558219909668,BRAKING_OR_LATER,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,line 10560
