run_id,guarantee_status,guarantee_loss_time_wall_s,reason,model_crossings_available,model_crossings_are_guarantee_loss
202607271211,NOT_ESTABLISHED,,"No qualified demand-origin deadline, WCRT/path bound or suffix bound.",TRUE,FALSE
