scope,run_id,n,T_R_sample_observed_ms,D_response_observed_m,M0_observed_m,notes
single_run_only_not_group_comparison,202607271211,1,700.1669406890869,11.999340611264754,1.0179939073289574,Baseline data are confined to model sensitivity.
