group_name,nominal_injected_delay_ms,run_id,included_main_analysis,analysis_status,outcome_data_observed,collision_event_data_observed,impact_speed_data_observed_mps,target_id,t1_wall_s,t2_wall_s,T_e2e_data_observed_ms,v1_data_observed_mps,v2_data_observed_mps,D1_center_data_observed_m,D1_clear_data_observed_m,D_delay_wall_integral_data_observed_m,D2_clear_data_observed_m,D2_clear_direct_diagnostic_m,D_brake_data_observed_m,D_brake_path_integral_diagnostic_m,D_brake_near_stop_data_observed_m,D_brake_strict_stop_data_observed_m,D_brake_truncated_to_collision_data_observed_m,M_collision_0m_data_observed_m,M_safety_6m_data_observed_m,T_deadline_collision_0m_data_observed_ms,T_deadline_safety_6m_data_observed_ms,deadline_collision_minus_observed_ms,deadline_safety_minus_observed_ms,final_clearance_projected_data_observed_m,sensor_to_fusion_ms,fusion_to_prediction_ms,prediction_to_planning_stop_ms,planning_stop_to_control_ms,control_to_t2_ms,sensor_to_control_ms,scb_requested_delay_ms,scb_actual_wall_delay_ms,scb_actual_frame_delay,scb_lifecycle_complete,scb_trigger_relative_t1_s,planning_stop_count,planning_empty_trajectory_count,planning_primal_infeasible_count,planning_speed_fallback_count,control_payload_archived,clock_alignment_status,clock_alignment_p95_residual_ms,source_localization_file,source_perception_file,source_collision_file,ground_output_count,detection_output_count,ground_detection_matched_count,ground_detection_completion_ratio,ground_to_detection_queue_median_ms,ground_to_detection_process_median_ms,ground_to_detection_total_median_ms,ground_to_detection_total_p90_ms,target_observation_count,target_gap_max_ms,target_gap_p90_ms,target_lifecycle_median_ms,target_lifecycle_p90_ms,target_lifecycle_max_ms,target_source_age_at_outcome_ms,time_basis_main,t_world_status,t_world_upper_wall_s,t_demand_status,t_demand_wall_s,t_observable_status,t_observable_wall_s,t_sample_wall_s,P_OBSERVABILITY,T_R_demand_data_observed_ms,T_R_sample_lower_bracket_ms,T_R_sample_upper_bracket_ms,D_response_wall_integral_data_observed_m,D_response_sample_wall_integral_data_observed_m,D_response_demand_wall_integral_data_observed_m,D_response_lower_bracket_wall_integral_data_observed_m,D_brake_wall_integral_diagnostic_m,outcome_endpoint_type_data_observed,t_outcome_wall_s,outcome_endpoint_speed_data_observed_mps,collision_event_absence_interpretation,record_profile_available,record_missing_reason,target_output_count_response_window,data_age_target_at_t2_data_observed_ms,data_age_target_at_outcome_data_observed_ms,update_gap_target_response_window_max_data_observed_ms,update_gap_target_full_window_max_data_observed_ms,target_lifecycle_p90_data_observed_ms,primary_dynamic_deadline_available,primary_dynamic_deadline_missing_reason,D_debt_requirement_constrained_derived_m,guarantee_status,missing_reason
delay_300ms,300.0,202607271211,True,ANALYZED,NEAR_STOP_NO_COLLISION_FILE,UNAVAILABLE_NO_COLLISION_SENSOR_FILE,nan,12,1785125509.980791,1785125510.680958,700.1669406890869,16.840252260670148,17.06354072506548,45.50926447880783,40.20186447880783,11.999340611264754,28.20252386754307,28.20097859700705,27.184529960214114,27.27048080856075,27.182841827095487,nan,nan,1.0179939073289574,-4.9820060926710426,772.989282885938,416.7000832275219,72.82234219685108,-283.46685746156504,1.0174726252517186,261.78693771362305,4.141950286376982,11.957025848876924,14.71427015112306,407.5667566890869,292.600184,300.0,300.147747,3.0,True,-23.021178722381592,27,0,44,27,False,LIMITED_NO_DUAL_CLOCK_HISTORY,nan,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/localization.log.INFO.20260727-120934.719143,/Users/huangjinhui/Desktop/萨卡班/data/第二次实验/300ms/202607271211/log/perception.log.INFO.20260727-120942.719157,,268,261,260,0.9701492537313433,0.128448,92.292416,94.404368,110.565632,27,188.25411796569824,110.34059524536133,245.38588523864746,257.07077980041504,262.4838352203369,699.8908519744873,wall_epoch_s,LEFT_CENSORED_NO_LATER_THAN_SAMPLE,1785125509.980791,NOT_TESTABLE_NO_INDEPENDENT_DEMAND_PREDICATE,,NOT_TESTABLE_MISSING_OBSERVER_MODEL,,1785125509.980791,NOT_TESTABLE_MISSING_OBSERVER_MODEL,,601.1178493499756,700.1669406890869,11.999340611264754,11.999340611264754,,10.295614480951546,27.27048080856075,MINIMUM_SPEED_PROXY,1785125513.38038,0.0013348318325074673,NO_FILE_IS_NOT_DIRECT_NONCOLLISION_PROOF,False,NO_SAME_RUN_RECORD_OR_PARSED_RECORD_EXPORT,5,300.47106742858887,699.8908519744873,97.66387939453125,188.25411796569824,257.07077980041504,False,NO_T_DEMAND; CALIBRATION_NOT_LOCKED_BY_RUN; DOMAIN_NOT_VALIDATED,,NOT_ESTABLISHED,
