run_id,metric,value,unit,evidence_class,qualification
202607271211,observed 0 m projected clearance margin,1.0179939073289574,m,OBSERVED_DERIVED,EMPIRICAL_HEADROOM_NOT_DEADLINE_GUARANTEE
