record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,raw_json
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540621262185,1783598540.621262,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598540.6185155,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.6185155,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540721320429,1783598540.7213204,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598540.7185135,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.7185135,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540821027538,1783598540.8210275,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598540.8184028,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.8184028,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598540922146161,1783598540.922146,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598540.9187262,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598540.9187262,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541020954905,1783598541.0209548,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.0186172,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.0186172,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541121217020,1783598541.121217,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.1187027,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.1187027,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541221089024,1783598541.2210891,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.2184472,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.2184472,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541322086144,1783598541.322086,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.3191264,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.3191264,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541421471545,1783598541.4214716,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.4186049,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.4186049,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
/apollo_workspace/records/202607092002_MkzExample_CarlaTown01.00000.20260709200220.record,1783598541520918100,1783598541.5209181,/apollo/sensor/gnss/odometry,apollo.localization.Gps,1783598541.5183773,0,gnss,0,0,0,"{
  ""header"": {
    ""timestamp_sec"": 1783598541.5183773,
    ""module_name"": ""gnss"",
    ""frame_id"": ""ego_vehicle/gnss""
  }
}"
