group_name,metric,n,missing_n,valid_n,mean,std,median,q1,q3,min,max,p90,bootstrap_mean_ci_low,bootstrap_mean_ci_high
delay_100ms,control_to_effective_brake_ms,6,0,6,170.41639259906006,15.746872843441688,167.11157134118653,158.8226901189575,182.15061348721315,153.07776837731933,191.97408728723144,188.36694846228028,159.55096244287108,182.2447740243327
delay_300ms,actual_e2e_latency_ms,6,1,5,658.9171886444092,15.337531937657179,656.4550399780273,650.256872177124,663.7599468231201,641.8490409851074,682.265043258667,674.8630046844482,648.1278586387634,671.9410419464111
delay_300ms,measured_added_delay_ms,6,1,5,316.7722225189209,15.337531937657179,314.31007385253906,308.11190605163574,321.61498069763184,299.70407485961914,340.1200771331787,332.71803855895996,305.767822265625,329.79607582092285
delay_300ms,D1_clear_m,6,0,6,40.29841339302187,0.5982591366743574,40.399071459722734,40.226664279688926,40.586969157098984,39.2061922744009,40.967348221716094,40.794245450739886,39.83964373706864,40.67809935102719
delay_300ms,D_delay_m,6,1,5,10.77283162469202,0.2923087299607979,10.860222371672322,10.532431313183926,10.981713388056498,10.404928115330803,11.08486293521656,11.043603116352536,10.545785809446567,10.998675003643687
delay_300ms,clearance_at_brake_start_m,6,1,5,29.46103591098148,0.8509645365637293,29.624226217432586,29.331980942284062,29.79272614747424,28.12132933918434,30.434916908532166,30.178040604108997,28.75618807649197,30.052191577062626
delay_300ms,D_brake_required_m,6,1,5,27.584633097138333,1.4452179937634793,27.35182807123393,27.03105579181708,27.47129956538779,26.08816302717431,29.98081903007857,28.97701124420226,26.617523343628932,28.888962489488115
delay_300ms,M_space_m,6,1,5,-4.123597186156857,2.2242555634917798,-3.7276018538013425,-4.139318623103726,-2.5961388832849153,-7.859489690894232,-2.2954368797000697,-2.4157176811340078,-6.062785315814268,-2.7021506759542624
delay_300ms,M_time_s,6,1,5,-0.1319627070660338,0.22991205629473555,-0.2488838218336562,-0.2751869279899867,0.08163126438336132,-0.3641753716312346,0.1468013217413472,0.12073329879815285,-0.30552168421521975,0.04936966032348324
delay_300ms,final_clearance_m,6,1,5,5.142367852612577,1.467599687243621,5.259073534950734,4.784159065264224,5.812398426751618,2.936534040171579,6.919674195924732,6.476763888255487,3.976214816443418,6.255433931535133
delay_300ms,impact_speed_mps,6,6,0,,,,,,,,,,
delay_300ms,max_perception_gap_ms,6,0,6,182.6878786087036,44.91258269691488,161.9960069656372,155.96002340316772,193.93032789230347,148.4699249267578,265.14220237731934,234.6111536026001,155.48046429951987,219.07679239908853
delay_300ms,sensor_to_planning_stop_ms,6,0,6,275.0379641850789,22.704430787206626,270.73848247528076,258.9274048805237,287.62251138687134,250.08487701416016,310.4250431060791,301.1355400085449,259.4255606333415,291.35966300964355
delay_300ms,control_to_effective_brake_ms,6,1,5,368.67072624440914,28.018947505782663,379.50197082312013,372.5883449851074,381.075107258667,319.84453617712404,390.3436719780274,386.63624609028324,343.7075100355225,384.78253314641114
delay_400ms,actual_e2e_latency_ms,5,1,4,986.2630367279053,235.19859330479505,901.4915227890015,871.5855479240417,1016.169011592865,809.2679977416992,1332.801103591919,1206.1482667922974,834.6072435379028,1222.6903438568115
delay_400ms,measured_added_delay_ms,5,1,4,644.118070602417,235.19859330479505,559.3465566635132,529.4405817985535,674.0240454673767,467.12303161621094,990.6561374664307,864.0033006668092,492.46227741241455,880.5453777313232
delay_400ms,D1_clear_m,5,0,5,39.53983503551196,0.45833914093538536,39.57165414845961,39.43447465712616,39.73310836615297,38.85400441001601,40.10593359580508,39.956803503944236,39.145919250665436,39.882238458013816
delay_400ms,D_delay_m,5,1,4,16.766720252678706,4.630536551292696,14.974437348172135,14.168781202943212,17.57237639790763,13.520071559319716,23.597934755050844,21.187711412193558,13.952544655068714,21.29470550399256
delay_400ms,clearance_at_brake_start_m,5,1,4,22.63159014275998,4.96883041012463,24.677943909134157,21.9409559792111,25.368578072683036,15.256069654965167,25.914403097806442,25.696073087757078,17.73871134063435,25.550519747724174
delay_400ms,D_brake_required_m,5,1,4,30.12712490855551,3.2179492152987645,30.86573910866652,28.612309994803645,32.38055402241839,25.82672270212666,32.95029871476234,32.72240083782476,27.417701807837595,32.57046891986637
delay_400ms,M_space_m,5,1,4,-13.49553476579553,7.134774406970628,-12.203741644346062,-16.819427838103255,-8.879848572038338,-22.934569470005236,-6.640086304484761,-7.535991211506191,-19.607536101142976,-8.133261149520479
delay_400ms,M_time_s,5,1,4,-0.5918777668189847,0.4171243402808306,-0.4449278492698743,-0.6445919021032749,-0.392213713985584,-1.2053446117340123,-0.272310757002178,-0.32027193979554036,-1.0120538003788557,-0.3186516508082241
delay_400ms,final_clearance_m,5,4,1,8.532413782238592,0.0,8.532413782238592,8.532413782238592,8.532413782238592,8.532413782238592,8.532413782238592,8.532413782238592,8.532413782238592,8.532413782238592
delay_400ms,impact_speed_mps,5,2,3,8.271281726353001,4.413921699044204,7.95057164633153,5.98851688976273,10.393691522932537,4.02646213319393,12.836811399533543,11.859563448893141,4.02646213319393,12.836811399533543
delay_400ms,max_perception_gap_ms,5,0,5,200.1868724822998,35.28547108920045,213.5629653930664,179.89420890808105,228.08003425598145,148.51903915405273,230.87811470031738,229.758882522583,171.26588821411133,226.2958526611328
delay_400ms,sensor_to_planning_stop_ms,5,0,5,409.7911834716797,233.78497965719225,298.16484451293945,292.6459312438965,359.35497283935547,274.69897270202637,824.0911960601807,638.1967067718506,286.57093048095703,621.2655067443848
delay_400ms,control_to_effective_brake_ms,5,1,4,530.2077787279052,52.64506476105194,508.1016311965942,498.7312702042541,539.5781397202453,496.5919115919189,608.0359409265136,580.6528204440064,498.018150666809,580.88805313031
