max_safe_actual_e2e_latency_ms,min_target_collision_actual_e2e_latency_ms,min_rt_only_collision_actual_e2e_latency_ms,safe_vs_target_collision_latency_overlap,rt_only_boundary_available,minimum_safe_M_space_m,maximum_target_collision_M_space_m,minimum_safe_M_safety_6m_m,maximum_target_collision_M_safety_6m_m,minimum_safe_M_collision_0m_m,maximum_target_collision_M_collision_0m_m,interpretation
892.3580646514893,809.2679977416992,809.2679977416992,True,True,-7.859489690894232,-9.626435994556196,-7.859489690894232,-9.626435994556196,-1.8594896908942324,-3.6264359945561964,"empirical RT-only boundary conditioned on v1, D1 and braking model"
