run_id,brake_start_speed_mps,empirical_braking_distance_m,empirical_braking_path_length_m,distance_method,k_distance_per_speed_squared,effective_deceleration_mps2,source_localization_file
202607171703,15.805458260007956,22.72244264377112,25.14674227481708,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.09095798513132675,5.497043489673734,D:\data\baseline\202607171703\log\localization.log.INFO.20260717-170121.398524
202607171706,16.276229115163034,27.395764053258638,31.21135996774251,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.10341316447792676,4.834974372210837,D:\data\baseline\202607171706\log\localization.log.INFO.20260717-170526.449355
202607171721,15.580507035902432,24.402370609809033,27.744229532593607,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.10052378788119162,4.973947068040717,D:\data\baseline\202607171721\log\localization.log.INFO.20260717-172025.633858
202607171726,15.407070573314398,22.394971748384613,25.49485540478993,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.09434315052657084,5.299801810828649,D:\data\baseline\202607171726\log\localization.log.INFO.20260717-172519.690603
202607171735,15.525764210029958,25.399782397432656,29.62985228086969,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.10537170892085097,4.7451066811070755,D:\data\baseline\202607171735\log\localization.log.INFO.20260717-173341.811034
202607171738,15.378049304036937,26.937785002425418,31.052874746874426,3-D Localization displacement from effective brake onset to post-t2 minimum-speed sample,0.11390935282479045,4.389455190471272,D:\data\baseline\202607171738\log\localization.log.INFO.20260717-173631.839191
