control_seq,control_record_time_sec,control_header_timestamp_sec,planning_header_sequence_num,planning_header_timestamp_sec,planning_publish_record_time_sec,matched_planning_seq_from_record,planning_age_ms,planning_trajectory_point_size,planning_trajectory_type,reuse_count,reuse_index_in_run
8857,1783598396.9606209,1783598396.9603813,472,1783598396.8278713,1783598396.8290496,472,131.57129287719727,136,NORMAL,21,14
8858,1783598396.97171,1783598396.971429,472,1783598396.8278713,1783598396.8290496,472,142.66037940979004,136,NORMAL,21,15
8859,1783598396.9827569,1783598396.982556,472,1783598396.8278713,1783598396.8290496,472,153.70726585388184,136,NORMAL,21,16
8860,1783598396.9908345,1783598396.9905436,472,1783598396.8278713,1783598396.8290496,472,161.78488731384277,136,NORMAL,21,17
8861,1783598397.0003407,1783598397.0001385,472,1783598396.8278713,1783598396.8290496,472,171.29111289978027,136,NORMAL,21,18
8862,1783598397.0110056,1783598397.0106528,472,1783598396.8278713,1783598396.8290496,472,181.95605278015137,136,NORMAL,21,19
8863,1783598397.022173,1783598397.021938,472,1783598396.8278713,1783598396.8290496,472,193.12334060668945,136,NORMAL,21,20
8864,1783598397.0306985,1783598397.0304608,472,1783598396.8278713,1783598396.8290496,472,201.64895057678223,136,NORMAL,21,21
8865,1783598397.0407653,1783598397.040509,473,1783598397.0316021,1783598397.0323923,473,8.373022079467773,136,NORMAL,18,1
8866,1783598397.051,1783598397.0507104,473,1783598397.0316021,1783598397.0323923,473,18.60785484313965,136,NORMAL,18,2
8867,1783598397.0607123,1783598397.0604918,473,1783598397.0316021,1783598397.0323923,473,28.3200740814209,136,NORMAL,18,3
