control_seq,control_record_time_sec,control_steering_target,control_throttle,control_brake,chassis_record_time_sec,chassis_time_delta_ms,chassis_speed_mps,chassis_steering_percentage,chassis_steering_percentage_cmd,chassis_brake_percentage,chassis_throttle_percentage,localization_record_time_sec,localization_time_delta_ms,localization_x,localization_y,localization_heading
8821,1783598396.6005943,-0.8155439050473998,24.007810111335147,0.0,1783598396.5854223,-15.172004699707031,1.7118881940841675,-0.24226444959640503,,0.0,49.76480484008789,1783598396.793207,192.6126480102539,109.6302719116211,-133.00633239746094,-0.002563592418644234
8822,1783598396.6109905,-0.822091986122162,24.23523401119121,0.0,1783598396.5854223,-25.568246841430664,1.7118881940841675,-0.24226444959640503,,0.0,49.76480484008789,1783598396.793207,182.21640586853027,109.6302719116211,-133.00633239746094,-0.002563592418644234
8823,1783598396.6206515,-0.8274842390815151,24.239518427359464,0.0,1783598396.5854223,-35.22920608520508,1.7118881940841675,-0.24226444959640503,,0.0,49.76480484008789,1783598396.793207,172.55544662475586,109.6302719116211,-133.00633239746094,-0.002563592418644234
8824,1783598396.6308017,-0.831006635719282,24.46730403329782,0.0,1783598396.5854223,-45.3794002532959,1.7118881940841675,-0.24226444959640503,,0.0,49.76480484008789,1783598396.793207,162.40525245666504,109.6302719116211,-133.00633239746094,-0.002563592418644234
8825,1783598396.640763,-0.8328583661276211,24.474378088435802,0.0,1783598396.6854956,44.73257064819336,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,152.44388580322266,109.6302719116211,-133.00633239746094,-0.002563592418644234
8826,1783598396.6505938,-0.8335749686187728,24.708650711015537,0.0,1783598396.6854956,34.90185737609863,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,142.61317253112793,109.6302719116211,-133.00633239746094,-0.002563592418644234
8827,1783598396.6604927,-0.8336504001601985,24.713667196407936,0.0,1783598396.6854956,25.00295639038086,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,132.71427154541016,109.6302719116211,-133.00633239746094,-0.002563592418644234
8828,1783598396.6706517,-0.8334345996997085,24.94831021764266,0.0,1783598396.6854956,14.843940734863281,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,122.55525588989258,109.6302719116211,-133.00633239746094,-0.002563592418644234
8829,1783598396.6807487,-0.833150496619684,24.953697101690047,0.0,1783598396.6854956,4.746913909912109,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,112.4582290649414,109.6302719116211,-133.00633239746094,-0.002563592418644234
8830,1783598396.690505,-0.8331044308304857,24.162864451482825,0.0,1783598396.6854956,-5.00941276550293,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,102.70190238952637,109.6302719116211,-133.00633239746094,-0.002563592418644234
8831,1783598396.7006025,-0.833559738790322,24.16694070425533,0.0,1783598396.6854956,-15.106916427612305,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,92.60439872741699,109.6302719116211,-133.00633239746094,-0.002563592418644234
8832,1783598396.7109964,-0.8343055102714927,24.39241637831858,0.0,1783598396.6854956,-25.500774383544922,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,82.21054077148438,109.6302719116211,-133.00633239746094,-0.002563592418644234
8833,1783598396.7206707,-0.8349836613642753,24.39684975899911,0.0,1783598396.6854956,-35.17508506774902,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,72.53623008728027,109.6302719116211,-133.00633239746094,-0.002563592418644234
8834,1783598396.730591,-0.8354596233492482,24.62736541124364,0.0,1783598396.6854956,-45.09544372558594,1.8076783418655396,-0.24994513392448425,,0.0,49.90739440917969,1783598396.793207,62.61587142944336,109.6302719116211,-133.00633239746094,-0.002563592418644234
8835,1783598396.7408757,-0.8347373697073208,24.45047233584041,0.0,1783598396.7855785,44.702768325805664,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,52.33120918273926,109.6302719116211,-133.00633239746094,-0.002563592418644234
8836,1783598396.7507107,-0.8317103548767062,24.682344520546586,0.0,1783598396.7855785,34.86776351928711,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,42.4962043762207,109.6302719116211,-133.00633239746094,-0.002563592418644234
8837,1783598396.760523,-0.8274896483476594,24.687505745065643,0.0,1783598396.7855785,25.055408477783203,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,32.6838493347168,109.6302719116211,-133.00633239746094,-0.002563592418644234
8838,1783598396.7706075,-0.8238425750233673,24.919741851691082,0.0,1783598396.7855785,14.971017837524414,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,22.599458694458008,109.6302719116211,-133.00633239746094,-0.002563592418644234
8839,1783598396.7808502,-0.8213719211919773,24.9252669981294,0.0,1783598396.7855785,4.7283172607421875,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,12.356758117675781,109.6302719116211,-133.00633239746094,-0.002563592418644234
8840,1783598396.7937918,-0.8188815901019423,24.185523976526213,0.0,1783598396.7855785,-8.213281631469727,1.9018378257751465,-0.24641159176826477,,0.0,49.85053634643555,1783598396.793207,-0.5848407745361328,109.6302719116211,-133.00633239746094,-0.002563592418644234
