frame_index,node,tid,marker,trace_ns,on_cpu_after_alignment
827,cruise_mlp_inference,1646955,enter_ns,968500192808960,True
827,cruise_mlp_inference,1646955,exit_ns,968500234939744,True
827,cruise_mlp_inference,1646945,enter_ns,968500217153664,True
827,cruise_mlp_inference,1646945,exit_ns,968500245033728,True
827,cruise_mlp_inference,1646958,enter_ns,968500227077856,True
827,cruise_mlp_inference,1646958,exit_ns,968500255261408,True
827,model_cruise_mlp,1646958,enter_ns,968500159139744,True
827,model_cruise_mlp,1646958,exit_ns,968500255269952,True
827,cruise_mlp_inference,1646955,enter_ns,968500237389056,True
827,cruise_mlp_inference,1646955,exit_ns,968500265695424,True
827,model_cruise_mlp,1646955,enter_ns,968500189508384,True
827,model_cruise_mlp,1646955,exit_ns,968500265704672,True
827,cruise_mlp_inference,1646945,enter_ns,968500247500320,True
827,cruise_mlp_inference,1646945,exit_ns,968500275666176,True
827,model_cruise_mlp,1646945,enter_ns,968500205036832,True
827,model_cruise_mlp,1646945,exit_ns,968500275679424,True
827,cruise_mlp_inference,1646958,enter_ns,968500258443520,True
827,cruise_mlp_inference,1646958,exit_ns,968500281447392,True
827,cruise_mlp_inference,1646958,enter_ns,968500282736480,True
827,cruise_mlp_inference,1646958,exit_ns,968500287080416,True
827,cruise_mlp_inference,1646958,enter_ns,968500289123968,True
827,cruise_mlp_inference,1646958,exit_ns,968500293875680,True
827,model_cruise_mlp,1646958,enter_ns,968500255317376,True
827,model_cruise_mlp,1646958,exit_ns,968500293885632,True
827,jointly_prediction_planning_inference,1646943,enter_ns,968500172995808,True
827,jointly_prediction_planning_inference,1646943,exit_ns,968500298360768,True
827,model_jointly_prediction_planning,1646943,enter_ns,968500157754592,True
827,model_jointly_prediction_planning,1646943,exit_ns,968500299374112,True
827,thread_pool_run,1645396,enter_ns,968500157336384,True
827,thread_pool_run,1645396,exit_ns,968500299430240,True
827,evaluator,1645396,enter_ns,968500153332736,True
827,evaluator,1645396,exit_ns,968500299436384,True
827,predictor,1645396,enter_ns,968500299437920,True
827,predictor,1645396,exit_ns,968500300447552,True
827,perception,1645396,enter_ns,968500146239264,True
827,perception,1645396,exit_ns,968500300548704,True
827,writer,1645396,enter_ns,968500300562624,True
827,writer,1645396,exit_ns,968500300941408,True
827,proc,1645396,enter_ns,968500144981760,True
827,proc,1645396,exit_ns,968500300992320,True
847,container,1645404,enter_ns,968503000564160,True
847,container,1645404,exit_ns,968503001035680,True
847,semantic_map_prepare,1645404,enter_ns,968503008420640,True
847,semantic_map_prepare,1645404,exit_ns,968503009263776,True
847,semantic_base_copy,1645404,enter_ns,968503009271744,True
847,semantic_base_copy,1645404,exit_ns,968503010671872,True
847,cyber_taskmanager_queue_enqueue,1645404,enter_ns,968503010682944,True
847,cyber_taskmanager_queue_enqueue,1645404,exit_ns,968503010690176,True
847,semantic_base_async_lock_wait,1645390,enter_ns,968503010740096,True
847,semantic_base_async_lock_wait,1645390,exit_ns,968503010740992,True
847,semantic_draw_roads,1645390,enter_ns,968503011264704,True
847,semantic_draw_roads,1645390,exit_ns,968503012671328,True
847,semantic_draw_junctions,1645390,enter_ns,968503012676736,True
847,semantic_draw_junctions,1645390,exit_ns,968503012740288,True
847,semantic_draw_crosswalks,1645390,enter_ns,968503012741824,True
847,semantic_draw_crosswalks,1645390,exit_ns,968503012745920,True
847,semantic_draw_lanes,1645390,enter_ns,968503012746688,True
847,semantic_draw_lanes,1645390,exit_ns,968503020990560,True
847,semantic_base_async_draw,1645390,enter_ns,968503010738432,True
847,semantic_base_async_draw,1645390,exit_ns,968503020998112,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503010691936,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021038240,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021040480,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021064384,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021065408,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021100064,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021100992,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021131776,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021132736,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021158112,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021158912,True
847,cyber_taskmanager_notify_task,1645404,exit_ns,968503021184128,True
847,cyber_taskmanager_notify_task,1645404,enter_ns,968503021184768,True
