record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,routing_header_timestamp_sec,routing_header_sequence_num,routing_header_module_name,routing_header_lidar_timestamp,routing_header_camera_timestamp,routing_header_radar_timestamp
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785549965079,1783596785.5499651,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.549181,233,233,planning,1783596784862447650,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785724886699,1783596785.724887,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.7235591,234,234,planning,1783596784962303441,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785899103030,1783596785.899103,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.8979516,235,235,planning,1783596785062672217,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786071906926,1783596786.0719068,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.0707207,236,236,planning,1783596785162412391,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786246389340,1783596786.2463892,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.2409575,237,237,planning,1783596785262577362,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786413840334,1783596786.4138403,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.412731,238,238,planning,1783596785363611252,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786591041951,1783596786.591042,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.5901983,239,239,planning,1783596785462471365,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786678395192,1783596786.678395,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.6775115,240,240,planning,1783596785562510361,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786758984119,1783596786.758984,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.7568452,241,241,planning,1783596785662737987,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596786943692395,1783596786.9436922,/apollo/planning,apollo.planning.ADCTrajectory,1783596786.942895,242,242,planning,1783596785762484838,0,0,1783596782.1621141,0,dreamview,0,0,0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787016789257,1783596787.0167892,/apollo/planning,apollo.planning.ADCTrajectory,1783596787.0159638,243,243,planning,1783596785862491596,0,0,1783596782.1621141,0,dreamview,0,0,0
