record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,total_time_ms,task_index,task_name,task_time_ms
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,0,LANE_CHANGE_PATH,0.007152557373046875
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,1,LANE_FOLLOW_PATH,12.490272521972656
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,2,LANE_BORROW_PATH,0.014066696166992188
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,3,FALLBACK_PATH,0.003337860107421875
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,4,PATH_DECIDER,0.2422332763671875
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,5,RULE_BASED_STOP_DECIDER,0.0040531158447265625
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,6,SPEED_BOUNDS_PRIORI_DECIDER,0.6937980651855469
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,7,SPEED_HEURISTIC_OPTIMIZER,1.0540485382080078
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,8,SPEED_DECIDER,0.012874603271484375
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,9,SPEED_BOUNDS_FINAL_DECIDER,0.6818771362304688
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,10,PIECEWISE_JERK_SPEED,2.307415008544922
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596784859949383,1783596784.8599494,/apollo/planning,apollo.planning.ADCTrajectory,1783596784.8576162,229,229,planning,1783596784463334991,0,0,21.35753631591797,11,ReferenceLineProvider,10.904788970947266
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,0,LANE_CHANGE_PATH,0.008344650268554688
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,1,LANE_FOLLOW_PATH,20.087480545043945
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,2,LANE_BORROW_PATH,0.0152587890625
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,3,FALLBACK_PATH,0.003337860107421875
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,4,PATH_DECIDER,0.4055500030517578
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,5,RULE_BASED_STOP_DECIDER,0.0050067901611328125
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,6,SPEED_BOUNDS_PRIORI_DECIDER,0.9195804595947266
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,7,SPEED_HEURISTIC_OPTIMIZER,1.310586929321289
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,8,SPEED_DECIDER,0.01239776611328125
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,9,SPEED_BOUNDS_FINAL_DECIDER,0.8447170257568359
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,10,PIECEWISE_JERK_SPEED,2.7010440826416016
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785060463818,1783596785.060464,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.0595312,230,230,planning,1783596784562544567,0,0,31.373023986816406,11,ReferenceLineProvider,10.613441467285156
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,0,LANE_CHANGE_PATH,0.007867813110351562
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,1,LANE_FOLLOW_PATH,14.499902725219727
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,2,LANE_BORROW_PATH,0.014066696166992188
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,3,FALLBACK_PATH,0.003337860107421875
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,4,PATH_DECIDER,0.28777122497558594
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,5,RULE_BASED_STOP_DECIDER,0.003814697265625
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,6,SPEED_BOUNDS_PRIORI_DECIDER,0.7803440093994141
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,7,SPEED_HEURISTIC_OPTIMIZER,1.1401176452636719
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,8,SPEED_DECIDER,0.011682510375976562
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785221404007,1783596785.2214038,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.21971,231,231,planning,1783596784662504469,0,0,24.138212203979492,9,SPEED_BOUNDS_FINAL_DECIDER,0.7741451263427734
