record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,obstacle_id,decision_json
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,39,"{
  ""id"": ""39"",
  ""perception_id"": 39,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_OBSTACLE"",
        ""distance_s"": -6.0,
        ""stop_point"": {
          ""x"": 125.3951553850264,
          ""y"": -133.56724542438553
        },
        ""stop_heading"": 0.012720409009433524
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596787321441473,1783596787.3214417,/apollo/planning,apollo.planning.ADCTrajectory,1783596787.3207626,247,247,planning,1783596786262548010,0,0,47,"{
  ""id"": ""47"",
  ""perception_id"": 47,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_OBSTACLE"",
        ""distance_s"": -6.0,
        ""stop_point"": {
          ""x"": 135.06478345715598,
          ""y"": -133.46393708128608
        },
        ""stop_heading"": 0.008162716010708462
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596788920245555,1783596788.9202454,/apollo/planning,apollo.planning.ADCTrajectory,1783596788.9194355,267,267,planning,1783596788262356641,0,0,53,"{
  ""id"": ""53"",
  ""perception_id"": 53,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_OBSTACLE"",
        ""distance_s"": -6.0,
        ""stop_point"": {
          ""x"": 157.36172386438614,
          ""y"": -133.41342425628858
        },
        ""stop_heading"": -0.0017235451532069215
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799452062209,1783596799.4520621,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.451039,375,375,planning,1783596799062492347,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.6367467535287,
          ""y"": -133.85575015622192,
          ""z"": 0.0
        },
        ""stop_heading"": 0.019733644093016853
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799527038094,1783596799.527038,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.526017,376,376,planning,1783596799162402159,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.6367493248265,
          ""y"": -133.85592592537353,
          ""z"": 0.0
        },
        ""stop_heading"": 0.016628952352944086
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799604947780,1783596799.6049478,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.6042268,377,377,planning,1783596799262410120,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.6367385335549,
          ""y"": -133.8570213139101,
          ""z"": 0.0
        },
        ""stop_heading"": 0.017214067826457867
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799679292808,1783596799.679293,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.678682,378,378,planning,1783596799362460610,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.6367400271673,
          ""y"": -133.85687845469386,
          ""z"": 0.0
        },
        ""stop_heading"": 0.017161439363732867
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799760291721,1783596799.7602918,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.759555,379,379,planning,1783596799462477582,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.63672010272023,
          ""y"": -133.8584509166082,
          ""z"": 0.0
        },
        ""stop_heading"": 0.017957768526764898
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799842175478,1783596799.8421755,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.8402827,380,380,planning,1783596799562440553,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.63673209794416,
          ""y"": -133.85621944917145,
          ""z"": 0.0
        },
        ""stop_heading"": 0.0189750412985953
      }
    }
  ]
}"
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596799904127567,1783596799.9041276,/apollo/planning,apollo.planning.ADCTrajectory,1783596799.9018004,381,381,planning,1783596799662422308,0,0,TL_signal_4_387,"{
  ""id"": ""TL_signal_4_387"",
  ""perception_id"": -791060043,
  ""object_decision"": [
    {
      ""stop"": {
        ""reason_code"": ""STOP_REASON_SIGNAL"",
        ""distance_s"": -1.0,
        ""stop_point"": {
          ""x"": 323.6367460355559,
          ""y"": -133.85575249143645,
          ""z"": 0.0
        },
        ""stop_heading"": 0.019631544257921133
      }
    }
  ]
}"
