record_file,record_time_ns,record_time_sec,channel,data_type,header_timestamp_sec,header_sequence_num,planning_seq,header_module_name,header_lidar_timestamp,header_camera_timestamp,header_radar_timestamp,boundary_path,boundary_value
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].name,"""39"""
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[0].s,11.500844205436142
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[0].t,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[1].s,11.500844205436142
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[1].t,7.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[2].s,229.61622521281242
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[2].t,7.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[3].s,229.36622521281242
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].point[3].t,0.0
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[0].boundary[0].type,"""ST_BOUNDARY_TYPE_STOP"""
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[1].boundary[0].name,"""39"""
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[1].boundary[0].point[0].s,11.500844205436142
/apollo_workspace/records/202607091933_MkzExample_CarlaTown01.00000.20260709193304.record,1783596785377483972,1783596785.377484,/apollo/planning,apollo.planning.ADCTrajectory,1783596785.376567,232,232,planning,1783596784762397524,0,0,debug.planning_data.st_graph[1].boundary[0].point[0].t,0.0
