frame_index,trace_id,node,tid,enter_ns,exit_ns,duration_ms,completion_status,terminal_phase
988,17293982500799907542,container,3772844,1220099529929248,1220099530380384,0.451136,ok,container_exit
988,17293982500799907542,semantic_map_prepare,3772844,1220099531018240,1220099531069856,0.051616,ok,semantic_map_prepare_exit
988,17293982500799907542,semantic_base_copy,3772844,1220099531074752,1220099532364352,1.2896,ok,semantic_base_copy_exit
988,17293982500799907542,cyber_taskmanager_queue_enqueue,3772844,1220099532375520,1220099532384416,0.008896,ok,cyber_taskmanager_queue_enqueue_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532386016,1220099532407040,0.021024,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532408384,1220099532420032,0.011648,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532420832,1220099532430688,0.009856,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532431488,1220099532441664,0.010176,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532442400,1220099532451008,0.008608,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532451744,1220099532461600,0.009856,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,semantic_base_async_lock_wait,3772857,1220099532462624,1220099532465184,0.00256,ok,semantic_base_async_lock_wait_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532462976,1220099532472480,0.009504,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532473600,1220099532482720,0.00912,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532483520,1220099532493376,0.009856,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532494144,1220099532506176,0.012032,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532507008,1220099532517952,0.010944,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532518592,1220099532529088,0.010496,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,semantic_draw_roads,3772857,1220099532987168,1220099534866368,1.8792,ok,semantic_draw_roads_exit
988,17293982500799907542,semantic_draw_junctions,3772857,1220099534873120,1220099535191072,0.317952,ok,semantic_draw_junctions_exit
988,17293982500799907542,semantic_draw_crosswalks,3772857,1220099535195264,1220099535203840,0.008576,ok,semantic_draw_crosswalks_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099532529920,1220099545117280,12.58736,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099545121504,1220099545145312,0.023808,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099545146656,1220099545160992,0.014336,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_task,3772844,1220099545161952,1220099545176384,0.014432,ok,cyber_taskmanager_notify_task_exit
988,17293982500799907542,cyber_taskmanager_notify_tasks,3772844,1220099532385344,1220099545177888,12.792544,ok,cyber_taskmanager_notify_tasks_exit
988,17293982500799907542,semantic_base_async_submit,3772844,1220099532369344,1220099545180800,12.811456,ok,semantic_base_async_submit_exit
988,17293982500799907542,semantic_base_async_future_replace,3772844,1220099545181856,1220099545183232,0.001376,ok,semantic_base_async_future_replace_exit
988,17293982500799907542,semantic_base_async_schedule,3772844,1220099532368352,1220099545183840,12.815488,ok,semantic_base_async_schedule_exit
988,17293982500799907542,semantic_base_image,3772844,1220099531073472,1220099545185568,14.112096,ok,semantic_base_image_exit
988,17293982500799907542,semantic_adc_draw,3772844,1220099545187712,1220099545189152,0.00144,ok,semantic_adc_draw_exit
988,17293982500799907542,semantic_obstacle_history_draw,3772844,1220099545189920,1220099545314976,0.125056,ok,semantic_obstacle_history_draw_exit
988,17293982500799907542,semantic_history_cache_copy,3772844,1220099545316512,1220099545327808,0.011296,ok,semantic_history_cache_copy_exit
988,17293982500799907542,semantic_map_run,3772844,1220099531071392,1220099545329632,14.25824,ok,semantic_map_run_exit
988,17293982500799907542,thread_pool_run,3772844,1220099545331200,1220099545335680,0.00448,ok,thread_pool_run_exit
988,17293982500799907542,evaluator,3772844,1220099531014848,1220099545337728,14.32288,ok,evaluator_exit
988,17293982500799907542,semantic_draw_lanes,3772857,1220099535204544,1220099545354240,10.149696,ok,semantic_draw_lanes_exit
988,17293982500799907542,semantic_base_async_draw,3772857,1220099532457952,1220099545361280,12.903328,ok,semantic_base_async_draw_exit
988,17293982500799907542,predictor,3772844,1220099545339680,1220099546069760,0.73008,ok,predictor_exit
988,17293982500799907542,perception,3772844,1220099530396640,1220099546079584,15.682944,ok,perception_exit
988,17293982500799907542,writer,3772844,1220099546089984,1220099546187872,0.097888,ok,writer_done
988,17293982500799907542,proc,3772844,1220099529923936,1220099546194944,16.271008,ok,proc_exit
