tid,cpu,stack_time_ns,aligned_sched_s,active_trace_nodes,leaf,dso,callchain
3772857,7,1220106884877776,1220100.047028486,semantic_base_async_draw;semantic_draw_lanes,cv::FillConvexPoly,/opt/apollo/neo/packages/3rd-opencv/9.0.0-beta-r1/lib/libopencv_imgproc.so.4.4.0,"cv::FillConvexPoly+0x338 (/opt/apollo/neo/packages/3rd-opencv/9.0.0-beta-r1/lib/libopencv_imgproc.so.4.4.0); cv::ThickLine+0x35f (/opt/apollo/neo/packages/3rd-opencv/9.0.0-beta-r1/lib/libopencv_imgproc.so.4.4.0); cv::line+0x163 (/opt/apollo/neo/packages/3rd-opencv/9.0.0-beta-r1/lib/libopencv_imgproc.so.4.4.0); apollo::prediction::SemanticMap::DrawLanes+0x577 (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so); apollo::prediction::SemanticMap::DrawBaseMap+0x33f (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so); apollo::prediction::SemanticMap::DrawBaseMapThread+0xc3 (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so); std::_Function_handler<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> (), std::__future_base::_Task_setter<std::unique_ptr<std::__future_base::_Result<void>, std::__future_base::_Result_base::_Deleter>, std::__future_base::_Task_state<std::_Bind<void (apollo::prediction::SemanticMap::*(apollo::prediction::SemanticMap*, unsigned long))(unsigned long)>, std::allocator<int>, void ()>::_M_run()::{lambda()#1}, void> >::_M_invoke+0x3f (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so); std::__future_base::_State_baseV2::_M_do_set+0x2b (/opt/apollo/neo/lib/cyber/libcyber.so); __pthread_once_slow+0x10f (/usr/lib/aarch64-linux-gnu/libpthread-2.31.so); std::call_once<void (std::__future_base::_State_baseV2::*)(std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*), std::__future_base::_State_baseV2*, std::function<std::unique_ptr<std::__future_base::_Result_base, std::__future_base::_Result_base::_Deleter> ()>*, bool*>+0x6b (/opt/apollo/neo/lib/cyber/libcyber.so); std::_Function_handler<void (), apollo::cyber::TaskManager::Enqueue<void (apollo::prediction::SemanticMap::*)(unsigned long), apollo::prediction::SemanticMap*, unsigned long&>(void (apollo::prediction::SemanticMap::*&&)(unsigned long), apollo::prediction::SemanticMap*&&, unsigned long&)::{lambda()#1}>::_M_invoke+0xa7 (/opt/apollo/neo/lib/modules/prediction/libapollo_prediction.so); std::_Function_handler<void (), apollo::cyber::TaskManager::TaskManager()::{lambda()#1}>::_M_invoke+0x10f (/opt/apollo/neo/lib/cyber/task/libcyber_task.so); apollo::cyber::croutine::(anonymous namespace)::CRoutineEntry+0x1b (/opt/apollo/neo/lib/cyber/croutine/libcyber_croutine.so); std::_Sp_counted_ptr<apollo::cyber::base::CCObjectPool<apollo::cyber::croutine::RoutineContext>*, (__gnu_cxx::_Lock_policy)2>::_M_get_deleter+0x7 (/opt/apollo/neo/lib/cyber/croutine/libcyber_croutine.so)"
