frame_index,worker_model_count,worker_tid,obstacle_ids,model_duration_sum_ms,worker_span_ms,inter_model_gap_ms,inference_count,inference_sum_ms,inference_share_of_model,completion_from_pool_start_ms,model_running_ms,model_blocked_ms,model_runnable_ms,model_unknown_ms,span_running_ms,span_blocked_ms,span_runnable_ms,span_unknown_ms,span_max_runnable_ms,span_cpu_list,span_running_segment_count
900,1,1646946,27,92.12496,92.12496,0.0,3,81.03136,0.8795809517854879,93.05664,13.728960417211056,72.91499921120703,5.481000407598913,0.0,13.728960417211056,72.91499921120703,5.481000407598913,0,1.711999997496605,0;1;3;4;5;6;7,121
900,2,1646960,29;77,98.23756800000001,98.290336,0.05276799999998616,5,87.495936,0.8906565765145976,98.434176,19.274568767286837,75.48599876463413,3.4770005149766803,0.0,19.327336689457297,75.48599876463413,3.4770005149766803,0,0.2210000529885292,0;1;3;4;5;6;7,148
900,2,1646951,28;72,98.290208,98.336224,0.046015999999994506,5,88.70467199999999,0.9024772030190432,99.254304,18.985209055244923,76.05599937960505,3.2489995937794447,0.0,19.031225005164742,76.05599937960505,3.2489995937794447,0,0.2940000267699361,0;1;3;4;5;6;7,164
900,3,1646950,26;74;78,105.08537600000001,105.203712,0.11833599999998512,8,91.774912,0.8733366667499005,106.13536,27.240376104600728,73.09800072107464,4.7469992423430085,0.0,27.358712046407163,73.09800072107464,4.7469992423430085,0,1.118999905884266,4;5;6;7,136
901,1,1646942,28,14.030912,14.030912,0.0,2,12.307552000000001,0.8771740568253867,14.19328,7.029912318103015,3.9610002422705293,3.039999515749514,0.0,7.029912318103015,3.9610002422705293,3.039999515749514,0,0.49599993508309126,1;3;4;5;7;9;11,93
901,2,1646958,27;79,75.16448,75.213664,0.049183999999996786,6,68.895168,0.9165920924351503,75.395424,23.792480817064643,43.66999980993569,7.701999507844448,0.0,23.84166477713734,43.66999980993569,7.701999507844448,0,0.43299992103129625,0;1;3;4;5;7;9;11,282
901,2,1646943,29;77,45.513024,45.555776,0.04275200000000012,5,40.26176,0.8846206307891121,45.710272,19.0180242061615,17.45800138451159,9.036998497322202,0.0,19.060776219703257,17.45800138451159,9.036998497322202,0,1.955999992787838,0;1;3;4;5;7;8,221
901,3,1646949,26;74;78,92.54729599999999,92.635744,0.08844800000001385,8,73.410304,0.7932193286338696,92.834176,31.52829606551677,53.23100078385323,7.7879991149529815,0.0,31.616744119673967,53.23100078385323,7.7879991149529815,0,2.975999959744513,0;1;3;4;5;7,260
903,1,1646943,28,18.389152,18.389152,0.0,2,16.616992,0.9036301402043988,18.593984,8.599152904935181,7.872999995015562,1.9169989973306656,0.0,8.599152904935181,7.872999995015562,1.9169989973306656,0,0.20899996161460876,0;1;3;4;5;6;7,103
903,2,1646958,27;79,118.29231999999999,118.3752,0.08288000000001716,6,97.288448,0.8224409496745013,118.545952,25.931319571100175,87.48399943578988,4.877001047134399,0.0,26.00519941188395,87.48399943578988,4.88600111566484,0,0.3100000321865082,0;1;3;4;5;6;7,227
