frame_index,worker_model_count,worker_tid,state,cpu,start_from_threadpool_ms,end_from_threadpool_ms,duration_ms
900,1,1646946,running,6,0.9316799696534872,1.3339119032025337,0.4022319335490465
900,1,1646946,runnable,,1.3339119032025337,1.4669118681922555,0.13299996498972178
900,1,1646946,running,5,1.4669118681922555,1.5539118321612477,0.08699996396899223
900,1,1646946,blocked,,1.5539118321612477,2.482911921106279,0.9290000889450312
900,1,1646946,runnable,,2.482911921106279,2.493911888450384,0.010999967344105244
900,1,1646946,running,6,2.493911888450384,2.566911862231791,0.07299997378140688
900,1,1646946,blocked,,2.566911862231791,2.610911848023534,0.0439999857917428
900,1,1646946,runnable,,2.610911848023534,2.6229119393974543,0.01200009137392044
900,1,1646946,running,6,2.6229119393974543,2.7019118424504995,0.07899990305304527
900,1,1646946,blocked,,2.7019118424504995,2.705911872908473,0.00400003045797348
900,1,1646946,runnable,,2.705911872908473,4.417911870405078,1.711999997496605
900,1,1646946,running,5,4.417911870405078,4.529911908321083,0.11200003791600466
900,1,1646946,runnable,,4.529911908321083,4.546911921352148,0.017000013031065464
900,1,1646946,running,5,4.546911921352148,4.773911903612316,0.2269999822601676
900,1,1646946,runnable,,4.773911903612316,4.855911829508841,0.08199992589652538
900,1,1646946,running,5,4.855911829508841,4.881911911070347,0.026000081561505795
900,1,1646946,blocked,,4.881911911070347,4.933911841362715,0.051999930292367935
900,1,1646946,runnable,,4.933911841362715,4.9489118391647935,0.014999997802078724
900,1,1646946,running,5,4.9489118391647935,5.064911907538772,0.11600006837397814
900,1,1646946,blocked,,5.064911907538772,5.165911861695349,0.10099995415657759
900,1,1646946,runnable,,5.165911861695349,5.1749119302257895,0.00900006853044033
900,1,1646946,running,5,5.1749119302257895,5.267911939881742,0.09300000965595245
900,1,1646946,blocked,,5.267911939881742,5.333911860361695,0.06599992047995329
900,1,1646946,runnable,,5.333911860361695,5.44291187543422,0.10900001507252455
900,1,1646946,running,5,5.44291187543422,5.549911875277758,0.10699999984353781
900,1,1646946,blocked,,5.549911875277758,5.655911867506802,0.10599999222904444
900,1,1646946,runnable,,5.655911867506802,5.664911936037242,0.00900006853044033
900,1,1646946,running,5,5.664911936037242,5.751911900006235,0.08699996396899223
900,1,1646946,blocked,,5.751911900006235,5.951911909505725,0.20000000949949026
900,1,1646946,runnable,,5.951911909505725,5.95991185400635,0.007999944500625134
900,1,1646946,running,5,5.95991185400635,6.07991183642298,0.11999998241662979
900,1,1646946,blocked,,6.07991183642298,6.166911916807294,0.08700008038431406
900,1,1646946,runnable,,6.166911916807294,6.259911926463246,0.09300000965595245
900,1,1646946,running,5,6.259911926463246,6.365911918692291,0.10599999222904444
900,1,1646946,blocked,,6.365911918692291,6.446911836974323,0.08099991828203201
900,1,1646946,runnable,,6.446911836974323,6.480911863036454,0.03400002606213093
900,1,1646946,running,5,6.480911863036454,6.6089119063690305,0.12800004333257675
900,1,1646946,blocked,,6.6089119063690305,6.712911883369088,0.1039999770000577
900,1,1646946,runnable,,6.712911883369088,6.721911835484207,0.008999952115118504
900,1,1646946,running,5,6.721911835484207,6.853911909274757,0.13200007379055023
900,1,1646946,blocked,,6.853911909274757,6.859911838546395,0.005999929271638393
900,1,1646946,runnable,,6.859911838546395,6.867911899462342,0.00800006091594696
900,1,1646946,running,5,6.867911899462342,7.02091190032661,0.15300000086426735
900,1,1646946,blocked,,7.02091190032661,7.090911851264536,0.06999995093792677
900,1,1646946,runnable,,7.090911851264536,7.099911919794977,0.00900006853044033
900,1,1646946,running,6,7.099911919794977,7.124911877326667,0.024999957531690598
900,1,1646946,blocked,,7.124911877326667,7.161911926232278,0.03700004890561104
900,1,1646946,runnable,,7.161911926232278,7.292911875993013,0.13099994976073503
900,1,1646946,running,5,7.292911875993013,7.36291182693094,0.06999995093792677
900,1,1646946,blocked,,7.36291182693094,7.4139118660241365,0.05100003909319639
900,1,1646946,runnable,,7.4139118660241365,7.422911934554577,0.00900006853044033
900,1,1646946,running,6,7.422911934554577,7.5609119376167655,0.13800000306218863
900,1,1646946,blocked,,7.5609119376167655,7.640911848284304,0.07999991066753864
900,1,1646946,runnable,,7.640911848284304,7.650911924429238,0.0100000761449337
900,1,1646946,running,6,7.650911924429238,7.73191184271127,0.08099991828203201
900,1,1646946,blocked,,7.73191184271127,7.776911836117506,0.04499999340623617
900,1,1646946,runnable,,7.776911836117506,7.890911889262497,0.1140000531449914
900,1,1646946,running,6,7.890911889262497,7.917911862023175,0.026999972760677338
900,1,1646946,blocked,,7.917911862023175,8.00591183360666,0.0879999715834856
900,1,1646946,runnable,,8.00591183360666,8.015911909751594,0.0100000761449337
