frame_index,worker_model_count,worker_tid,model_ordinal,state,start_sched_s,end_sched_s,duration_ms,waker_tid,waker_comm,wake_event
900,1,1646946,1,blocked,968511.151932,968511.152861,0.9290000889450312,174,irq/134-host_sy,sched_waking
900,1,1646946,1,blocked,968511.152945,968511.152989,0.0439999857917428,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15308,968511.153084,0.00400003045797348,1646950,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15526,968511.155312,0.051999930292367935,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.155443,968511.155544,0.10099995415657759,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.155646,968511.155712,0.06599992047995329,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.155928,968511.156034,0.10599999222904444,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15613,968511.15633,0.20000000949949026,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.156458,968511.156545,0.08700008038431406,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.156744,968511.156825,0.08099991828203201,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.156987,968511.157091,0.1039999770000577,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.157232,968511.157238,0.005999929271638393,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.157399,968511.157469,0.06999995093792677,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.157503,968511.15754,0.03700004890561104,1646950,mainboard,sched_waking
900,1,1646946,1,blocked,968511.157741,968511.157792,0.05100003909319639,1646950,mainboard,sched_waking
900,1,1646946,1,blocked,968511.157939,968511.158019,0.07999991066753864,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15811,968511.158155,0.04499999340623617,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.158296,968511.158384,0.0879999715834856,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.158465,968511.158497,0.03200001083314419,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.158634,968511.15866,0.025999965146183968,1646951,mainboard,sched_waking
900,1,1646946,1,blocked,968511.158694,968511.158706,0.011999974958598614,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.158876,968511.158918,0.04199997056275606,1646950,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15895,968511.158996,0.04600000102072954,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.15916,968511.159357,0.19699998665601015,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.159402,968511.159462,0.059999991208314896,1646960,mainboard,sched_waking
900,1,1646946,1,blocked,968511.159579,968511.163233,3.6540000000968575,1646960,mainboard,sched_waking
